,test_task,train_task,Mean,Std
0,glass,mem,0.5435218253968256,0.11196381273587326
1,glass,motor,0.5643154761904762,0.09876402235019816
2,glass,semantic,0.5913194444444445,0.10379907869231661
3,mem,glass,0.5722519841269842,0.09753864350559718
4,mem,motor,0.578482142857143,0.10843062148362272
5,mem,semantic,0.5708035714285714,0.0950013243243305
6,motor,glass,0.5830059523809524,0.11194193303876215
7,motor,mem,0.5666071428571428,0.1151643376889073
8,motor,semantic,0.5833035714285717,0.10482139261929957
9,semantic,glass,0.5859821428571429,0.10415988482011648
10,semantic,mem,0.5498214285714286,0.11618936066812455
11,semantic,motor,0.5660714285714284,0.10354056862239722
