,test_task,train_task,Mean,Std
0,glass,mem,0.7494642857142856,0.12197670309318401
1,glass,motor,0.6331249999999999,0.1276690166243797
2,glass,semantic,0.5723015873015872,0.10163850846859053
3,mem,glass,0.5903769841269841,0.14419061252418416
4,mem,motor,0.6460714285714285,0.14763503614015175
5,mem,semantic,0.5742857142857142,0.09687118237136355
6,motor,glass,0.602281746031746,0.13114738749007002
7,motor,mem,0.7963392857142859,0.12064407106491758
8,motor,semantic,0.5682142857142854,0.09122115270757492
9,semantic,glass,0.5913194444444444,0.11448241806502742
10,semantic,mem,0.7680357142857142,0.11210659931685382
11,semantic,motor,0.6315178571428571,0.1359375513136192
