,test_task,train_task,Mean,Std
0,glass,mem,0.5916765873015873,0.09746658992287809
1,glass,motor,0.5988492063492064,0.09363622431735044
2,glass,semantic,0.6220039682539681,0.109555201024455
3,mem,glass,0.5730357142857144,0.10002216164563804
4,mem,motor,0.5991964285714285,0.10974257807049385
5,mem,semantic,0.6317857142857141,0.10470490381599558
6,motor,glass,0.5877678571428572,0.09655424154767396
7,motor,mem,0.6086607142857143,0.11732817638583655
8,motor,semantic,0.6258035714285716,0.10256606201820404
9,semantic,glass,0.6117460317460317,0.09462190271445867
10,semantic,mem,0.6302678571428572,0.11369584482235985
11,semantic,motor,0.6093750000000001,0.11047855612577656
