,test_task,train_task,Mean,Std
0,glass,mem,0.6604861111111111,0.12810038600449478
1,glass,motor,0.634365079365079,0.10588245121089145
2,glass,semantic,0.577609126984127,0.10079693221925565
3,mem,glass,0.5731150793650794,0.09367581935052648
4,mem,motor,0.6558035714285714,0.13431231171386362
5,mem,semantic,0.5935714285714286,0.1108550006487356
6,motor,glass,0.5921626984126983,0.10117373344215548
7,motor,mem,0.7197321428571427,0.11830015616241574
8,motor,semantic,0.566517857142857,0.10024025521831918
9,semantic,glass,0.5615376984126985,0.07275144030118622
10,semantic,mem,0.701607142857143,0.12142752100385996
11,semantic,motor,0.6074999999999997,0.10250498879212037
