,test_task,train_task,Mean,Std
0,glass,mem,0.7543750000000001,0.12157205686844054
1,glass,motor,0.6254464285714288,0.1058223327161668
2,glass,semantic,0.5621626984126984,0.09527629374651465
3,mem,glass,0.5854861111111113,0.13713183800002823
4,mem,motor,0.6348214285714288,0.13159843977285351
5,mem,semantic,0.570089285714286,0.0981857750826026
6,motor,glass,0.5942857142857143,0.12197912989076502
7,motor,mem,0.8115178571428571,0.11254461597258032
8,motor,semantic,0.553482142857143,0.09158165577955374
9,semantic,glass,0.5830853174603174,0.09659685855353384
10,semantic,mem,0.780982142857143,0.11296588239116968
11,semantic,motor,0.6266964285714287,0.12730520515572116
