,test_task,train_task,Mean,Std
0,glass,mem,0.6916269841269841,0.11796082864560206
1,glass,motor,0.631577380952381,0.11465185563190715
2,glass,semantic,0.5865476190476189,0.09624829435926383
3,mem,glass,0.5921130952380953,0.11636933827952523
4,mem,motor,0.6465178571428573,0.11453034390642805
5,mem,semantic,0.5902678571428571,0.10231599734004608
6,motor,glass,0.6027678571428573,0.0945165791709339
7,motor,mem,0.7367857142857142,0.11766836514477522
8,motor,semantic,0.5875,0.11014865987712824
9,semantic,glass,0.5913988095238096,0.10117003450545133
10,semantic,mem,0.6992857142857145,0.1067215091698038
11,semantic,motor,0.6362499999999998,0.11243685096330941
