,test_task,train_task,Mean,Std
0,glass,mem,0.6336904761904762,0.11549446853553462
1,glass,motor,0.6028769841269842,0.10130362996914499
2,glass,semantic,0.6023313492063492,0.10075252318194941
3,mem,glass,0.5786111111111112,0.10934382391980435
4,mem,motor,0.6081249999999999,0.1001025042825421
5,mem,semantic,0.5927678571428573,0.10068366141199214
6,motor,glass,0.6093750000000002,0.10388670459001184
7,motor,mem,0.6661607142857141,0.11704696443358487
8,motor,semantic,0.5981249999999998,0.1000479998437114
9,semantic,glass,0.6060416666666665,0.09320951759060071
10,semantic,mem,0.665,0.12707549652935382
11,semantic,motor,0.5950892857142858,0.10481364879645196
