,test_task,train_task,Mean,Std
0,glass,mem,0.6769246031746032,0.12584270214128035
1,glass,motor,0.603373015873016,0.0939633532418096
2,glass,semantic,0.5864285714285715,0.10835629682250617
3,mem,glass,0.6029563492063493,0.11125546719275858
4,mem,motor,0.6213392857142858,0.11783459544258168
5,mem,semantic,0.5947321428571428,0.11243753677186581
6,motor,glass,0.6018849206349205,0.10402401294971238
7,motor,mem,0.719107142857143,0.13439800844999406
8,motor,semantic,0.560267857142857,0.09526718238176801
9,semantic,glass,0.6142460317460318,0.09839517136667031
10,semantic,mem,0.7033928571428572,0.14319759756382772
11,semantic,motor,0.596607142857143,0.11209211772976214
