,test_task,train_task,Mean,Std
0,glass,mem,0.5629960317460317,0.10926212463938216
1,glass,motor,0.5664781746031747,0.10979714367203619
2,glass,semantic,0.5888690476190475,0.09277810828500463
3,mem,glass,0.5891269841269839,0.09934283828741516
4,mem,motor,0.5947321428571428,0.11038123870088998
5,mem,semantic,0.5845535714285715,0.10283383236037681
6,motor,glass,0.575327380952381,0.10377881473676301
7,motor,mem,0.5989285714285716,0.13527653255365563
8,motor,semantic,0.5966071428571428,0.09563713211384497
9,semantic,glass,0.6283333333333331,0.11810631707252355
10,semantic,mem,0.6056250000000001,0.11884696997705604
11,semantic,motor,0.6200892857142856,0.10450963883962862
