,test_task,train_task,Mean,Std
0,glass,mem,0.7332341269841273,0.12087713044153826
1,glass,motor,0.6307440476190477,0.1171000740771998
2,glass,semantic,0.5828373015873016,0.09429011029684695
3,mem,glass,0.5986607142857142,0.13889489994207216
4,mem,motor,0.6473214285714285,0.12701454564416945
5,mem,semantic,0.6008035714285714,0.11468841895134156
6,motor,glass,0.619811507936508,0.12160072825931369
7,motor,mem,0.7964285714285714,0.11999134167898154
8,motor,semantic,0.5950000000000001,0.118735764697002
9,semantic,glass,0.5849007936507936,0.09706698181066666
10,semantic,mem,0.7631249999999998,0.1312373370514795
11,semantic,motor,0.6201785714285718,0.11131839791465613
