,test_task,train_task,Mean,Std
0,glass,mem,0.6233928571428572,0.11985413312653523
1,glass,motor,0.5970238095238096,0.10658990443787066
2,glass,semantic,0.5721031746031747,0.09526610578950719
3,mem,glass,0.5777579365079365,0.09578132620660347
4,mem,motor,0.6087499999999999,0.09731509272834958
5,mem,semantic,0.5847321428571428,0.09728318383535185
6,motor,glass,0.5955357142857144,0.09483064024187364
7,motor,mem,0.6648214285714286,0.1074327031880224
8,motor,semantic,0.6066964285714286,0.1043433004588668
9,semantic,glass,0.5674900793650794,0.08275584354989467
10,semantic,mem,0.61625,0.09878466020040302
11,semantic,motor,0.5988392857142857,0.10117487593014642
