,test_task,train_task,Mean,Std
0,glass,mem,0.49889880952380944,0.09356389817834676
1,glass,motor,0.502251984126984,0.09976208621314436
2,glass,semantic,0.5486607142857144,0.1153975112298525
3,mem,glass,0.5229960317460318,0.0922821199284545
4,mem,motor,0.5212500000000001,0.09958664569107646
5,mem,semantic,0.5128571428571429,0.101138326261418
6,motor,glass,0.513125,0.1024613782592854
7,motor,mem,0.5025892857142856,0.0927949404548867
8,motor,semantic,0.5158928571428572,0.08292991094816228
9,semantic,glass,0.5393551587301587,0.12588883882004026
10,semantic,mem,0.4822321428571428,0.09680777411897314
11,semantic,motor,0.49366071428571434,0.11444923873383014
