,test_task,train_task,Mean,Std
0,glass,mem,0.7635416666666668,0.13368168141989495
1,glass,motor,0.6082738095238094,0.09832215758962985
2,glass,semantic,0.5517063492063493,0.08694618594072574
3,mem,glass,0.5668154761904761,0.11564907303058289
4,mem,motor,0.6203571428571429,0.11567924754115712
5,mem,semantic,0.557142857142857,0.09171525670077094
6,motor,glass,0.5811904761904761,0.10366225637069355
7,motor,mem,0.8209821428571428,0.12066263880173267
8,motor,semantic,0.5515178571428573,0.08036801513750884
9,semantic,glass,0.5760218253968254,0.09020215336243441
10,semantic,mem,0.7894642857142858,0.11683974483892874
11,semantic,motor,0.6189285714285715,0.11581220804590306
