,test_task,train_task,Mean,Std
0,glass,mem,0.756488095238095,0.12784557301809035
1,glass,motor,0.6216964285714287,0.10470692461977729
2,glass,semantic,0.5535416666666667,0.08840268305596104
3,mem,glass,0.5745039682539683,0.13009785139636604
4,mem,motor,0.6255357142857144,0.12250669210451161
5,mem,semantic,0.5612500000000001,0.0898647974358248
6,motor,glass,0.5826686507936508,0.10983527200727447
7,motor,mem,0.8167857142857144,0.12198147613256907
8,motor,semantic,0.5485714285714287,0.07933080500900407
9,semantic,glass,0.5693948412698414,0.09744970654772117
10,semantic,mem,0.7836607142857142,0.1234926978755077
11,semantic,motor,0.6191071428571427,0.12098124250875027
