train_task,test_task,train_sub,test_sub,acc
glass,semantic,MSC01,MSC02,0.5549999999999999
glass,motor,MSC01,MSC02,0.5
glass,mem,MSC01,MSC02,0.5
semantic,glass,MSC01,MSC02,0.5999999999999999
semantic,motor,MSC01,MSC02,0.5
semantic,mem,MSC01,MSC02,0.5799999999999998
motor,glass,MSC01,MSC02,0.6100000000000001
motor,semantic,MSC01,MSC02,0.7150000000000001
motor,mem,MSC01,MSC02,0.6699999999999999
mem,glass,MSC01,MSC02,0.7699999999999999
mem,semantic,MSC01,MSC02,0.7250000000000001
mem,motor,MSC01,MSC02,0.685
glass,semantic,MSC01,MSC03,0.575
glass,motor,MSC01,MSC03,0.555
glass,mem,MSC01,MSC03,0.625
semantic,glass,MSC01,MSC03,0.5
semantic,motor,MSC01,MSC03,0.5499999999999999
semantic,mem,MSC01,MSC03,0.61
motor,glass,MSC01,MSC03,0.625
motor,semantic,MSC01,MSC03,0.7999999999999999
motor,mem,MSC01,MSC03,0.71
mem,glass,MSC01,MSC03,0.7050000000000001
mem,semantic,MSC01,MSC03,0.7200000000000001
mem,motor,MSC01,MSC03,0.765
glass,semantic,MSC01,MSC04,0.6449999999999999
glass,motor,MSC01,MSC04,0.555
glass,mem,MSC01,MSC04,0.5449999999999999
semantic,glass,MSC01,MSC04,0.505
semantic,motor,MSC01,MSC04,0.5
semantic,mem,MSC01,MSC04,0.5
motor,glass,MSC01,MSC04,0.765
motor,semantic,MSC01,MSC04,0.6950000000000001
motor,mem,MSC01,MSC04,0.6450000000000001
mem,glass,MSC01,MSC04,0.9
mem,semantic,MSC01,MSC04,0.835
mem,motor,MSC01,MSC04,0.9099999999999999
glass,semantic,MSC01,MSC05,0.6300000000000001
glass,motor,MSC01,MSC05,0.5799999999999998
glass,mem,MSC01,MSC05,0.585
semantic,glass,MSC01,MSC05,0.505
semantic,motor,MSC01,MSC05,0.5349999999999999
semantic,mem,MSC01,MSC05,0.505
motor,glass,MSC01,MSC05,0.725
motor,semantic,MSC01,MSC05,0.8099999999999999
motor,mem,MSC01,MSC05,0.795
mem,glass,MSC01,MSC05,0.55
mem,semantic,MSC01,MSC05,0.86
mem,motor,MSC01,MSC05,0.7350000000000001
glass,semantic,MSC01,MSC06,0.5349999999999999
glass,motor,MSC01,MSC06,0.5449999999999999
glass,mem,MSC01,MSC06,0.5
semantic,glass,MSC01,MSC06,0.5
semantic,motor,MSC01,MSC06,0.5449999999999999
semantic,mem,MSC01,MSC06,0.5
motor,glass,MSC01,MSC06,0.5
motor,semantic,MSC01,MSC06,0.5549999999999999
motor,mem,MSC01,MSC06,0.5449999999999999
mem,glass,MSC01,MSC06,0.611111111111111
mem,semantic,MSC01,MSC06,0.675
mem,motor,MSC01,MSC06,0.77
glass,semantic,MSC01,MSC07,0.9600000000000002
glass,motor,MSC01,MSC07,0.7599999999999999
glass,mem,MSC01,MSC07,0.6700000000000002
semantic,glass,MSC01,MSC07,0.9400000000000001
