,test_task,train_task,Mean,Std
0,glass,mem,0.7415674603174602,0.11793357844211398
1,glass,motor,0.6306845238095239,0.12176438541855009
2,glass,semantic,0.5581746031746032,0.08775531705256194
3,mem,glass,0.5829464285714288,0.12041202737758937
4,mem,motor,0.632232142857143,0.12325479759372505
5,mem,semantic,0.5670535714285714,0.09659087471351566
6,motor,glass,0.5856349206349207,0.09374443065067002
7,motor,mem,0.7846428571428575,0.12277791163077982
8,motor,semantic,0.5558928571428571,0.08969700077512038
9,semantic,glass,0.5944543650793649,0.09955301285710724
10,semantic,mem,0.760267857142857,0.11556745233395531
11,semantic,motor,0.635,0.12925661579692052
