,test_task,train_task,Mean,Std
0,glass,mem,0.6510416666666664,0.1133077839343451
1,glass,motor,0.6116765873015872,0.09764163450434683
2,glass,semantic,0.5802281746031747,0.10122298044852977
3,mem,glass,0.6207440476190476,0.1343996618289177
4,mem,motor,0.6460714285714289,0.1172437797757472
5,mem,semantic,0.5774107142857142,0.1011254444711148
6,motor,glass,0.6244345238095238,0.10292743627842289
7,motor,mem,0.6954464285714288,0.1352347345971383
8,motor,semantic,0.5644642857142859,0.10065548158955863
9,semantic,glass,0.6205456349206345,0.10287421034720749
10,semantic,mem,0.6580357142857143,0.11168819654177085
11,semantic,motor,0.5916964285714286,0.10658021642156457
