,test_task,train_task,Mean,Std
0,glass,mem,0.7665476190476188,0.13618939057142734
1,glass,motor,0.6028571428571429,0.093344722042744
2,glass,semantic,0.5528373015873016,0.08145455713061658
3,mem,glass,0.5639384920634921,0.10606058222531167
4,mem,motor,0.6083035714285716,0.1062727057480564
5,mem,semantic,0.5620535714285714,0.09503481077868396
6,motor,glass,0.5799305555555555,0.10098299478471724
7,motor,mem,0.8136607142857144,0.12847883119383938
8,motor,semantic,0.5530357142857143,0.0852679123886406
9,semantic,glass,0.5720436507936508,0.09060156277796676
10,semantic,mem,0.7876785714285715,0.11957867051258951
11,semantic,motor,0.6103571428571428,0.10333905863206343
