,test_task,train_task,Mean,Std
0,glass,mem,0.7459325396825399,0.11352924773550686
1,glass,motor,0.6295833333333333,0.11719094560965192
2,glass,semantic,0.5493750000000001,0.07543648241260911
3,mem,glass,0.597013888888889,0.13976164423680598
4,mem,motor,0.6486607142857144,0.1326461152206007
5,mem,semantic,0.55875,0.09127505882570751
6,motor,glass,0.5914384920634923,0.11840881913427496
7,motor,mem,0.7795535714285714,0.11736608146275515
8,motor,semantic,0.5378571428571429,0.06465191512917562
9,semantic,glass,0.5985416666666666,0.11246576047108271
10,semantic,mem,0.7658035714285715,0.12658011040700415
11,semantic,motor,0.6416964285714287,0.13676880553997378
