train_task,test_task,train_sub,test_sub,acc
glass,semantic,MSC01,MSC02,0.595
glass,motor,MSC01,MSC02,0.6050000000000001
glass,mem,MSC01,MSC02,0.5
semantic,glass,MSC01,MSC02,0.8300000000000001
semantic,motor,MSC01,MSC02,0.7249999999999999
semantic,mem,MSC01,MSC02,0.7249999999999999
motor,glass,MSC01,MSC02,0.5849999999999999
motor,semantic,MSC01,MSC02,0.645
motor,mem,MSC01,MSC02,0.64
mem,glass,MSC01,MSC02,0.45000000000000007
mem,semantic,MSC01,MSC02,0.51
mem,motor,MSC01,MSC02,0.5499999999999999
glass,semantic,MSC01,MSC03,0.7100000000000001
glass,motor,MSC01,MSC03,0.605
glass,mem,MSC01,MSC03,0.7150000000000001
semantic,glass,MSC01,MSC03,0.67
semantic,motor,MSC01,MSC03,0.6200000000000001
semantic,mem,MSC01,MSC03,0.585
motor,glass,MSC01,MSC03,0.57
motor,semantic,MSC01,MSC03,0.5849999999999999
motor,mem,MSC01,MSC03,0.5899999999999999
mem,glass,MSC01,MSC03,0.585
mem,semantic,MSC01,MSC03,0.6850000000000003
mem,motor,MSC01,MSC03,0.6
glass,semantic,MSC01,MSC04,0.595
glass,motor,MSC01,MSC04,0.5149999999999999
glass,mem,MSC01,MSC04,0.5149999999999999
semantic,glass,MSC01,MSC04,0.565
semantic,motor,MSC01,MSC04,0.59
semantic,mem,MSC01,MSC04,0.5
motor,glass,MSC01,MSC04,0.595
motor,semantic,MSC01,MSC04,0.595
motor,mem,MSC01,MSC04,0.5999999999999999
mem,glass,MSC01,MSC04,0.7150000000000001
mem,semantic,MSC01,MSC04,0.7700000000000001
mem,motor,MSC01,MSC04,0.74
glass,semantic,MSC01,MSC05,0.505
glass,motor,MSC01,MSC05,0.505
glass,mem,MSC01,MSC05,0.5
semantic,glass,MSC01,MSC05,0.5399999999999999
semantic,motor,MSC01,MSC05,0.505
semantic,mem,MSC01,MSC05,0.5
motor,glass,MSC01,MSC05,0.6199999999999999
motor,semantic,MSC01,MSC05,0.6249999999999999
motor,mem,MSC01,MSC05,0.5799999999999998
mem,glass,MSC01,MSC05,0.49000000000000005
mem,semantic,MSC01,MSC05,0.835
mem,motor,MSC01,MSC05,0.75
glass,semantic,MSC01,MSC06,0.5449999999999999
glass,motor,MSC01,MSC06,0.505
glass,mem,MSC01,MSC06,0.5
semantic,glass,MSC01,MSC06,0.5
semantic,motor,MSC01,MSC06,0.51
semantic,mem,MSC01,MSC06,0.5149999999999999
motor,glass,MSC01,MSC06,0.5833333333333334
motor,semantic,MSC01,MSC06,0.73
motor,mem,MSC01,MSC06,0.6900000000000001
mem,glass,MSC01,MSC06,0.6166666666666668
mem,semantic,MSC01,MSC06,0.6900000000000001
mem,motor,MSC01,MSC06,0.6200000000000001
glass,semantic,MSC01,MSC07,0.6799999999999999
glass,motor,MSC01,MSC07,0.575
glass,mem,MSC01,MSC07,0.56
semantic,glass,MSC01,MSC07,0.7350000000000001
semantic,motor,MSC01,MSC07,0.5599999999999999
semantic,mem,MSC01,MSC07,0.55
motor,glass,MSC01,MSC07,0.5549999999999999
motor,semantic,MSC01,MSC07,0.6
motor,mem,MSC01,MSC07,0.5900000000000001
mem,glass,MSC01,MSC07,0.7600000000000001
mem,semantic,MSC01,MSC07,0.8999999999999998
mem,motor,MSC01,MSC07,0.715
glass,semantic,MSC01,MSC10,0.5799999999999998
glass,motor,MSC01,MSC10,0.5
glass,mem,MSC01,MSC10,0.5
semantic,glass,MSC01,MSC10,0.67
semantic,motor,MSC01,MSC10,0.6400000000000001
semantic,mem,MSC01,MSC10,0.605
motor,glass,MSC01,MSC10,0.595
motor,semantic,MSC01,MSC10,0.6199999999999999
motor,mem,MSC01,MSC10,0.6600000000000001
mem,glass,MSC01,MSC10,0.58
mem,semantic,MSC01,MSC10,0.625
mem,motor,MSC01,MSC10,0.6350000000000001
glass,semantic,MSC02,MSC01,0.7150000000000001
glass,motor,MSC02,MSC01,0.6349999999999999
glass,mem,MSC02,MSC01,0.5399999999999999
semantic,glass,MSC02,MSC01,0.5999999999999999
semantic,motor,MSC02,MSC01,0.565
semantic,mem,MSC02,MSC01,0.5
motor,glass,MSC02,MSC01,0.5
motor,semantic,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,glass,MSC02,MSC01,0.53
mem,semantic,MSC02,MSC01,0.615
