,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.9349999999999999
1,mixed,mem,MSC01,0.755
2,motor,mixed,MSC01,0.9099999999999999
3,motor,mem,MSC01,0.6450000000000001
4,mem,mixed,MSC01,0.8800000000000001
5,mem,motor,MSC01,0.8950000000000001
6,mixed,motor,MSC02,0.6500000000000001
7,mixed,mem,MSC02,0.5449999999999999
8,motor,mixed,MSC02,0.505
9,motor,mem,MSC02,0.5
10,mem,mixed,MSC02,0.5249999999999999
11,mem,motor,MSC02,0.7899999999999998
12,mixed,motor,MSC03,0.905
13,mixed,mem,MSC03,0.7849999999999999
14,motor,mixed,MSC03,0.5999999999999999
15,motor,mem,MSC03,0.6450000000000001
16,mem,mixed,MSC03,0.5999999999999999
17,mem,motor,MSC03,0.82
18,mixed,motor,MSC04,0.95
19,mixed,mem,MSC04,0.9800000000000001
20,motor,mixed,MSC04,0.6500000000000001
21,motor,mem,MSC04,0.825
22,mem,mixed,MSC04,0.78
23,mem,motor,MSC04,0.8950000000000001
24,mixed,motor,MSC05,0.905
25,mixed,mem,MSC05,1.0
26,motor,mixed,MSC05,0.5799999999999998
27,motor,mem,MSC05,0.7950000000000002
28,mem,mixed,MSC05,0.76
29,mem,motor,MSC05,0.8549999999999999
30,mixed,motor,MSC06,0.7949999999999999
31,mixed,mem,MSC06,0.925
32,motor,mixed,MSC06,0.5499999999999999
33,motor,mem,MSC06,0.675
34,mem,mixed,MSC06,0.615
35,mem,motor,MSC06,0.8799999999999999
36,mixed,motor,MSC07,0.755
37,mixed,mem,MSC07,0.8099999999999999
38,motor,mixed,MSC07,0.5
39,motor,mem,MSC07,0.5
40,mem,mixed,MSC07,0.57
41,mem,motor,MSC07,0.595
42,mixed,motor,MSC10,0.8300000000000001
43,mixed,mem,MSC10,0.9349999999999999
44,motor,mixed,MSC10,0.5
45,motor,mem,MSC10,0.655
46,mem,mixed,MSC10,0.5199999999999999
47,mem,motor,MSC10,0.7599999999999999
