,test_task,train_task,Mean,Std
0,mem,mixed,0.961875,0.04096492402043484
1,mem,motor,0.6956249999999999,0.14514617016747536
2,mixed,mem,0.825,0.12651933787821865
3,mixed,motor,0.6174999999999999,0.11442402345162112
4,motor,mem,0.8887499999999999,0.08047847982091684
5,motor,mixed,0.9087500000000001,0.06637286450694402
