train_task,test_task,train_sub,test_sub,acc,network,feature
motor,glass,MSC01,MSC03,0.595,co,4060
motor,mem,MSC01,MSC03,0.85,co,4060
mem,semantic,MSC01,MSC03,0.6650000000000001,co,4060
mem,glass,MSC01,MSC03,0.59,co,4060
mem,motor,MSC01,MSC03,0.53,co,4060
semantic,glass,MSC01,MSC04,0.59,co,4060
semantic,motor,MSC01,MSC04,0.5,co,4060
semantic,mem,MSC01,MSC04,0.51,co,4060
glass,semantic,MSC01,MSC04,0.6199999999999999,co,4060
glass,motor,MSC01,MSC04,0.515,co,4060
glass,mem,MSC01,MSC04,0.5849999999999999,co,4060
motor,semantic,MSC01,MSC04,0.7150000000000001,co,4060
motor,glass,MSC01,MSC04,0.7050000000000001,co,4060
motor,mem,MSC01,MSC04,0.72,co,4060
mem,semantic,MSC01,MSC04,0.75,co,4060
mem,glass,MSC01,MSC04,0.6049999999999999,co,4060
mem,motor,MSC01,MSC04,0.6249999999999999,co,4060
semantic,glass,MSC01,MSC05,0.5,co,4060
semantic,motor,MSC01,MSC05,0.5,co,4060
semantic,mem,MSC01,MSC05,0.5,co,4060
glass,semantic,MSC01,MSC05,0.5700000000000001,co,4060
glass,motor,MSC01,MSC05,0.5549999999999999,co,4060
glass,mem,MSC01,MSC05,0.5750000000000001,co,4060
motor,semantic,MSC01,MSC05,0.5800000000000001,co,4060
motor,glass,MSC01,MSC05,0.5549999999999999,co,4060
motor,mem,MSC01,MSC05,0.64,co,4060
mem,semantic,MSC01,MSC05,0.6,co,4060
mem,glass,MSC01,MSC05,0.5349999999999999,co,4060
mem,motor,MSC01,MSC05,0.5549999999999999,co,4060
semantic,glass,MSC01,MSC06,0.5263157894736842,co,4060
semantic,motor,MSC01,MSC06,0.5499999999999999,co,4060
semantic,mem,MSC01,MSC06,0.5499999999999999,co,4060
glass,semantic,MSC01,MSC06,0.5449999999999999,co,4060
glass,motor,MSC01,MSC06,0.61,co,4060
glass,mem,MSC01,MSC06,0.705,co,4060
motor,semantic,MSC01,MSC06,0.51,co,4060
motor,glass,MSC01,MSC06,0.5631578947368421,co,4060
motor,mem,MSC01,MSC06,0.6300000000000001,co,4060
mem,semantic,MSC01,MSC06,0.5999999999999999,co,4060
mem,glass,MSC01,MSC06,0.6052631578947368,co,4060
mem,motor,MSC01,MSC06,0.675,co,4060
semantic,glass,MSC01,MSC07,0.7649999999999999,co,4060
semantic,motor,MSC01,MSC07,0.7000000000000001,co,4060
semantic,mem,MSC01,MSC07,0.62,co,4060
glass,semantic,MSC01,MSC07,0.7100000000000001,co,4060
glass,motor,MSC01,MSC07,0.6500000000000001,co,4060
glass,mem,MSC01,MSC07,0.5,co,4060
motor,semantic,MSC01,MSC07,0.805,co,4060
motor,glass,MSC01,MSC07,0.7050000000000001,co,4060
motor,mem,MSC01,MSC07,0.615,co,4060
mem,semantic,MSC01,MSC07,0.9549999999999998,co,4060
mem,glass,MSC01,MSC07,0.9650000000000001,co,4060
mem,motor,MSC01,MSC07,0.835,co,4060
semantic,glass,MSC01,MSC10,0.575,co,4060
semantic,motor,MSC01,MSC10,0.6250000000000001,co,4060
semantic,mem,MSC01,MSC10,0.6300000000000001,co,4060
glass,semantic,MSC01,MSC10,0.5900000000000001,co,4060
glass,motor,MSC01,MSC10,0.605,co,4060
glass,mem,MSC01,MSC10,0.59,co,4060
motor,semantic,MSC01,MSC10,0.6200000000000001,co,4060
motor,glass,MSC01,MSC10,0.6,co,4060
motor,mem,MSC01,MSC10,0.72,co,4060
mem,semantic,MSC01,MSC10,0.5900000000000001,co,4060
mem,glass,MSC01,MSC10,0.675,co,4060
mem,motor,MSC01,MSC10,0.6500000000000001,co,4060
semantic,glass,MSC02,MSC01,0.5349999999999999,co,4060
semantic,motor,MSC02,MSC01,0.71,co,4060
semantic,mem,MSC02,MSC01,0.605,co,4060
glass,semantic,MSC02,MSC01,0.75,co,4060
glass,motor,MSC02,MSC01,0.8049999999999999,co,4060
glass,mem,MSC02,MSC01,0.8,co,4060
motor,semantic,MSC02,MSC01,0.655,co,4060
motor,glass,MSC02,MSC01,0.6150000000000001,co,4060
motor,mem,MSC02,MSC01,0.65,co,4060
mem,semantic,MSC02,MSC01,0.5850000000000001,co,4060
mem,glass,MSC02,MSC01,0.5900000000000001,co,4060
mem,motor,MSC02,MSC01,0.5900000000000001,co,4060
semantic,glass,MSC02,MSC03,0.715,co,4060
semantic,motor,MSC02,MSC03,0.67,co,4060
semantic,mem,MSC02,MSC03,0.675,co,4060
glass,semantic,MSC02,MSC03,0.6850000000000002,co,4060
glass,motor,MSC02,MSC03,0.5,co,4060
glass,mem,MSC02,MSC03,0.7749999999999999,co,4060
motor,semantic,MSC02,MSC03,0.74,co,4060
motor,glass,MSC02,MSC03,0.8799999999999999,co,4060
motor,mem,MSC02,MSC03,0.75,co,4060
mem,semantic,MSC02,MSC03,0.5549999999999999,co,4060
mem,glass,MSC02,MSC03,0.5700000000000001,co,4060
mem,motor,MSC02,MSC03,0.5700000000000001,co,4060
semantic,glass,MSC02,MSC04,0.5199999999999999,co,4060
semantic,motor,MSC02,MSC04,0.59,co,4060
semantic,mem,MSC02,MSC04,0.505,co,4060
glass,semantic,MSC02,MSC04,0.52,co,4060
glass,motor,MSC02,MSC04,0.5499999999999999,co,4060
glass,mem,MSC02,MSC04,0.525,co,4060
motor,semantic,MSC02,MSC04,0.5349999999999999,co,4060
motor,glass,MSC02,MSC04,0.565,co,4060
motor,mem,MSC02,MSC04,0.6,co,4060
mem,semantic,MSC02,MSC04,0.7150000000000001,co,4060
mem,glass,MSC02,MSC04,0.72,co,4060
mem,motor,MSC02,MSC04,0.7649999999999999,co,4060
semantic,glass,MSC02,MSC05,0.52,co,4060
semantic,motor,MSC02,MSC05,0.625,co,4060
semantic,mem,MSC02,MSC05,0.5149999999999999,co,4060
glass,semantic,MSC02,MSC05,0.525,co,4060
glass,motor,MSC02,MSC05,0.5449999999999999,co,4060
glass,mem,MSC02,MSC05,0.615,co,4060
motor,semantic,MSC02,MSC05,0.5599999999999999,co,4060
motor,glass,MSC02,MSC05,0.5499999999999999,co,4060
motor,mem,MSC02,MSC05,0.5499999999999999,co,4060
mem,semantic,MSC02,MSC05,0.78,co,4060
mem,glass,MSC02,MSC05,0.6700000000000002,co,4060
mem,motor,MSC02,MSC05,0.74,co,4060
semantic,glass,MSC02,MSC06,0.5578947368421052,co,4060
semantic,motor,MSC02,MSC06,0.5800000000000001,co,4060
semantic,mem,MSC02,MSC06,0.505,co,4060
glass,semantic,MSC02,MSC06,0.6500000000000001,co,4060
glass,motor,MSC02,MSC06,0.72,co,4060
glass,mem,MSC02,MSC06,0.8,co,4060
motor,semantic,MSC02,MSC06,0.6249999999999999,co,4060
motor,glass,MSC02,MSC06,0.5263157894736842,co,4060
motor,mem,MSC02,MSC06,0.51,co,4060
mem,semantic,MSC02,MSC06,0.6600000000000001,co,4060
mem,glass,MSC02,MSC06,0.7421052631578947,co,4060
mem,motor,MSC02,MSC06,0.85,co,4060
semantic,glass,MSC02,MSC07,0.6149999999999999,co,4060
semantic,motor,MSC02,MSC07,0.66,co,4060
semantic,mem,MSC02,MSC07,0.6050000000000001,co,4060
glass,semantic,MSC02,MSC07,0.6199999999999999,co,4060
glass,motor,MSC02,MSC07,0.6600000000000001,co,4060
glass,mem,MSC02,MSC07,0.525,co,4060
motor,semantic,MSC02,MSC07,0.5399999999999999,co,4060
motor,glass,MSC02,MSC07,0.5,co,4060
motor,mem,MSC02,MSC07,0.51,co,4060
mem,semantic,MSC02,MSC07,0.775,co,4060
mem,glass,MSC02,MSC07,0.845,co,4060
mem,motor,MSC02,MSC07,0.925,co,4060
semantic,glass,MSC02,MSC10,0.5,co,4060
semantic,motor,MSC02,MSC10,0.5,co,4060
semantic,mem,MSC02,MSC10,0.5,co,4060
glass,semantic,MSC02,MSC10,0.45500000000000007,co,4060
glass,motor,MSC02,MSC10,0.465,co,4060
glass,mem,MSC02,MSC10,0.5,co,4060
motor,semantic,MSC02,MSC10,0.5,co,4060
motor,glass,MSC02,MSC10,0.5,co,4060
motor,mem,MSC02,MSC10,0.5599999999999999,co,4060
mem,semantic,MSC02,MSC10,0.68,co,4060
mem,glass,MSC02,MSC10,0.755,co,4060
mem,motor,MSC02,MSC10,0.75,co,4060
semantic,glass,MSC03,MSC01,0.5,co,4060
semantic,motor,MSC03,MSC01,0.53,co,4060
semantic,mem,MSC03,MSC01,0.5,co,4060
glass,semantic,MSC03,MSC01,0.5,co,4060
glass,motor,MSC03,MSC01,0.51,co,4060
glass,mem,MSC03,MSC01,0.5,co,4060
motor,semantic,MSC03,MSC01,0.57,co,4060
motor,glass,MSC03,MSC01,0.505,co,4060
motor,mem,MSC03,MSC01,0.505,co,4060
mem,semantic,MSC03,MSC01,0.8649999999999999,co,4060
mem,glass,MSC03,MSC01,0.9350000000000002,co,4060
mem,motor,MSC03,MSC01,0.9450000000000001,co,4060
semantic,glass,MSC03,MSC02,0.5,co,4060
semantic,motor,MSC03,MSC02,0.5,co,4060
semantic,mem,MSC03,MSC02,0.5,co,4060
glass,semantic,MSC03,MSC02,0.5499999999999999,co,4060
glass,motor,MSC03,MSC02,0.74,co,4060
glass,mem,MSC03,MSC02,0.575,co,4060
motor,semantic,MSC03,MSC02,0.61,co,4060
motor,glass,MSC03,MSC02,0.51,co,4060
motor,mem,MSC03,MSC02,0.5149999999999999,co,4060
mem,semantic,MSC03,MSC02,0.6950000000000001,co,4060
mem,glass,MSC03,MSC02,0.525,co,4060
mem,motor,MSC03,MSC02,0.8400000000000001,co,4060
semantic,glass,MSC03,MSC04,0.505,co,4060
semantic,motor,MSC03,MSC04,0.5,co,4060
semantic,mem,MSC03,MSC04,0.5,co,4060
glass,semantic,MSC03,MSC04,0.5449999999999999,co,4060
glass,motor,MSC03,MSC04,0.5349999999999999,co,4060
glass,mem,MSC03,MSC04,0.5999999999999999,co,4060
motor,semantic,MSC03,MSC04,0.6049999999999999,co,4060
motor,glass,MSC03,MSC04,0.7100000000000001,co,4060
motor,mem,MSC03,MSC04,0.79,co,4060
mem,semantic,MSC03,MSC04,0.5750000000000001,co,4060
mem,glass,MSC03,MSC04,0.595,co,4060
mem,motor,MSC03,MSC04,0.68,co,4060
semantic,glass,MSC03,MSC05,0.5,co,4060
semantic,motor,MSC03,MSC05,0.5,co,4060
semantic,mem,MSC03,MSC05,0.5399999999999999,co,4060
glass,semantic,MSC03,MSC05,0.5349999999999999,co,4060
glass,motor,MSC03,MSC05,0.61,co,4060
glass,mem,MSC03,MSC05,0.62,co,4060
motor,semantic,MSC03,MSC05,0.7100000000000001,co,4060
motor,glass,MSC03,MSC05,0.845,co,4060
motor,mem,MSC03,MSC05,0.725,co,4060
mem,semantic,MSC03,MSC05,0.76,co,4060
mem,glass,MSC03,MSC05,0.6700000000000002,co,4060
mem,motor,MSC03,MSC05,0.605,co,4060
semantic,glass,MSC03,MSC06,0.5263157894736842,co,4060
semantic,motor,MSC03,MSC06,0.5,co,4060
semantic,mem,MSC03,MSC06,0.5,co,4060
glass,semantic,MSC03,MSC06,0.505,co,4060
glass,motor,MSC03,MSC06,0.545,co,4060
glass,mem,MSC03,MSC06,0.535,co,4060
motor,semantic,MSC03,MSC06,0.5449999999999999,co,4060
motor,glass,MSC03,MSC06,0.4947368421052631,co,4060
motor,mem,MSC03,MSC06,0.48999999999999994,co,4060
mem,semantic,MSC03,MSC06,0.52,co,4060
mem,glass,MSC03,MSC06,0.6157894736842107,co,4060
mem,motor,MSC03,MSC06,0.7849999999999999,co,4060
semantic,glass,MSC03,MSC07,0.5,co,4060
semantic,motor,MSC03,MSC07,0.51,co,4060
semantic,mem,MSC03,MSC07,0.5,co,4060
glass,semantic,MSC03,MSC07,0.5,co,4060
glass,motor,MSC03,MSC07,0.525,co,4060
glass,mem,MSC03,MSC07,0.505,co,4060
motor,semantic,MSC03,MSC07,0.5,co,4060
motor,glass,MSC03,MSC07,0.505,co,4060
motor,mem,MSC03,MSC07,0.59,co,4060
mem,semantic,MSC03,MSC07,0.58,co,4060
mem,glass,MSC03,MSC07,0.575,co,4060
mem,motor,MSC03,MSC07,0.925,co,4060
semantic,glass,MSC03,MSC10,0.5,co,4060
semantic,motor,MSC03,MSC10,0.505,co,4060
semantic,mem,MSC03,MSC10,0.5,co,4060
glass,semantic,MSC03,MSC10,0.5,co,4060
glass,motor,MSC03,MSC10,0.505,co,4060
glass,mem,MSC03,MSC10,0.51,co,4060
motor,semantic,MSC03,MSC10,0.54,co,4060
motor,glass,MSC03,MSC10,0.72,co,4060
motor,mem,MSC03,MSC10,0.63,co,4060
mem,semantic,MSC03,MSC10,0.6399999999999999,co,4060
mem,glass,MSC03,MSC10,0.73,co,4060
mem,motor,MSC03,MSC10,0.75,co,4060
semantic,glass,MSC04,MSC01,0.7649999999999999,co,4060
semantic,motor,MSC04,MSC01,0.5399999999999999,co,4060
semantic,mem,MSC04,MSC01,0.6149999999999999,co,4060
glass,semantic,MSC04,MSC01,0.9200000000000002,co,4060
glass,motor,MSC04,MSC01,0.7899999999999999,co,4060
glass,mem,MSC04,MSC01,0.915,co,4060
motor,semantic,MSC04,MSC01,0.8099999999999999,co,4060
motor,glass,MSC04,MSC01,0.745,co,4060
motor,mem,MSC04,MSC01,0.805,co,4060
mem,semantic,MSC04,MSC01,0.9149999999999998,co,4060
mem,glass,MSC04,MSC01,0.8399999999999999,co,4060
mem,motor,MSC04,MSC01,0.8299999999999998,co,4060
semantic,glass,MSC04,MSC02,0.525,co,4060
semantic,motor,MSC04,MSC02,0.51,co,4060
semantic,mem,MSC04,MSC02,0.6499999999999999,co,4060
glass,semantic,MSC04,MSC02,0.8399999999999999,co,4060
glass,motor,MSC04,MSC02,0.6100000000000001,co,4060
glass,mem,MSC04,MSC02,0.845,co,4060
motor,semantic,MSC04,MSC02,0.645,co,4060
motor,glass,MSC04,MSC02,0.515,co,4060
motor,mem,MSC04,MSC02,0.7049999999999998,co,4060
mem,semantic,MSC04,MSC02,0.75,co,4060
mem,glass,MSC04,MSC02,0.5800000000000001,co,4060
mem,motor,MSC04,MSC02,0.565,co,4060
semantic,glass,MSC04,MSC03,0.6549999999999999,co,4060
semantic,motor,MSC04,MSC03,0.6399999999999999,co,4060
semantic,mem,MSC04,MSC03,0.7,co,4060
glass,semantic,MSC04,MSC03,0.595,co,4060
glass,motor,MSC04,MSC03,0.48999999999999994,co,4060
glass,mem,MSC04,MSC03,0.6100000000000001,co,4060
motor,semantic,MSC04,MSC03,0.575,co,4060
motor,glass,MSC04,MSC03,0.575,co,4060
motor,mem,MSC04,MSC03,0.63,co,4060
mem,semantic,MSC04,MSC03,0.565,co,4060
mem,glass,MSC04,MSC03,0.5849999999999999,co,4060
mem,motor,MSC04,MSC03,0.6049999999999999,co,4060
semantic,glass,MSC04,MSC05,0.5,co,4060
semantic,motor,MSC04,MSC05,0.5499999999999999,co,4060
semantic,mem,MSC04,MSC05,0.5,co,4060
glass,semantic,MSC04,MSC05,0.73,co,4060
glass,motor,MSC04,MSC05,0.6599999999999999,co,4060
glass,mem,MSC04,MSC05,0.8300000000000001,co,4060
motor,semantic,MSC04,MSC05,0.6700000000000002,co,4060
motor,glass,MSC04,MSC05,0.565,co,4060
motor,mem,MSC04,MSC05,0.71,co,4060
mem,semantic,MSC04,MSC05,0.6599999999999999,co,4060
mem,glass,MSC04,MSC05,0.6100000000000001,co,4060
mem,motor,MSC04,MSC05,0.505,co,4060
semantic,glass,MSC04,MSC06,0.5263157894736842,co,4060
semantic,motor,MSC04,MSC06,0.5449999999999999,co,4060
semantic,mem,MSC04,MSC06,0.51,co,4060
glass,semantic,MSC04,MSC06,0.5549999999999999,co,4060
glass,motor,MSC04,MSC06,0.645,co,4060
glass,mem,MSC04,MSC06,0.735,co,4060
motor,semantic,MSC04,MSC06,0.5900000000000001,co,4060
motor,glass,MSC04,MSC06,0.5684210526315789,co,4060
motor,mem,MSC04,MSC06,0.6600000000000001,co,4060
mem,semantic,MSC04,MSC06,0.605,co,4060
mem,glass,MSC04,MSC06,0.6421052631578947,co,4060
mem,motor,MSC04,MSC06,0.6,co,4060
semantic,glass,MSC04,MSC07,0.885,co,4060
semantic,motor,MSC04,MSC07,0.585,co,4060
semantic,mem,MSC04,MSC07,0.73,co,4060
glass,semantic,MSC04,MSC07,0.86,co,4060
glass,motor,MSC04,MSC07,0.6300000000000001,co,4060
glass,mem,MSC04,MSC07,0.6950000000000001,co,4060
motor,semantic,MSC04,MSC07,0.795,co,4060
motor,glass,MSC04,MSC07,0.7999999999999999,co,4060
motor,mem,MSC04,MSC07,0.7899999999999999,co,4060
mem,semantic,MSC04,MSC07,0.875,co,4060
mem,glass,MSC04,MSC07,0.8800000000000001,co,4060
mem,motor,MSC04,MSC07,0.6700000000000002,co,4060
semantic,glass,MSC04,MSC10,0.625,co,4060
semantic,motor,MSC04,MSC10,0.505,co,4060
semantic,mem,MSC04,MSC10,0.7050000000000001,co,4060
glass,semantic,MSC04,MSC10,0.675,co,4060
glass,motor,MSC04,MSC10,0.735,co,4060
glass,mem,MSC04,MSC10,0.6900000000000001,co,4060
motor,semantic,MSC04,MSC10,0.7150000000000001,co,4060
motor,glass,MSC04,MSC10,0.7849999999999999,co,4060
motor,mem,MSC04,MSC10,0.74,co,4060
mem,semantic,MSC04,MSC10,0.8299999999999998,co,4060
mem,glass,MSC04,MSC10,0.75,co,4060
mem,motor,MSC04,MSC10,0.7749999999999999,co,4060
semantic,glass,MSC05,MSC01,0.63,co,4060
semantic,motor,MSC05,MSC01,0.75,co,4060
semantic,mem,MSC05,MSC01,0.7150000000000001,co,4060
glass,semantic,MSC05,MSC01,0.4600000000000001,co,4060
glass,motor,MSC05,MSC01,0.59,co,4060
glass,mem,MSC05,MSC01,0.505,co,4060
motor,semantic,MSC05,MSC01,0.655,co,4060
motor,glass,MSC05,MSC01,0.6450000000000001,co,4060
motor,mem,MSC05,MSC01,0.745,co,4060
mem,semantic,MSC05,MSC01,0.5399999999999999,co,4060
mem,glass,MSC05,MSC01,0.5399999999999999,co,4060
mem,motor,MSC05,MSC01,0.53,co,4060
semantic,glass,MSC05,MSC02,0.585,co,4060
semantic,motor,MSC05,MSC02,0.5999999999999999,co,4060
semantic,mem,MSC05,MSC02,0.59,co,4060
glass,semantic,MSC05,MSC02,0.525,co,4060
glass,motor,MSC05,MSC02,0.5499999999999999,co,4060
glass,mem,MSC05,MSC02,0.5499999999999999,co,4060
motor,semantic,MSC05,MSC02,0.48500000000000004,co,4060
motor,glass,MSC05,MSC02,0.425,co,4060
motor,mem,MSC05,MSC02,0.525,co,4060
mem,semantic,MSC05,MSC02,0.5499999999999999,co,4060
mem,glass,MSC05,MSC02,0.5499999999999999,co,4060
mem,motor,MSC05,MSC02,0.5499999999999999,co,4060
semantic,glass,MSC05,MSC03,0.64,co,4060
semantic,motor,MSC05,MSC03,0.645,co,4060
semantic,mem,MSC05,MSC03,0.6249999999999999,co,4060
glass,semantic,MSC05,MSC03,0.5799999999999998,co,4060
glass,motor,MSC05,MSC03,0.685,co,4060
glass,mem,MSC05,MSC03,0.58,co,4060
motor,semantic,MSC05,MSC03,0.5650000000000001,co,4060
motor,glass,MSC05,MSC03,0.6650000000000001,co,4060
motor,mem,MSC05,MSC03,0.62,co,4060
mem,semantic,MSC05,MSC03,0.5549999999999999,co,4060
mem,glass,MSC05,MSC03,0.5349999999999999,co,4060
mem,motor,MSC05,MSC03,0.5549999999999999,co,4060
semantic,glass,MSC05,MSC04,0.5199999999999999,co,4060
semantic,motor,MSC05,MSC04,0.66,co,4060
semantic,mem,MSC05,MSC04,0.58,co,4060
glass,semantic,MSC05,MSC04,0.38499999999999995,co,4060
glass,motor,MSC05,MSC04,0.595,co,4060
glass,mem,MSC05,MSC04,0.44000000000000006,co,4060
motor,semantic,MSC05,MSC04,0.45000000000000007,co,4060
motor,glass,MSC05,MSC04,0.505,co,4060
motor,mem,MSC05,MSC04,0.5349999999999999,co,4060
mem,semantic,MSC05,MSC04,0.5499999999999999,co,4060
mem,glass,MSC05,MSC04,0.5,co,4060
mem,motor,MSC05,MSC04,0.5499999999999999,co,4060
semantic,glass,MSC05,MSC06,0.4473684210526315,co,4060
semantic,motor,MSC05,MSC06,0.6199999999999999,co,4060
semantic,mem,MSC05,MSC06,0.7100000000000001,co,4060
glass,semantic,MSC05,MSC06,0.35,co,4060
glass,motor,MSC05,MSC06,0.505,co,4060
glass,mem,MSC05,MSC06,0.575,co,4060
motor,semantic,MSC05,MSC06,0.35500000000000004,co,4060
motor,glass,MSC05,MSC06,0.22631578947368416,co,4060
motor,mem,MSC05,MSC06,0.49000000000000005,co,4060
mem,semantic,MSC05,MSC06,0.4800000000000001,co,4060
mem,glass,MSC05,MSC06,0.43157894736842106,co,4060
mem,motor,MSC05,MSC06,0.52,co,4060
semantic,glass,MSC05,MSC07,0.5549999999999999,co,4060
semantic,motor,MSC05,MSC07,0.805,co,4060
semantic,mem,MSC05,MSC07,0.66,co,4060
glass,semantic,MSC05,MSC07,0.485,co,4060
glass,motor,MSC05,MSC07,0.655,co,4060
glass,mem,MSC05,MSC07,0.53,co,4060
motor,semantic,MSC05,MSC07,0.62,co,4060
motor,glass,MSC05,MSC07,0.5899999999999999,co,4060
motor,mem,MSC05,MSC07,0.7000000000000001,co,4060
mem,semantic,MSC05,MSC07,0.5999999999999999,co,4060
mem,glass,MSC05,MSC07,0.6450000000000001,co,4060
mem,motor,MSC05,MSC07,0.6500000000000001,co,4060
semantic,glass,MSC05,MSC10,0.5650000000000001,co,4060
semantic,motor,MSC05,MSC10,0.6850000000000002,co,4060
semantic,mem,MSC05,MSC10,0.73,co,4060
glass,semantic,MSC05,MSC10,0.35,co,4060
glass,motor,MSC05,MSC10,0.51,co,4060
glass,mem,MSC05,MSC10,0.5549999999999999,co,4060
motor,semantic,MSC05,MSC10,0.31499999999999995,co,4060
motor,glass,MSC05,MSC10,0.31999999999999995,co,4060
motor,mem,MSC05,MSC10,0.5499999999999999,co,4060
mem,semantic,MSC05,MSC10,0.4600000000000001,co,4060
mem,glass,MSC05,MSC10,0.42000000000000004,co,4060
mem,motor,MSC05,MSC10,0.51,co,4060
semantic,glass,MSC06,MSC01,0.635,co,4060
semantic,motor,MSC06,MSC01,0.5549999999999999,co,4060
semantic,mem,MSC06,MSC01,0.5700000000000001,co,4060
glass,semantic,MSC06,MSC01,0.6055555555555555,co,4060
glass,motor,MSC06,MSC01,0.5277777777777778,co,4060
glass,mem,MSC06,MSC01,0.5611111111111111,co,4060
motor,semantic,MSC06,MSC01,0.795,co,4060
motor,glass,MSC06,MSC01,0.6749999999999999,co,4060
motor,mem,MSC06,MSC01,0.7499999999999999,co,4060
mem,semantic,MSC06,MSC01,0.9100000000000001,co,4060
mem,glass,MSC06,MSC01,0.8399999999999999,co,4060
mem,motor,MSC06,MSC01,0.8800000000000001,co,4060
semantic,glass,MSC06,MSC02,0.6700000000000002,co,4060
semantic,motor,MSC06,MSC02,0.675,co,4060
semantic,mem,MSC06,MSC02,0.7649999999999999,co,4060
glass,semantic,MSC06,MSC02,0.7277777777777779,co,4060
glass,motor,MSC06,MSC02,0.5555555555555555,co,4060
glass,mem,MSC06,MSC02,0.7888888888888889,co,4060
motor,semantic,MSC06,MSC02,0.72,co,4060
motor,glass,MSC06,MSC02,0.63,co,4060
motor,mem,MSC06,MSC02,0.7349999999999999,co,4060
mem,semantic,MSC06,MSC02,0.6950000000000001,co,4060
mem,glass,MSC06,MSC02,0.7200000000000001,co,4060
mem,motor,MSC06,MSC02,0.6700000000000002,co,4060
semantic,glass,MSC06,MSC03,0.505,co,4060
semantic,motor,MSC06,MSC03,0.425,co,4060
semantic,mem,MSC06,MSC03,0.425,co,4060
glass,semantic,MSC06,MSC03,0.6666666666666665,co,4060
glass,motor,MSC06,MSC03,0.33333333333333326,co,4060
glass,mem,MSC06,MSC03,0.4833333333333334,co,4060
motor,semantic,MSC06,MSC03,0.605,co,4060
motor,glass,MSC06,MSC03,0.5800000000000001,co,4060
motor,mem,MSC06,MSC03,0.625,co,4060
mem,semantic,MSC06,MSC03,0.615,co,4060
mem,glass,MSC06,MSC03,0.615,co,4060
mem,motor,MSC06,MSC03,0.525,co,4060
semantic,glass,MSC06,MSC04,0.58,co,4060
semantic,motor,MSC06,MSC04,0.6249999999999999,co,4060
semantic,mem,MSC06,MSC04,0.59,co,4060
glass,semantic,MSC06,MSC04,0.6055555555555555,co,4060
glass,motor,MSC06,MSC04,0.5166666666666666,co,4060
glass,mem,MSC06,MSC04,0.5555555555555556,co,4060
motor,semantic,MSC06,MSC04,0.625,co,4060
motor,glass,MSC06,MSC04,0.6599999999999999,co,4060
motor,mem,MSC06,MSC04,0.65,co,4060
mem,semantic,MSC06,MSC04,0.7899999999999998,co,4060
mem,glass,MSC06,MSC04,0.76,co,4060
mem,motor,MSC06,MSC04,0.6950000000000001,co,4060
semantic,glass,MSC06,MSC05,0.5599999999999999,co,4060
semantic,motor,MSC06,MSC05,0.5,co,4060
semantic,mem,MSC06,MSC05,0.74,co,4060
glass,semantic,MSC06,MSC05,0.6666666666666667,co,4060
glass,motor,MSC06,MSC05,0.5777777777777778,co,4060
glass,mem,MSC06,MSC05,0.8166666666666667,co,4060
motor,semantic,MSC06,MSC05,0.685,co,4060
motor,glass,MSC06,MSC05,0.66,co,4060
motor,mem,MSC06,MSC05,0.7999999999999998,co,4060
mem,semantic,MSC06,MSC05,0.89,co,4060
mem,glass,MSC06,MSC05,0.74,co,4060
mem,motor,MSC06,MSC05,0.5999999999999999,co,4060
semantic,glass,MSC06,MSC07,0.68,co,4060
semantic,motor,MSC06,MSC07,0.53,co,4060
semantic,mem,MSC06,MSC07,0.72,co,4060
glass,semantic,MSC06,MSC07,0.711111111111111,co,4060
glass,motor,MSC06,MSC07,0.3888888888888889,co,4060
glass,mem,MSC06,MSC07,0.5944444444444444,co,4060
motor,semantic,MSC06,MSC07,0.775,co,4060
motor,glass,MSC06,MSC07,0.775,co,4060
motor,mem,MSC06,MSC07,0.8299999999999998,co,4060
mem,semantic,MSC06,MSC07,0.845,co,4060
mem,glass,MSC06,MSC07,0.775,co,4060
mem,motor,MSC06,MSC07,0.7599999999999999,co,4060
semantic,glass,MSC06,MSC10,0.44000000000000006,co,4060
semantic,motor,MSC06,MSC10,0.39,co,4060
semantic,mem,MSC06,MSC10,0.53,co,4060
glass,semantic,MSC06,MSC10,0.6777777777777777,co,4060
glass,motor,MSC06,MSC10,0.4444444444444444,co,4060
glass,mem,MSC06,MSC10,0.7055555555555556,co,4060
motor,semantic,MSC06,MSC10,0.5849999999999999,co,4060
motor,glass,MSC06,MSC10,0.625,co,4060
motor,mem,MSC06,MSC10,0.7150000000000001,co,4060
mem,semantic,MSC06,MSC10,0.42000000000000004,co,4060
mem,glass,MSC06,MSC10,0.41,co,4060
mem,motor,MSC06,MSC10,0.5,co,4060
semantic,glass,MSC07,MSC01,0.74,co,4060
semantic,motor,MSC07,MSC01,0.7100000000000001,co,4060
semantic,mem,MSC07,MSC01,0.76,co,4060
glass,semantic,MSC07,MSC01,0.95,co,4060
glass,motor,MSC07,MSC01,0.865,co,4060
glass,mem,MSC07,MSC01,0.905,co,4060
motor,semantic,MSC07,MSC01,0.58,co,4060
motor,glass,MSC07,MSC01,0.58,co,4060
motor,mem,MSC07,MSC01,0.58,co,4060
mem,semantic,MSC07,MSC01,0.6,co,4060
mem,glass,MSC07,MSC01,0.6,co,4060
mem,motor,MSC07,MSC01,0.6,co,4060
semantic,glass,MSC07,MSC02,0.5,co,4060
semantic,motor,MSC07,MSC02,0.5,co,4060
semantic,mem,MSC07,MSC02,0.6400000000000001,co,4060
