train_task,test_task,train_sub,test_sub,acc,network,feature
semantic,mem,MSC04,MSC03,0.5599999999999999,default,10824
glass,semantic,MSC04,MSC03,0.7000000000000001,default,10824
glass,motor,MSC04,MSC03,0.845,default,10824
glass,mem,MSC04,MSC03,0.8549999999999999,default,10824
motor,semantic,MSC04,MSC03,0.53,default,10824
motor,glass,MSC04,MSC03,0.65,default,10824
motor,mem,MSC04,MSC03,0.73,default,10824
mem,semantic,MSC04,MSC03,0.64,default,10824
mem,glass,MSC04,MSC03,0.43999999999999995,default,10824
mem,motor,MSC04,MSC03,0.685,default,10824
semantic,glass,MSC04,MSC05,0.5,default,10824
semantic,motor,MSC04,MSC05,0.5,default,10824
semantic,mem,MSC04,MSC05,0.5,default,10824
glass,semantic,MSC04,MSC05,0.7150000000000001,default,10824
glass,motor,MSC04,MSC05,0.82,default,10824
glass,mem,MSC04,MSC05,0.835,default,10824
motor,semantic,MSC04,MSC05,0.64,default,10824
motor,glass,MSC04,MSC05,0.51,default,10824
motor,mem,MSC04,MSC05,0.6599999999999999,default,10824
mem,semantic,MSC04,MSC05,0.5900000000000001,default,10824
mem,glass,MSC04,MSC05,0.5,default,10824
mem,motor,MSC04,MSC05,0.595,default,10824
semantic,glass,MSC04,MSC06,0.5526315789473684,default,10824
semantic,motor,MSC04,MSC06,0.51,default,10824
semantic,mem,MSC04,MSC06,0.5449999999999999,default,10824
glass,semantic,MSC04,MSC06,0.915,default,10824
glass,motor,MSC04,MSC06,0.8249999999999998,default,10824
glass,mem,MSC04,MSC06,0.97,default,10824
motor,semantic,MSC04,MSC06,0.7899999999999999,default,10824
motor,glass,MSC04,MSC06,0.6263157894736843,default,10824
motor,mem,MSC04,MSC06,0.65,default,10824
mem,semantic,MSC04,MSC06,0.7499999999999999,default,10824
mem,glass,MSC04,MSC06,0.7105263157894737,default,10824
mem,motor,MSC04,MSC06,0.745,default,10824
semantic,glass,MSC04,MSC07,0.675,default,10824
semantic,motor,MSC04,MSC07,0.53,default,10824
semantic,mem,MSC04,MSC07,0.6500000000000001,default,10824
glass,semantic,MSC04,MSC07,0.73,default,10824
glass,motor,MSC04,MSC07,0.7799999999999999,default,10824
glass,mem,MSC04,MSC07,0.71,default,10824
motor,semantic,MSC04,MSC07,0.6400000000000001,default,10824
motor,glass,MSC04,MSC07,0.5999999999999999,default,10824
motor,mem,MSC04,MSC07,0.5499999999999999,default,10824
mem,semantic,MSC04,MSC07,0.7300000000000001,default,10824
mem,glass,MSC04,MSC07,0.7249999999999999,default,10824
mem,motor,MSC04,MSC07,0.725,default,10824
semantic,glass,MSC04,MSC10,0.5599999999999999,default,10824
semantic,motor,MSC04,MSC10,0.5,default,10824
semantic,mem,MSC04,MSC10,0.53,default,10824
glass,semantic,MSC04,MSC10,0.82,default,10824
glass,motor,MSC04,MSC10,0.78,default,10824
glass,mem,MSC04,MSC10,0.71,default,10824
motor,semantic,MSC04,MSC10,0.6199999999999999,default,10824
motor,glass,MSC04,MSC10,0.675,default,10824
motor,mem,MSC04,MSC10,0.675,default,10824
mem,semantic,MSC04,MSC10,0.8550000000000001,default,10824
mem,glass,MSC04,MSC10,0.8699999999999999,default,10824
mem,motor,MSC04,MSC10,0.735,default,10824
semantic,glass,MSC05,MSC01,0.58,default,10824
semantic,motor,MSC05,MSC01,0.6100000000000001,default,10824
semantic,mem,MSC05,MSC01,0.5399999999999999,default,10824
glass,semantic,MSC05,MSC01,0.5,default,10824
glass,motor,MSC05,MSC01,0.5449999999999999,default,10824
glass,mem,MSC05,MSC01,0.5,default,10824
motor,semantic,MSC05,MSC01,0.5,default,10824
motor,glass,MSC05,MSC01,0.5499999999999999,default,10824
motor,mem,MSC05,MSC01,0.5,default,10824
mem,semantic,MSC05,MSC01,0.5349999999999999,default,10824
mem,glass,MSC05,MSC01,0.595,default,10824
mem,motor,MSC05,MSC01,0.595,default,10824
semantic,glass,MSC05,MSC02,0.5999999999999999,default,10824
semantic,motor,MSC05,MSC02,0.59,default,10824
semantic,mem,MSC05,MSC02,0.5,default,10824
glass,semantic,MSC05,MSC02,0.55,default,10824
glass,motor,MSC05,MSC02,0.82,default,10824
glass,mem,MSC05,MSC02,0.5,default,10824
motor,semantic,MSC05,MSC02,0.57,default,10824
motor,glass,MSC05,MSC02,0.595,default,10824
motor,mem,MSC05,MSC02,0.51,default,10824
mem,semantic,MSC05,MSC02,0.6900000000000001,default,10824
mem,glass,MSC05,MSC02,0.6099999999999999,default,10824
mem,motor,MSC05,MSC02,0.63,default,10824
semantic,glass,MSC05,MSC03,0.595,default,10824
semantic,motor,MSC05,MSC03,0.7000000000000001,default,10824
semantic,mem,MSC05,MSC03,0.5449999999999999,default,10824
glass,semantic,MSC05,MSC03,0.595,default,10824
glass,motor,MSC05,MSC03,0.5599999999999999,default,10824
glass,mem,MSC05,MSC03,0.5,default,10824
motor,semantic,MSC05,MSC03,0.505,default,10824
motor,glass,MSC05,MSC03,0.715,default,10824
motor,mem,MSC05,MSC03,0.5,default,10824
mem,semantic,MSC05,MSC03,0.57,default,10824
mem,glass,MSC05,MSC03,0.7699999999999999,default,10824
mem,motor,MSC05,MSC03,0.6950000000000001,default,10824
semantic,glass,MSC05,MSC04,0.5499999999999999,default,10824
semantic,motor,MSC05,MSC04,0.53,default,10824
semantic,mem,MSC05,MSC04,0.5,default,10824
glass,semantic,MSC05,MSC04,0.58,default,10824
glass,motor,MSC05,MSC04,0.59,default,10824
glass,mem,MSC05,MSC04,0.5,default,10824
motor,semantic,MSC05,MSC04,0.5449999999999999,default,10824
motor,glass,MSC05,MSC04,0.6049999999999999,default,10824
motor,mem,MSC05,MSC04,0.5,default,10824
mem,semantic,MSC05,MSC04,0.56,default,10824
mem,glass,MSC05,MSC04,0.73,default,10824
mem,motor,MSC05,MSC04,0.655,default,10824
semantic,glass,MSC05,MSC06,0.5684210526315789,default,10824
semantic,motor,MSC05,MSC06,0.5399999999999999,default,10824
semantic,mem,MSC05,MSC06,0.5,default,10824
glass,semantic,MSC05,MSC06,0.6599999999999999,default,10824
glass,motor,MSC05,MSC06,0.6450000000000001,default,10824
glass,mem,MSC05,MSC06,0.57,default,10824
motor,semantic,MSC05,MSC06,0.65,default,10824
motor,glass,MSC05,MSC06,0.6315789473684211,default,10824
motor,mem,MSC05,MSC06,0.6399999999999999,default,10824
mem,semantic,MSC05,MSC06,0.74,default,10824
mem,glass,MSC05,MSC06,0.6526315789473685,default,10824
mem,motor,MSC05,MSC06,0.6900000000000001,default,10824
semantic,glass,MSC05,MSC07,0.5999999999999999,default,10824
semantic,motor,MSC05,MSC07,0.635,default,10824
semantic,mem,MSC05,MSC07,0.575,default,10824
glass,semantic,MSC05,MSC07,0.5499999999999999,default,10824
glass,motor,MSC05,MSC07,0.5,default,10824
glass,mem,MSC05,MSC07,0.5149999999999999,default,10824
motor,semantic,MSC05,MSC07,0.53,default,10824
motor,glass,MSC05,MSC07,0.5849999999999999,default,10824
motor,mem,MSC05,MSC07,0.5899999999999999,default,10824
mem,semantic,MSC05,MSC07,0.6099999999999999,default,10824
mem,glass,MSC05,MSC07,0.6850000000000002,default,10824
mem,motor,MSC05,MSC07,0.565,default,10824
semantic,glass,MSC05,MSC10,0.5,default,10824
semantic,motor,MSC05,MSC10,0.5,default,10824
semantic,mem,MSC05,MSC10,0.5,default,10824
glass,semantic,MSC05,MSC10,0.5,default,10824
glass,motor,MSC05,MSC10,0.5,default,10824
glass,mem,MSC05,MSC10,0.5,default,10824
motor,semantic,MSC05,MSC10,0.505,default,10824
motor,glass,MSC05,MSC10,0.5,default,10824
motor,mem,MSC05,MSC10,0.5,default,10824
mem,semantic,MSC05,MSC10,0.6049999999999999,default,10824
mem,glass,MSC05,MSC10,0.5999999999999999,default,10824
mem,motor,MSC05,MSC10,0.5149999999999999,default,10824
semantic,glass,MSC06,MSC01,0.5,default,10824
semantic,motor,MSC06,MSC01,0.56,default,10824
semantic,mem,MSC06,MSC01,0.505,default,10824
glass,semantic,MSC06,MSC01,0.5555555555555556,default,10824
glass,motor,MSC06,MSC01,0.5388888888888889,default,10824
glass,mem,MSC06,MSC01,0.6166666666666667,default,10824
motor,semantic,MSC06,MSC01,0.865,default,10824
motor,glass,MSC06,MSC01,0.8550000000000001,default,10824
motor,mem,MSC06,MSC01,0.865,default,10824
mem,semantic,MSC06,MSC01,0.8400000000000001,default,10824
mem,glass,MSC06,MSC01,0.77,default,10824
mem,motor,MSC06,MSC01,0.8550000000000001,default,10824
semantic,glass,MSC06,MSC02,0.5249999999999999,default,10824
semantic,motor,MSC06,MSC02,0.5,default,10824
semantic,mem,MSC06,MSC02,0.5,default,10824
glass,semantic,MSC06,MSC02,0.5333333333333332,default,10824
glass,motor,MSC06,MSC02,0.5,default,10824
glass,mem,MSC06,MSC02,0.5111111111111111,default,10824
motor,semantic,MSC06,MSC02,0.525,default,10824
motor,glass,MSC06,MSC02,0.425,default,10824
motor,mem,MSC06,MSC02,0.49000000000000005,default,10824
mem,semantic,MSC06,MSC02,0.735,default,10824
mem,glass,MSC06,MSC02,0.615,default,10824
mem,motor,MSC06,MSC02,0.5449999999999999,default,10824
semantic,glass,MSC06,MSC03,0.41500000000000004,default,10824
semantic,motor,MSC06,MSC03,0.375,default,10824
semantic,mem,MSC06,MSC03,0.41000000000000003,default,10824
glass,semantic,MSC06,MSC03,0.5222222222222223,default,10824
glass,motor,MSC06,MSC03,0.5444444444444444,default,10824
glass,mem,MSC06,MSC03,0.5888888888888889,default,10824
motor,semantic,MSC06,MSC03,0.47000000000000003,default,10824
motor,glass,MSC06,MSC03,0.525,default,10824
motor,mem,MSC06,MSC03,0.5499999999999999,default,10824
mem,semantic,MSC06,MSC03,0.655,default,10824
mem,glass,MSC06,MSC03,0.5249999999999999,default,10824
mem,motor,MSC06,MSC03,0.59,default,10824
semantic,glass,MSC06,MSC04,0.71,default,10824
semantic,motor,MSC06,MSC04,0.615,default,10824
semantic,mem,MSC06,MSC04,0.5499999999999999,default,10824
glass,semantic,MSC06,MSC04,0.6111111111111112,default,10824
glass,motor,MSC06,MSC04,0.5944444444444444,default,10824
glass,mem,MSC06,MSC04,0.6388888888888888,default,10824
motor,semantic,MSC06,MSC04,0.565,default,10824
motor,glass,MSC06,MSC04,0.585,default,10824
motor,mem,MSC06,MSC04,0.59,default,10824
mem,semantic,MSC06,MSC04,0.8399999999999999,default,10824
mem,glass,MSC06,MSC04,0.945,default,10824
mem,motor,MSC06,MSC04,0.8049999999999999,default,10824
semantic,glass,MSC06,MSC05,0.625,default,10824
semantic,motor,MSC06,MSC05,0.635,default,10824
semantic,mem,MSC06,MSC05,0.685,default,10824
glass,semantic,MSC06,MSC05,0.6222222222222222,default,10824
glass,motor,MSC06,MSC05,0.7555555555555555,default,10824
glass,mem,MSC06,MSC05,0.7444444444444444,default,10824
motor,semantic,MSC06,MSC05,0.8850000000000001,default,10824
motor,glass,MSC06,MSC05,0.775,default,10824
motor,mem,MSC06,MSC05,0.95,default,10824
mem,semantic,MSC06,MSC05,0.7999999999999999,default,10824
mem,glass,MSC06,MSC05,0.6100000000000001,default,10824
mem,motor,MSC06,MSC05,0.8599999999999998,default,10824
semantic,glass,MSC06,MSC07,0.565,default,10824
semantic,motor,MSC06,MSC07,0.555,default,10824
semantic,mem,MSC06,MSC07,0.525,default,10824
glass,semantic,MSC06,MSC07,0.5666666666666667,default,10824
glass,motor,MSC06,MSC07,0.6888888888888888,default,10824
glass,mem,MSC06,MSC07,0.5666666666666667,default,10824
motor,semantic,MSC06,MSC07,0.595,default,10824
motor,glass,MSC06,MSC07,0.59,default,10824
motor,mem,MSC06,MSC07,0.595,default,10824
mem,semantic,MSC06,MSC07,0.8400000000000001,default,10824
mem,glass,MSC06,MSC07,0.7649999999999999,default,10824
mem,motor,MSC06,MSC07,0.7649999999999999,default,10824
semantic,glass,MSC06,MSC10,0.615,default,10824
semantic,motor,MSC06,MSC10,0.5149999999999999,default,10824
semantic,mem,MSC06,MSC10,0.5499999999999999,default,10824
glass,semantic,MSC06,MSC10,0.6888888888888889,default,10824
glass,motor,MSC06,MSC10,0.672222222222222,default,10824
glass,mem,MSC06,MSC10,0.672222222222222,default,10824
motor,semantic,MSC06,MSC10,0.65,default,10824
motor,glass,MSC06,MSC10,0.6950000000000001,default,10824
motor,mem,MSC06,MSC10,0.71,default,10824
mem,semantic,MSC06,MSC10,0.8400000000000001,default,10824
mem,glass,MSC06,MSC10,0.8299999999999998,default,10824
mem,motor,MSC06,MSC10,0.7499999999999999,default,10824
semantic,glass,MSC07,MSC01,0.5349999999999999,default,10824
semantic,motor,MSC07,MSC01,0.52,default,10824
semantic,mem,MSC07,MSC01,0.52,default,10824
glass,semantic,MSC07,MSC01,0.7300000000000001,default,10824
glass,motor,MSC07,MSC01,0.565,default,10824
glass,mem,MSC07,MSC01,0.62,default,10824
motor,semantic,MSC07,MSC01,0.85,default,10824
motor,glass,MSC07,MSC01,0.8600000000000001,default,10824
motor,mem,MSC07,MSC01,0.85,default,10824
mem,semantic,MSC07,MSC01,0.89,default,10824
mem,glass,MSC07,MSC01,0.825,default,10824
mem,motor,MSC07,MSC01,0.8799999999999999,default,10824
semantic,glass,MSC07,MSC02,0.505,default,10824
semantic,motor,MSC07,MSC02,0.5,default,10824
semantic,mem,MSC07,MSC02,0.5,default,10824
glass,semantic,MSC07,MSC02,0.57,default,10824
glass,motor,MSC07,MSC02,0.5,default,10824
glass,mem,MSC07,MSC02,0.5,default,10824
motor,semantic,MSC07,MSC02,0.745,default,10824
motor,glass,MSC07,MSC02,0.685,default,10824
motor,mem,MSC07,MSC02,0.7849999999999999,default,10824
mem,semantic,MSC07,MSC02,0.7649999999999999,default,10824
mem,glass,MSC07,MSC02,0.615,default,10824
mem,motor,MSC07,MSC02,0.565,default,10824
semantic,glass,MSC07,MSC03,0.5,default,10824
semantic,motor,MSC07,MSC03,0.5,default,10824
semantic,mem,MSC07,MSC03,0.54,default,10824
glass,semantic,MSC07,MSC03,0.57,default,10824
glass,motor,MSC07,MSC03,0.5399999999999999,default,10824
glass,mem,MSC07,MSC03,0.57,default,10824
motor,semantic,MSC07,MSC03,0.5549999999999999,default,10824
motor,glass,MSC07,MSC03,0.5399999999999999,default,10824
motor,mem,MSC07,MSC03,0.72,default,10824
mem,semantic,MSC07,MSC03,0.5149999999999999,default,10824
mem,glass,MSC07,MSC03,0.5900000000000001,default,10824
mem,motor,MSC07,MSC03,0.66,default,10824
semantic,glass,MSC07,MSC04,0.5499999999999999,default,10824
semantic,motor,MSC07,MSC04,0.5,default,10824
semantic,mem,MSC07,MSC04,0.515,default,10824
glass,semantic,MSC07,MSC04,0.6,default,10824
glass,motor,MSC07,MSC04,0.5549999999999999,default,10824
glass,mem,MSC07,MSC04,0.5399999999999999,default,10824
motor,semantic,MSC07,MSC04,0.5850000000000001,default,10824
motor,glass,MSC07,MSC04,0.6599999999999999,default,10824
motor,mem,MSC07,MSC04,0.725,default,10824
mem,semantic,MSC07,MSC04,0.76,default,10824
mem,glass,MSC07,MSC04,0.7649999999999999,default,10824
mem,motor,MSC07,MSC04,0.755,default,10824
semantic,glass,MSC07,MSC05,0.5,default,10824
semantic,motor,MSC07,MSC05,0.5,default,10824
semantic,mem,MSC07,MSC05,0.5,default,10824
glass,semantic,MSC07,MSC05,0.54,default,10824
glass,motor,MSC07,MSC05,0.505,default,10824
glass,mem,MSC07,MSC05,0.525,default,10824
motor,semantic,MSC07,MSC05,0.6950000000000001,default,10824
motor,glass,MSC07,MSC05,0.5999999999999999,default,10824
motor,mem,MSC07,MSC05,0.705,default,10824
mem,semantic,MSC07,MSC05,0.915,default,10824
mem,glass,MSC07,MSC05,0.7450000000000001,default,10824
mem,motor,MSC07,MSC05,0.8400000000000001,default,10824
semantic,glass,MSC07,MSC06,0.5263157894736842,default,10824
semantic,motor,MSC07,MSC06,0.5199999999999999,default,10824
semantic,mem,MSC07,MSC06,0.5,default,10824
glass,semantic,MSC07,MSC06,0.5,default,10824
glass,motor,MSC07,MSC06,0.505,default,10824
glass,mem,MSC07,MSC06,0.5,default,10824
motor,semantic,MSC07,MSC06,0.75,default,10824
motor,glass,MSC07,MSC06,0.6473684210526317,default,10824
motor,mem,MSC07,MSC06,0.7349999999999999,default,10824
mem,semantic,MSC07,MSC06,0.635,default,10824
mem,glass,MSC07,MSC06,0.6894736842105263,default,10824
mem,motor,MSC07,MSC06,0.8450000000000001,default,10824
semantic,glass,MSC07,MSC10,0.5,default,10824
semantic,motor,MSC07,MSC10,0.5,default,10824
semantic,mem,MSC07,MSC10,0.5,default,10824
glass,semantic,MSC07,MSC10,0.5799999999999998,default,10824
glass,motor,MSC07,MSC10,0.5,default,10824
glass,mem,MSC07,MSC10,0.5,default,10824
motor,semantic,MSC07,MSC10,0.8850000000000001,default,10824
motor,glass,MSC07,MSC10,0.86,default,10824
motor,mem,MSC07,MSC10,0.925,default,10824
mem,semantic,MSC07,MSC10,0.825,default,10824
mem,glass,MSC07,MSC10,0.7350000000000001,default,10824
mem,motor,MSC07,MSC10,0.5700000000000001,default,10824
semantic,glass,MSC10,MSC01,0.86,default,10824
semantic,motor,MSC10,MSC01,0.725,default,10824
semantic,mem,MSC10,MSC01,0.9400000000000001,default,10824
glass,semantic,MSC10,MSC01,0.875,default,10824
glass,motor,MSC10,MSC01,0.9,default,10824
glass,mem,MSC10,MSC01,0.9,default,10824
motor,semantic,MSC10,MSC01,0.8149999999999998,default,10824
motor,glass,MSC10,MSC01,0.8,default,10824
motor,mem,MSC10,MSC01,0.835,default,10824
mem,semantic,MSC10,MSC01,0.8099999999999999,default,10824
mem,glass,MSC10,MSC01,0.76,default,10824
mem,motor,MSC10,MSC01,0.825,default,10824
semantic,glass,MSC10,MSC02,0.595,default,10824
semantic,motor,MSC10,MSC02,0.515,default,10824
semantic,mem,MSC10,MSC02,0.655,default,10824
glass,semantic,MSC10,MSC02,0.6500000000000001,default,10824
glass,motor,MSC10,MSC02,0.5799999999999998,default,10824
glass,mem,MSC10,MSC02,0.8149999999999998,default,10824
motor,semantic,MSC10,MSC02,0.62,default,10824
motor,glass,MSC10,MSC02,0.775,default,10824
motor,mem,MSC10,MSC02,0.755,default,10824
mem,semantic,MSC10,MSC02,0.43499999999999994,default,10824
mem,glass,MSC10,MSC02,0.5649999999999998,default,10824
mem,motor,MSC10,MSC02,0.51,default,10824
semantic,glass,MSC10,MSC03,0.53,default,10824
semantic,motor,MSC10,MSC03,0.655,default,10824
semantic,mem,MSC10,MSC03,0.8949999999999999,default,10824
glass,semantic,MSC10,MSC03,0.63,default,10824
glass,motor,MSC10,MSC03,0.85,default,10824
glass,mem,MSC10,MSC03,0.925,default,10824
motor,semantic,MSC10,MSC03,0.635,default,10824
motor,glass,MSC10,MSC03,0.74,default,10824
motor,mem,MSC10,MSC03,0.905,default,10824
mem,semantic,MSC10,MSC03,0.685,default,10824
mem,glass,MSC10,MSC03,0.645,default,10824
mem,motor,MSC10,MSC03,0.7999999999999999,default,10824
semantic,glass,MSC10,MSC04,0.7150000000000001,default,10824
semantic,motor,MSC10,MSC04,0.7050000000000001,default,10824
semantic,mem,MSC10,MSC04,0.7949999999999999,default,10824
glass,semantic,MSC10,MSC04,0.7350000000000001,default,10824
glass,motor,MSC10,MSC04,0.8099999999999999,default,10824
glass,mem,MSC10,MSC04,0.86,default,10824
motor,semantic,MSC10,MSC04,0.5549999999999999,default,10824
motor,glass,MSC10,MSC04,0.7150000000000001,default,10824
motor,mem,MSC10,MSC04,0.645,default,10824
mem,semantic,MSC10,MSC04,0.7699999999999999,default,10824
mem,glass,MSC10,MSC04,0.72,default,10824
mem,motor,MSC10,MSC04,0.805,default,10824
semantic,glass,MSC10,MSC05,0.5849999999999999,default,10824
semantic,motor,MSC10,MSC05,0.5999999999999999,default,10824
semantic,mem,MSC10,MSC05,0.845,default,10824
glass,semantic,MSC10,MSC05,0.8400000000000001,default,10824
glass,motor,MSC10,MSC05,0.8949999999999999,default,10824
glass,mem,MSC10,MSC05,0.975,default,10824
motor,semantic,MSC10,MSC05,0.8299999999999998,default,10824
motor,glass,MSC10,MSC05,0.8950000000000001,default,10824
motor,mem,MSC10,MSC05,0.8299999999999998,default,10824
mem,semantic,MSC10,MSC05,0.7699999999999999,default,10824
mem,glass,MSC10,MSC05,0.7699999999999999,default,10824
mem,motor,MSC10,MSC05,0.7899999999999999,default,10824
semantic,glass,MSC10,MSC06,0.5789473684210525,default,10824
semantic,motor,MSC10,MSC06,0.5699999999999998,default,10824
semantic,mem,MSC10,MSC06,0.5999999999999999,default,10824
glass,semantic,MSC10,MSC06,0.7300000000000001,default,10824
glass,motor,MSC10,MSC06,0.865,default,10824
glass,mem,MSC10,MSC06,0.8799999999999999,default,10824
motor,semantic,MSC10,MSC06,0.525,default,10824
motor,glass,MSC10,MSC06,0.6526315789473685,default,10824
motor,mem,MSC10,MSC06,0.5700000000000001,default,10824
mem,semantic,MSC10,MSC06,0.7000000000000001,default,10824
mem,glass,MSC10,MSC06,0.7526315789473683,default,10824
mem,motor,MSC10,MSC06,0.8549999999999999,default,10824
semantic,glass,MSC10,MSC07,0.8799999999999999,default,10824
semantic,motor,MSC10,MSC07,0.865,default,10824
semantic,mem,MSC10,MSC07,0.8700000000000001,default,10824
glass,semantic,MSC10,MSC07,0.58,default,10824
glass,motor,MSC10,MSC07,0.915,default,10824
glass,mem,MSC10,MSC07,0.8099999999999999,default,10824
motor,semantic,MSC10,MSC07,0.595,default,10824
motor,glass,MSC10,MSC07,0.615,default,10824
motor,mem,MSC10,MSC07,0.5799999999999998,default,10824
mem,semantic,MSC10,MSC07,0.8149999999999998,default,10824
mem,glass,MSC10,MSC07,0.7949999999999999,default,10824
mem,motor,MSC10,MSC07,0.8850000000000001,default,10824
semantic,glass,MSC01,MSC02,0.7849999999999999,visual,8736
semantic,motor,MSC01,MSC02,0.55,visual,8736
semantic,mem,MSC01,MSC02,0.5599999999999998,visual,8736
glass,semantic,MSC01,MSC02,0.7699999999999999,visual,8736
glass,motor,MSC01,MSC02,0.6000000000000001,visual,8736
glass,mem,MSC01,MSC02,0.5149999999999999,visual,8736
motor,semantic,MSC01,MSC02,0.7899999999999998,visual,8736
motor,glass,MSC01,MSC02,0.72,visual,8736
motor,mem,MSC01,MSC02,0.74,visual,8736
mem,semantic,MSC01,MSC02,0.40499999999999997,visual,8736
mem,glass,MSC01,MSC02,0.5,visual,8736
mem,motor,MSC01,MSC02,0.585,visual,8736
semantic,glass,MSC01,MSC03,0.5,visual,8736
semantic,motor,MSC01,MSC03,0.5800000000000001,visual,8736
semantic,mem,MSC01,MSC03,0.51,visual,8736
glass,semantic,MSC01,MSC03,0.8400000000000001,visual,8736
glass,motor,MSC01,MSC03,0.74,visual,8736
glass,mem,MSC01,MSC03,0.575,visual,8736
motor,semantic,MSC01,MSC03,0.74,visual,8736
motor,glass,MSC01,MSC03,0.595,visual,8736
motor,mem,MSC01,MSC03,0.735,visual,8736
mem,semantic,MSC01,MSC03,0.8099999999999999,visual,8736
mem,glass,MSC01,MSC03,0.615,visual,8736
mem,motor,MSC01,MSC03,0.7899999999999999,visual,8736
semantic,glass,MSC01,MSC04,0.51,visual,8736
semantic,motor,MSC01,MSC04,0.505,visual,8736
semantic,mem,MSC01,MSC04,0.5,visual,8736
glass,semantic,MSC01,MSC04,0.8699999999999999,visual,8736
glass,motor,MSC01,MSC04,0.76,visual,8736
glass,mem,MSC01,MSC04,0.58,visual,8736
motor,semantic,MSC01,MSC04,0.76,visual,8736
motor,glass,MSC01,MSC04,0.825,visual,8736
motor,mem,MSC01,MSC04,0.61,visual,8736
mem,semantic,MSC01,MSC04,0.7849999999999999,visual,8736
mem,glass,MSC01,MSC04,0.8150000000000001,visual,8736
mem,motor,MSC01,MSC04,0.7899999999999999,visual,8736
semantic,glass,MSC01,MSC05,0.5499999999999999,visual,8736
semantic,motor,MSC01,MSC05,0.5,visual,8736
semantic,mem,MSC01,MSC05,0.5,visual,8736
glass,semantic,MSC01,MSC05,0.7,visual,8736
glass,motor,MSC01,MSC05,0.6100000000000001,visual,8736
glass,mem,MSC01,MSC05,0.51,visual,8736
motor,semantic,MSC01,MSC05,0.8,visual,8736
motor,glass,MSC01,MSC05,0.65,visual,8736
motor,mem,MSC01,MSC05,0.6200000000000001,visual,8736
mem,semantic,MSC01,MSC05,0.945,visual,8736
mem,glass,MSC01,MSC05,0.7649999999999999,visual,8736
mem,motor,MSC01,MSC05,0.86,visual,8736
semantic,glass,MSC01,MSC06,0.5473684210526317,visual,8736
semantic,motor,MSC01,MSC06,0.505,visual,8736
semantic,mem,MSC01,MSC06,0.5499999999999999,visual,8736
glass,semantic,MSC01,MSC06,0.55,visual,8736
glass,motor,MSC01,MSC06,0.5449999999999999,visual,8736
glass,mem,MSC01,MSC06,0.51,visual,8736
motor,semantic,MSC01,MSC06,0.7799999999999999,visual,8736
motor,glass,MSC01,MSC06,0.6421052631578947,visual,8736
motor,mem,MSC01,MSC06,0.67,visual,8736
mem,semantic,MSC01,MSC06,0.8399999999999999,visual,8736
mem,glass,MSC01,MSC06,0.7842105263157897,visual,8736
mem,motor,MSC01,MSC06,0.9099999999999999,visual,8736
semantic,glass,MSC01,MSC07,0.6649999999999999,visual,8736
semantic,motor,MSC01,MSC07,0.5199999999999999,visual,8736
semantic,mem,MSC01,MSC07,0.575,visual,8736
glass,semantic,MSC01,MSC07,0.7699999999999999,visual,8736
glass,motor,MSC01,MSC07,0.635,visual,8736
glass,mem,MSC01,MSC07,0.67,visual,8736
motor,semantic,MSC01,MSC07,0.6349999999999999,visual,8736
motor,glass,MSC01,MSC07,0.6549999999999999,visual,8736
motor,mem,MSC01,MSC07,0.575,visual,8736
mem,semantic,MSC01,MSC07,0.5799999999999998,visual,8736
mem,glass,MSC01,MSC07,0.6399999999999999,visual,8736
mem,motor,MSC01,MSC07,0.63,visual,8736
semantic,glass,MSC01,MSC10,0.49000000000000005,visual,8736
semantic,motor,MSC01,MSC10,0.64,visual,8736
semantic,mem,MSC01,MSC10,0.49000000000000005,visual,8736
glass,semantic,MSC01,MSC10,0.58,visual,8736
glass,motor,MSC01,MSC10,0.705,visual,8736
glass,mem,MSC01,MSC10,0.5399999999999999,visual,8736
motor,semantic,MSC01,MSC10,0.6049999999999999,visual,8736
motor,glass,MSC01,MSC10,0.5449999999999999,visual,8736
motor,mem,MSC01,MSC10,0.61,visual,8736
mem,semantic,MSC01,MSC10,0.8049999999999999,visual,8736
mem,glass,MSC01,MSC10,0.8750000000000002,visual,8736
mem,motor,MSC01,MSC10,0.845,visual,8736
semantic,glass,MSC02,MSC01,0.5,visual,8736
semantic,motor,MSC02,MSC01,0.5,visual,8736
semantic,mem,MSC02,MSC01,0.5,visual,8736
glass,semantic,MSC02,MSC01,0.875,visual,8736
glass,motor,MSC02,MSC01,0.655,visual,8736
glass,mem,MSC02,MSC01,0.5149999999999999,visual,8736
motor,semantic,MSC02,MSC01,0.6649999999999999,visual,8736
motor,glass,MSC02,MSC01,0.6349999999999999,visual,8736
motor,mem,MSC02,MSC01,0.5949999999999999,visual,8736
mem,semantic,MSC02,MSC01,0.755,visual,8736
mem,glass,MSC02,MSC01,0.765,visual,8736
mem,motor,MSC02,MSC01,0.9100000000000001,visual,8736
semantic,glass,MSC02,MSC03,0.5,visual,8736
semantic,motor,MSC02,MSC03,0.5,visual,8736
semantic,mem,MSC02,MSC03,0.5,visual,8736
glass,semantic,MSC02,MSC03,0.5,visual,8736
glass,motor,MSC02,MSC03,0.5649999999999998,visual,8736
glass,mem,MSC02,MSC03,0.5,visual,8736
motor,semantic,MSC02,MSC03,0.5399999999999999,visual,8736
motor,glass,MSC02,MSC03,0.5449999999999999,visual,8736
