sub,mixed,motor,mem
MSC01,0.9,0.9,0.95
MSC02,0.75,0.85,0.75
MSC03,0.65,0.8,0.8333333333333333
MSC04,0.65,0.85,0.95
MSC05,0.85,0.8,0.85
MSC06,0.85,0.9444444444444444,0.75
MSC07,0.85,0.9444444444444444,0.8
MSC10,0.75,0.95,0.8
