,test_task,train_task,Mean,Std
0,mem,mixed,0.89375,0.08538777095446064
1,mem,motor,0.656875,0.09837746184975502
2,mixed,mem,0.8268749999999999,0.06546195732746503
3,mixed,motor,0.620625,0.06338304753075318
4,motor,mem,0.8925,0.06697547525560596
5,motor,mixed,0.891875,0.07141115859183753
