acc,train,test,frames,analysis
0.76,MSC01,MSC02,90,BS
0.6300000000000001,MSC01,MSC03,90,BS
0.8299999999999998,MSC01,MSC04,90,BS
0.6750000000000002,MSC01,MSC05,90,BS
0.5799999999999998,MSC01,MSC06,90,BS
0.5649999999999998,MSC01,MSC07,90,BS
0.6799999999999999,MSC01,MSC10,90,BS
0.735,MSC02,MSC01,90,BS
0.67,MSC02,MSC03,90,BS
0.9199999999999999,MSC02,MSC04,90,BS
0.75,MSC02,MSC05,90,BS
0.6799999999999999,MSC02,MSC06,90,BS
0.715,MSC02,MSC07,90,BS
0.7100000000000001,MSC02,MSC10,90,BS
0.5,MSC03,MSC01,90,BS
0.5375000000000001,MSC03,MSC02,90,BS
0.54375,MSC03,MSC04,90,BS
0.61875,MSC03,MSC05,90,BS
0.5,MSC03,MSC06,90,BS
0.50625,MSC03,MSC07,90,BS
0.6375000000000001,MSC03,MSC10,90,BS
0.655,MSC04,MSC01,90,BS
0.595,MSC04,MSC02,90,BS
0.565,MSC04,MSC03,90,BS
0.5,MSC04,MSC05,90,BS
0.74,MSC04,MSC06,90,BS
0.825,MSC04,MSC07,90,BS
0.79,MSC04,MSC10,90,BS
0.7050000000000001,MSC05,MSC01,90,BS
0.5,MSC05,MSC02,90,BS
0.775,MSC05,MSC03,90,BS
0.7949999999999999,MSC05,MSC04,90,BS
0.6399999999999999,MSC05,MSC06,90,BS
0.575,MSC05,MSC07,90,BS
0.6050000000000001,MSC05,MSC10,90,BS
0.605,MSC06,MSC01,90,BS
0.5399999999999999,MSC06,MSC02,90,BS
0.5899999999999999,MSC06,MSC03,90,BS
0.6249999999999999,MSC06,MSC04,90,BS
0.5850000000000001,MSC06,MSC05,90,BS
0.59,MSC06,MSC07,90,BS
0.645,MSC06,MSC10,90,BS
0.675,MSC07,MSC01,90,BS
0.5599999999999999,MSC07,MSC02,90,BS
0.605,MSC07,MSC03,90,BS
0.6399999999999999,MSC07,MSC04,90,BS
0.8,MSC07,MSC05,90,BS
0.7549999999999999,MSC07,MSC06,90,BS
0.625,MSC07,MSC10,90,BS
0.6399999999999999,MSC10,MSC01,90,BS
0.54,MSC10,MSC02,90,BS
0.615,MSC10,MSC03,90,BS
0.7899999999999999,MSC10,MSC04,90,BS
0.865,MSC10,MSC05,90,BS
0.74,MSC10,MSC06,90,BS
0.74,MSC10,MSC07,90,BS
