acc,train,test,frames,analysis
0.525,MSC01,MSC02,25,BS
0.47000000000000003,MSC01,MSC03,25,BS
0.535,MSC01,MSC04,25,BS
0.5200000000000001,MSC01,MSC05,25,BS
0.5700000000000001,MSC01,MSC06,25,BS
0.53,MSC01,MSC07,25,BS
0.56,MSC01,MSC10,25,BS
0.55,MSC02,MSC01,25,BS
0.4800000000000001,MSC02,MSC03,25,BS
0.63,MSC02,MSC04,25,BS
0.52,MSC02,MSC05,25,BS
0.52,MSC02,MSC06,25,BS
0.525,MSC02,MSC07,25,BS
0.525,MSC02,MSC10,25,BS
0.5,MSC03,MSC01,25,BS
0.50625,MSC03,MSC02,25,BS
0.5937500000000001,MSC03,MSC04,25,BS
0.50625,MSC03,MSC05,25,BS
0.49375,MSC03,MSC06,25,BS
0.49375,MSC03,MSC07,25,BS
0.575,MSC03,MSC10,25,BS
0.545,MSC04,MSC01,25,BS
0.53,MSC04,MSC02,25,BS
0.55,MSC04,MSC03,25,BS
0.515,MSC04,MSC05,25,BS
0.57,MSC04,MSC06,25,BS
0.605,MSC04,MSC07,25,BS
0.7250000000000001,MSC04,MSC10,25,BS
0.5,MSC05,MSC01,25,BS
0.5,MSC05,MSC02,25,BS
0.49000000000000005,MSC05,MSC03,25,BS
0.59,MSC05,MSC04,25,BS
0.59,MSC05,MSC06,25,BS
0.5,MSC05,MSC07,25,BS
0.5,MSC05,MSC10,25,BS
0.5750000000000001,MSC06,MSC01,25,BS
0.655,MSC06,MSC02,25,BS
0.5999999999999999,MSC06,MSC03,25,BS
0.59,MSC06,MSC04,25,BS
0.6450000000000001,MSC06,MSC05,25,BS
0.52,MSC06,MSC07,25,BS
0.62,MSC06,MSC10,25,BS
0.515,MSC07,MSC01,25,BS
0.5,MSC07,MSC02,25,BS
0.53,MSC07,MSC03,25,BS
0.5449999999999999,MSC07,MSC04,25,BS
0.6599999999999999,MSC07,MSC05,25,BS
0.5,MSC07,MSC06,25,BS
0.5,MSC07,MSC10,25,BS
0.7649999999999999,MSC10,MSC01,25,BS
0.52,MSC10,MSC02,25,BS
0.42000000000000004,MSC10,MSC03,25,BS
0.74,MSC10,MSC04,25,BS
0.59,MSC10,MSC05,25,BS
0.57,MSC10,MSC06,25,BS
0.6400000000000001,MSC10,MSC07,25,BS
