acc,train,test,frames,analysis
0.7899999999999999,MSC01,MSC02,70,BS
0.615,MSC01,MSC03,70,BS
0.8049999999999999,MSC01,MSC04,70,BS
0.6649999999999999,MSC01,MSC05,70,BS
0.5549999999999999,MSC01,MSC06,70,BS
0.565,MSC01,MSC07,70,BS
0.635,MSC01,MSC10,70,BS
0.7749999999999999,MSC02,MSC01,70,BS
0.5850000000000001,MSC02,MSC03,70,BS
0.845,MSC02,MSC04,70,BS
0.65,MSC02,MSC05,70,BS
0.6849999999999999,MSC02,MSC06,70,BS
0.6500000000000001,MSC02,MSC07,70,BS
0.73,MSC02,MSC10,70,BS
0.5,MSC03,MSC01,70,BS
0.5187499999999999,MSC03,MSC02,70,BS
0.51875,MSC03,MSC04,70,BS
0.55,MSC03,MSC05,70,BS
0.50625,MSC03,MSC06,70,BS
0.51875,MSC03,MSC07,70,BS
0.5437500000000001,MSC03,MSC10,70,BS
0.5199999999999999,MSC04,MSC01,70,BS
0.5,MSC04,MSC02,70,BS
0.5399999999999999,MSC04,MSC03,70,BS
0.5,MSC04,MSC05,70,BS
0.51,MSC04,MSC06,70,BS
0.595,MSC04,MSC07,70,BS
0.6749999999999999,MSC04,MSC10,70,BS
0.7750000000000001,MSC05,MSC01,70,BS
0.5499999999999999,MSC05,MSC02,70,BS
0.795,MSC05,MSC03,70,BS
0.86,MSC05,MSC04,70,BS
0.7349999999999999,MSC05,MSC06,70,BS
0.695,MSC05,MSC07,70,BS
0.615,MSC05,MSC10,70,BS
0.66,MSC06,MSC01,70,BS
0.515,MSC06,MSC02,70,BS
0.62,MSC06,MSC03,70,BS
0.5700000000000001,MSC06,MSC04,70,BS
0.55,MSC06,MSC05,70,BS
0.605,MSC06,MSC07,70,BS
0.6399999999999999,MSC06,MSC10,70,BS
0.66,MSC07,MSC01,70,BS
0.4600000000000001,MSC07,MSC02,70,BS
0.675,MSC07,MSC03,70,BS
0.635,MSC07,MSC04,70,BS
0.765,MSC07,MSC05,70,BS
0.6950000000000001,MSC07,MSC06,70,BS
0.5700000000000001,MSC07,MSC10,70,BS
0.82,MSC10,MSC01,70,BS
0.6450000000000001,MSC10,MSC02,70,BS
0.6100000000000001,MSC10,MSC03,70,BS
0.825,MSC10,MSC04,70,BS
0.7699999999999999,MSC10,MSC05,70,BS
0.7100000000000001,MSC10,MSC06,70,BS
0.7350000000000001,MSC10,MSC07,70,BS
