acc,train,test,frames,analysis
0.74,MSC01,MSC02,80,BS
0.615,MSC01,MSC03,80,BS
0.8149999999999998,MSC01,MSC04,80,BS
0.665,MSC01,MSC05,80,BS
0.55,MSC01,MSC06,80,BS
0.5599999999999999,MSC01,MSC07,80,BS
0.7000000000000001,MSC01,MSC10,80,BS
0.6849999999999999,MSC02,MSC01,80,BS
0.67,MSC02,MSC03,80,BS
0.82,MSC02,MSC04,80,BS
0.645,MSC02,MSC05,80,BS
0.615,MSC02,MSC06,80,BS
0.6500000000000001,MSC02,MSC07,80,BS
0.675,MSC02,MSC10,80,BS
0.5,MSC03,MSC01,80,BS
0.525,MSC03,MSC02,80,BS
0.51875,MSC03,MSC04,80,BS
0.55625,MSC03,MSC05,80,BS
0.5,MSC03,MSC06,80,BS
0.50625,MSC03,MSC07,80,BS
0.5625,MSC03,MSC10,80,BS
0.5349999999999999,MSC04,MSC01,80,BS
0.55,MSC04,MSC02,80,BS
0.5499999999999999,MSC04,MSC03,80,BS
0.5,MSC04,MSC05,80,BS
0.635,MSC04,MSC06,80,BS
0.8150000000000001,MSC04,MSC07,80,BS
0.7,MSC04,MSC10,80,BS
0.595,MSC05,MSC01,80,BS
0.5,MSC05,MSC02,80,BS
0.65,MSC05,MSC03,80,BS
0.7949999999999999,MSC05,MSC04,80,BS
0.5849999999999999,MSC05,MSC06,80,BS
0.5149999999999999,MSC05,MSC07,80,BS
0.505,MSC05,MSC10,80,BS
0.74,MSC06,MSC01,80,BS
0.6100000000000001,MSC06,MSC02,80,BS
0.635,MSC06,MSC03,80,BS
0.6849999999999999,MSC06,MSC04,80,BS
0.645,MSC06,MSC05,80,BS
0.61,MSC06,MSC07,80,BS
0.675,MSC06,MSC10,80,BS
0.6500000000000001,MSC07,MSC01,80,BS
0.4800000000000001,MSC07,MSC02,80,BS
0.71,MSC07,MSC03,80,BS
0.64,MSC07,MSC04,80,BS
0.775,MSC07,MSC05,80,BS
0.7,MSC07,MSC06,80,BS
0.5750000000000001,MSC07,MSC10,80,BS
0.7749999999999999,MSC10,MSC01,80,BS
0.6299999999999999,MSC10,MSC02,80,BS
0.615,MSC10,MSC03,80,BS
0.845,MSC10,MSC04,80,BS
0.8300000000000001,MSC10,MSC05,80,BS
0.72,MSC10,MSC06,80,BS
0.75,MSC10,MSC07,80,BS
