acc,train,test,frames,analysis
0.505,MSC01,MSC02,20,BS
0.47000000000000003,MSC01,MSC03,20,BS
0.5,MSC01,MSC04,20,BS
0.505,MSC01,MSC05,20,BS
0.525,MSC01,MSC06,20,BS
0.505,MSC01,MSC07,20,BS
0.515,MSC01,MSC10,20,BS
0.575,MSC02,MSC01,20,BS
0.45499999999999996,MSC02,MSC03,20,BS
0.615,MSC02,MSC04,20,BS
0.5199999999999999,MSC02,MSC05,20,BS
0.5399999999999999,MSC02,MSC06,20,BS
0.55,MSC02,MSC07,20,BS
0.5650000000000001,MSC02,MSC10,20,BS
0.50625,MSC03,MSC01,20,BS
0.5,MSC03,MSC02,20,BS
0.5875,MSC03,MSC04,20,BS
0.5,MSC03,MSC05,20,BS
0.50625,MSC03,MSC06,20,BS
0.5,MSC03,MSC07,20,BS
0.65,MSC03,MSC10,20,BS
0.6200000000000001,MSC04,MSC01,20,BS
0.565,MSC04,MSC02,20,BS
0.565,MSC04,MSC03,20,BS
0.54,MSC04,MSC05,20,BS
0.575,MSC04,MSC06,20,BS
0.73,MSC04,MSC07,20,BS
0.73,MSC04,MSC10,20,BS
0.5,MSC05,MSC01,20,BS
0.5,MSC05,MSC02,20,BS
0.5,MSC05,MSC03,20,BS
0.5,MSC05,MSC04,20,BS
0.505,MSC05,MSC06,20,BS
0.5,MSC05,MSC07,20,BS
0.5,MSC05,MSC10,20,BS
0.5399999999999999,MSC06,MSC01,20,BS
0.565,MSC06,MSC02,20,BS
0.5450000000000002,MSC06,MSC03,20,BS
0.54,MSC06,MSC04,20,BS
0.605,MSC06,MSC05,20,BS
0.52,MSC06,MSC07,20,BS
0.505,MSC06,MSC10,20,BS
0.5299999999999999,MSC07,MSC01,20,BS
0.44000000000000006,MSC07,MSC02,20,BS
0.57,MSC07,MSC03,20,BS
0.6199999999999999,MSC07,MSC04,20,BS
0.7949999999999999,MSC07,MSC05,20,BS
0.53,MSC07,MSC06,20,BS
0.51,MSC07,MSC10,20,BS
0.72,MSC10,MSC01,20,BS
0.49000000000000005,MSC10,MSC02,20,BS
0.43000000000000005,MSC10,MSC03,20,BS
0.71,MSC10,MSC04,20,BS
0.55,MSC10,MSC05,20,BS
0.5700000000000001,MSC10,MSC06,20,BS
0.63,MSC10,MSC07,20,BS
