acc,train,test,frames,analysis
0.8400000000000001,MSC01,MSC02,100,BS
0.6100000000000001,MSC01,MSC03,100,BS
0.8550000000000001,MSC01,MSC04,100,BS
0.76,MSC01,MSC05,100,BS
0.6199999999999999,MSC01,MSC06,100,BS
0.5449999999999999,MSC01,MSC07,100,BS
0.6,MSC01,MSC10,100,BS
0.625,MSC02,MSC01,100,BS
0.725,MSC02,MSC03,100,BS
0.8699999999999999,MSC02,MSC04,100,BS
0.765,MSC02,MSC05,100,BS
0.655,MSC02,MSC06,100,BS
0.705,MSC02,MSC07,100,BS
0.59,MSC02,MSC10,100,BS
0.5,MSC03,MSC01,100,BS
0.5625,MSC03,MSC02,100,BS
0.5375,MSC03,MSC04,100,BS
0.6187499999999999,MSC03,MSC05,100,BS
0.53125,MSC03,MSC06,100,BS
0.525,MSC03,MSC07,100,BS
0.6125,MSC03,MSC10,100,BS
0.655,MSC04,MSC01,100,BS
0.6,MSC04,MSC02,100,BS
0.5599999999999999,MSC04,MSC03,100,BS
0.5,MSC04,MSC05,100,BS
0.73,MSC04,MSC06,100,BS
0.7749999999999999,MSC04,MSC07,100,BS
0.7950000000000002,MSC04,MSC10,100,BS
0.7249999999999999,MSC05,MSC01,100,BS
0.5,MSC05,MSC02,100,BS
0.8300000000000001,MSC05,MSC03,100,BS
0.78,MSC05,MSC04,100,BS
0.665,MSC05,MSC06,100,BS
0.59,MSC05,MSC07,100,BS
0.665,MSC05,MSC10,100,BS
0.645,MSC06,MSC01,100,BS
0.575,MSC06,MSC02,100,BS
0.6199999999999999,MSC06,MSC03,100,BS
0.675,MSC06,MSC04,100,BS
0.61,MSC06,MSC05,100,BS
0.635,MSC06,MSC07,100,BS
0.685,MSC06,MSC10,100,BS
0.635,MSC07,MSC01,100,BS
0.61,MSC07,MSC02,100,BS
0.545,MSC07,MSC03,100,BS
0.7,MSC07,MSC04,100,BS
0.8099999999999999,MSC07,MSC05,100,BS
0.745,MSC07,MSC06,100,BS
0.6649999999999999,MSC07,MSC10,100,BS
0.7722222222222221,MSC10,MSC01,100,BS
0.6388888888888888,MSC10,MSC02,100,BS
0.6,MSC10,MSC03,100,BS
0.85,MSC10,MSC04,100,BS
0.75,MSC10,MSC05,100,BS
0.7111111111111111,MSC10,MSC06,100,BS
0.7222222222222222,MSC10,MSC07,100,BS
