acc,train,test,frames,analysis
0.705,MSC01,MSC02,50,BS
0.5499999999999999,MSC01,MSC03,50,BS
0.7300000000000001,MSC01,MSC04,50,BS
0.67,MSC01,MSC05,50,BS
0.585,MSC01,MSC06,50,BS
0.5750000000000001,MSC01,MSC07,50,BS
0.665,MSC01,MSC10,50,BS
0.655,MSC02,MSC01,50,BS
0.5399999999999999,MSC02,MSC03,50,BS
0.79,MSC02,MSC04,50,BS
0.6049999999999999,MSC02,MSC05,50,BS
0.615,MSC02,MSC06,50,BS
0.6249999999999999,MSC02,MSC07,50,BS
0.6699999999999999,MSC02,MSC10,50,BS
0.5,MSC03,MSC01,50,BS
0.5750000000000001,MSC03,MSC02,50,BS
0.53125,MSC03,MSC04,50,BS
0.54375,MSC03,MSC05,50,BS
0.5,MSC03,MSC06,50,BS
0.5062500000000001,MSC03,MSC07,50,BS
0.6249999999999999,MSC03,MSC10,50,BS
0.51,MSC04,MSC01,50,BS
0.5,MSC04,MSC02,50,BS
0.535,MSC04,MSC03,50,BS
0.5,MSC04,MSC05,50,BS
0.505,MSC04,MSC06,50,BS
0.53,MSC04,MSC07,50,BS
0.575,MSC04,MSC10,50,BS
0.755,MSC05,MSC01,50,BS
0.5799999999999998,MSC05,MSC02,50,BS
0.705,MSC05,MSC03,50,BS
0.865,MSC05,MSC04,50,BS
0.775,MSC05,MSC06,50,BS
0.63,MSC05,MSC07,50,BS
0.6050000000000001,MSC05,MSC10,50,BS
0.5,MSC06,MSC01,50,BS
0.5,MSC06,MSC02,50,BS
0.5199999999999999,MSC06,MSC03,50,BS
0.51,MSC06,MSC04,50,BS
0.5149999999999999,MSC06,MSC05,50,BS
0.51,MSC06,MSC07,50,BS
0.51,MSC06,MSC10,50,BS
0.7150000000000001,MSC07,MSC01,50,BS
0.505,MSC07,MSC02,50,BS
0.5800000000000001,MSC07,MSC03,50,BS
0.62,MSC07,MSC04,50,BS
0.7699999999999999,MSC07,MSC05,50,BS
0.53,MSC07,MSC06,50,BS
0.44000000000000006,MSC07,MSC10,50,BS
0.885,MSC10,MSC01,50,BS
0.625,MSC10,MSC02,50,BS
0.56,MSC10,MSC03,50,BS
0.86,MSC10,MSC04,50,BS
0.6950000000000001,MSC10,MSC05,50,BS
0.73,MSC10,MSC06,50,BS
0.7599999999999999,MSC10,MSC07,50,BS
