acc,train,test,frames,analysis
0.75,MSC01,MSC02,250,BS
0.68125,MSC01,MSC03,250,BS
0.8062499999999999,MSC01,MSC04,250,BS
0.89375,MSC01,MSC05,250,BS
0.6375,MSC01,MSC06,250,BS
0.5,MSC01,MSC07,250,BS
0.59375,MSC01,MSC10,250,BS
0.625,MSC02,MSC01,250,BS
0.745,MSC02,MSC03,250,BS
0.8699999999999999,MSC02,MSC04,250,BS
0.9550000000000001,MSC02,MSC05,250,BS
0.845,MSC02,MSC06,250,BS
0.76,MSC02,MSC07,250,BS
0.5349999999999999,MSC02,MSC10,250,BS
0.6,MSC03,MSC01,250,BS
0.45,MSC03,MSC02,250,BS
0.45,MSC03,MSC04,250,BS
0.5166666666666667,MSC03,MSC05,250,BS
0.6,MSC03,MSC06,250,BS
0.6333333333333333,MSC03,MSC07,250,BS
0.6166666666666667,MSC03,MSC10,250,BS
0.9055555555555554,MSC04,MSC01,250,BS
0.6222222222222222,MSC04,MSC02,250,BS
0.6388888888888888,MSC04,MSC03,250,BS
0.5833333333333334,MSC04,MSC05,250,BS
0.7333333333333334,MSC04,MSC06,250,BS
0.8611111111111112,MSC04,MSC07,250,BS
0.8833333333333333,MSC04,MSC10,250,BS
0.73,MSC05,MSC01,250,BS
0.51,MSC05,MSC02,250,BS
0.875,MSC05,MSC03,250,BS
0.7949999999999999,MSC05,MSC04,250,BS
0.8300000000000001,MSC05,MSC06,250,BS
0.71,MSC05,MSC07,250,BS
0.7249999999999999,MSC05,MSC10,250,BS
0.8166666666666669,MSC06,MSC01,250,BS
0.7999999999999999,MSC06,MSC02,250,BS
0.6222222222222222,MSC06,MSC03,250,BS
0.9055555555555556,MSC06,MSC04,250,BS
0.7888888888888889,MSC06,MSC05,250,BS
0.55,MSC06,MSC07,250,BS
0.6888888888888889,MSC06,MSC10,250,BS
0.645,MSC07,MSC01,250,BS
0.58,MSC07,MSC02,250,BS
0.59,MSC07,MSC03,250,BS
0.79,MSC07,MSC04,250,BS
0.8200000000000001,MSC07,MSC05,250,BS
0.7849999999999999,MSC07,MSC06,250,BS
0.71,MSC07,MSC10,250,BS
0.5571428571428572,MSC10,MSC01,250,BS
0.5142857142857143,MSC10,MSC02,250,BS
0.6642857142857143,MSC10,MSC03,250,BS
0.7928571428571427,MSC10,MSC04,250,BS
0.8,MSC10,MSC05,250,BS
0.8285714285714285,MSC10,MSC06,250,BS
0.7214285714285714,MSC10,MSC07,250,BS
