acc,train,test,frames,analysis
0.61,MSC01,MSC02,300,BS
0.68,MSC01,MSC03,300,BS
0.8,MSC01,MSC04,300,BS
0.85,MSC01,MSC05,300,BS
0.6199999999999999,MSC01,MSC06,300,BS
0.51,MSC01,MSC07,300,BS
0.64,MSC01,MSC10,300,BS
0.6700000000000002,MSC02,MSC01,300,BS
0.7899999999999998,MSC02,MSC03,300,BS
0.915,MSC02,MSC04,300,BS
0.97,MSC02,MSC05,300,BS
0.9099999999999999,MSC02,MSC06,300,BS
0.77,MSC02,MSC07,300,BS
0.6,MSC02,MSC10,300,BS
0.5499999999999999,MSC03,MSC01,300,BS
0.4666666666666666,MSC03,MSC02,300,BS
0.5166666666666667,MSC03,MSC04,300,BS
0.5166666666666667,MSC03,MSC05,300,BS
0.5833333333333334,MSC03,MSC06,300,BS
0.6333333333333333,MSC03,MSC07,300,BS
0.6,MSC03,MSC10,300,BS
0.8857142857142858,MSC04,MSC01,300,BS
0.6285714285714287,MSC04,MSC02,300,BS
0.5928571428571429,MSC04,MSC03,300,BS
0.7357142857142857,MSC04,MSC05,300,BS
0.8357142857142856,MSC04,MSC06,300,BS
0.6357142857142856,MSC04,MSC07,300,BS
0.7999999999999999,MSC04,MSC10,300,BS
0.7100000000000001,MSC05,MSC01,300,BS
0.5399999999999999,MSC05,MSC02,300,BS
0.8649999999999999,MSC05,MSC03,300,BS
0.8549999999999999,MSC05,MSC04,300,BS
0.9650000000000001,MSC05,MSC06,300,BS
0.705,MSC05,MSC07,300,BS
0.775,MSC05,MSC10,300,BS
0.6277777777777778,MSC06,MSC01,300,BS
0.7222222222222222,MSC06,MSC02,300,BS
0.5944444444444446,MSC06,MSC03,300,BS
0.838888888888889,MSC06,MSC04,300,BS
0.827777777777778,MSC06,MSC05,300,BS
0.5222222222222223,MSC06,MSC07,300,BS
0.5555555555555555,MSC06,MSC10,300,BS
0.72,MSC07,MSC01,300,BS
0.615,MSC07,MSC02,300,BS
0.6100000000000001,MSC07,MSC03,300,BS
0.86,MSC07,MSC04,300,BS
0.875,MSC07,MSC05,300,BS
0.825,MSC07,MSC06,300,BS
0.745,MSC07,MSC10,300,BS
0.5,MSC10,MSC01,300,BS
0.42500000000000004,MSC10,MSC02,300,BS
0.6499999999999999,MSC10,MSC03,300,BS
0.725,MSC10,MSC04,300,BS
0.65,MSC10,MSC05,300,BS
0.5,MSC10,MSC06,300,BS
0.575,MSC10,MSC07,300,BS
