acc,train,test,frames,analysis
0.5599999999999999,MSC01,MSC02,30,BS
0.47000000000000003,MSC01,MSC03,30,BS
0.575,MSC01,MSC04,30,BS
0.575,MSC01,MSC05,30,BS
0.575,MSC01,MSC06,30,BS
0.525,MSC01,MSC07,30,BS
0.5900000000000001,MSC01,MSC10,30,BS
0.5,MSC02,MSC01,30,BS
0.5,MSC02,MSC03,30,BS
0.58,MSC02,MSC04,30,BS
0.505,MSC02,MSC05,30,BS
0.5,MSC02,MSC06,30,BS
0.515,MSC02,MSC07,30,BS
0.505,MSC02,MSC10,30,BS
0.50625,MSC03,MSC01,30,BS
0.5312499999999999,MSC03,MSC02,30,BS
0.5875000000000001,MSC03,MSC04,30,BS
0.53125,MSC03,MSC05,30,BS
0.48750000000000004,MSC03,MSC06,30,BS
0.48750000000000004,MSC03,MSC07,30,BS
0.625,MSC03,MSC10,30,BS
0.525,MSC04,MSC01,30,BS
0.515,MSC04,MSC02,30,BS
0.5700000000000001,MSC04,MSC03,30,BS
0.5,MSC04,MSC05,30,BS
0.5349999999999999,MSC04,MSC06,30,BS
0.595,MSC04,MSC07,30,BS
0.7899999999999999,MSC04,MSC10,30,BS
0.505,MSC05,MSC01,30,BS
0.51,MSC05,MSC02,30,BS
0.52,MSC05,MSC03,30,BS
0.685,MSC05,MSC04,30,BS
0.635,MSC05,MSC06,30,BS
0.5,MSC05,MSC07,30,BS
0.5,MSC05,MSC10,30,BS
0.575,MSC06,MSC01,30,BS
0.515,MSC06,MSC02,30,BS
0.6249999999999998,MSC06,MSC03,30,BS
0.525,MSC06,MSC04,30,BS
0.6700000000000002,MSC06,MSC05,30,BS
0.505,MSC06,MSC07,30,BS
0.54,MSC06,MSC10,30,BS
0.545,MSC07,MSC01,30,BS
0.5,MSC07,MSC02,30,BS
0.525,MSC07,MSC03,30,BS
0.5349999999999999,MSC07,MSC04,30,BS
0.58,MSC07,MSC05,30,BS
0.5,MSC07,MSC06,30,BS
0.5,MSC07,MSC10,30,BS
0.7649999999999999,MSC10,MSC01,30,BS
0.575,MSC10,MSC02,30,BS
0.43000000000000005,MSC10,MSC03,30,BS
0.705,MSC10,MSC04,30,BS
0.53,MSC10,MSC05,30,BS
0.5799999999999998,MSC10,MSC06,30,BS
0.6200000000000001,MSC10,MSC07,30,BS
