acc,train,test,frames,analysis
0.6166666666666667,MSC01,MSC02,325,BS
0.65,MSC01,MSC03,325,BS
0.8000000000000002,MSC01,MSC04,325,BS
0.7833333333333333,MSC01,MSC05,325,BS
0.6,MSC01,MSC06,325,BS
0.5333333333333333,MSC01,MSC07,325,BS
0.6666666666666666,MSC01,MSC10,325,BS
0.6428571428571429,MSC02,MSC01,325,BS
0.7285714285714285,MSC02,MSC03,325,BS
0.8,MSC02,MSC04,325,BS
0.9285714285714287,MSC02,MSC05,325,BS
0.8642857142857142,MSC02,MSC06,325,BS
0.7999999999999999,MSC02,MSC07,325,BS
0.6214285714285713,MSC02,MSC10,325,BS
0.5333333333333333,MSC03,MSC01,325,BS
0.5,MSC03,MSC02,325,BS
0.5,MSC03,MSC04,325,BS
0.5166666666666667,MSC03,MSC05,325,BS
0.5499999999999999,MSC03,MSC06,325,BS
0.6000000000000001,MSC03,MSC07,325,BS
0.5666666666666668,MSC03,MSC10,325,BS
0.8333333333333331,MSC04,MSC01,325,BS
0.6083333333333334,MSC04,MSC02,325,BS
0.6,MSC04,MSC03,325,BS
0.775,MSC04,MSC05,325,BS
0.8250000000000001,MSC04,MSC06,325,BS
0.625,MSC04,MSC07,325,BS
0.7999999999999999,MSC04,MSC10,325,BS
0.7222222222222222,MSC05,MSC01,325,BS
0.5611111111111111,MSC05,MSC02,325,BS
0.8444444444444443,MSC05,MSC03,325,BS
0.8499999999999999,MSC05,MSC04,325,BS
0.9500000000000001,MSC05,MSC06,325,BS
0.7444444444444444,MSC05,MSC07,325,BS
0.8055555555555556,MSC05,MSC10,325,BS
0.7333333333333333,MSC06,MSC01,325,BS
0.7666666666666666,MSC06,MSC02,325,BS
0.6277777777777778,MSC06,MSC03,325,BS
0.8999999999999999,MSC06,MSC04,325,BS
0.8111111111111111,MSC06,MSC05,325,BS
0.5388888888888889,MSC06,MSC07,325,BS
0.6055555555555556,MSC06,MSC10,325,BS
0.625,MSC07,MSC01,325,BS
0.56875,MSC07,MSC02,325,BS
0.63125,MSC07,MSC03,325,BS
0.7937500000000001,MSC07,MSC04,325,BS
0.875,MSC07,MSC05,325,BS
0.79375,MSC07,MSC06,325,BS
0.725,MSC07,MSC10,325,BS
9999,MSC10,MSC01,325,BS
9999,MSC10,MSC02,325,BS
9999,MSC10,MSC03,325,BS
9999,MSC10,MSC04,325,BS
9999,MSC10,MSC05,325,BS
9999,MSC10,MSC06,325,BS
9999,MSC10,MSC07,325,BS
