acc,train,test,frames,analysis
0.525,MSC01,MSC02,10,BS
0.49000000000000005,MSC01,MSC03,10,BS
0.545,MSC01,MSC04,10,BS
0.5599999999999999,MSC01,MSC05,10,BS
0.585,MSC01,MSC06,10,BS
0.525,MSC01,MSC07,10,BS
0.57,MSC01,MSC10,10,BS
0.495,MSC02,MSC01,10,BS
0.47000000000000003,MSC02,MSC03,10,BS
0.5050000000000001,MSC02,MSC04,10,BS
0.475,MSC02,MSC05,10,BS
0.525,MSC02,MSC06,10,BS
0.49000000000000005,MSC02,MSC07,10,BS
0.53,MSC02,MSC10,10,BS
0.5687500000000001,MSC03,MSC01,10,BS
0.5,MSC03,MSC02,10,BS
0.54375,MSC03,MSC04,10,BS
0.49375,MSC03,MSC05,10,BS
0.49375,MSC03,MSC06,10,BS
0.6125,MSC03,MSC07,10,BS
0.50625,MSC03,MSC10,10,BS
0.6649999999999999,MSC04,MSC01,10,BS
0.525,MSC04,MSC02,10,BS
0.5149999999999999,MSC04,MSC03,10,BS
0.575,MSC04,MSC05,10,BS
0.665,MSC04,MSC06,10,BS
0.6849999999999999,MSC04,MSC07,10,BS
0.675,MSC04,MSC10,10,BS
0.73,MSC05,MSC01,10,BS
0.71,MSC05,MSC02,10,BS
0.5399999999999999,MSC05,MSC03,10,BS
0.67,MSC05,MSC04,10,BS
0.605,MSC05,MSC06,10,BS
0.735,MSC05,MSC07,10,BS
0.5600000000000002,MSC05,MSC10,10,BS
0.5850000000000001,MSC06,MSC01,10,BS
0.5599999999999999,MSC06,MSC02,10,BS
0.49000000000000005,MSC06,MSC03,10,BS
0.5,MSC06,MSC04,10,BS
0.6049999999999999,MSC06,MSC05,10,BS
0.57,MSC06,MSC07,10,BS
0.525,MSC06,MSC10,10,BS
0.41,MSC07,MSC01,10,BS
0.45999999999999996,MSC07,MSC02,10,BS
0.51,MSC07,MSC03,10,BS
0.5599999999999999,MSC07,MSC04,10,BS
0.59,MSC07,MSC05,10,BS
0.5449999999999999,MSC07,MSC06,10,BS
0.53,MSC07,MSC10,10,BS
0.5,MSC10,MSC01,10,BS
0.5,MSC10,MSC02,10,BS
0.5,MSC10,MSC03,10,BS
0.5,MSC10,MSC04,10,BS
0.48500000000000004,MSC10,MSC05,10,BS
0.5,MSC10,MSC06,10,BS
0.5,MSC10,MSC07,10,BS
