acc,train,test,frames,analysis
0.7125,MSC01,MSC02,225,BS
0.6375,MSC01,MSC03,225,BS
0.78125,MSC01,MSC04,225,BS
0.8937500000000002,MSC01,MSC05,225,BS
0.6312500000000001,MSC01,MSC06,225,BS
0.5125,MSC01,MSC07,225,BS
0.5625,MSC01,MSC10,225,BS
0.6,MSC02,MSC01,225,BS
0.7150000000000001,MSC02,MSC03,225,BS
0.85,MSC02,MSC04,225,BS
0.9099999999999999,MSC02,MSC05,225,BS
0.8150000000000001,MSC02,MSC06,225,BS
0.775,MSC02,MSC07,225,BS
0.55,MSC02,MSC10,225,BS
0.625,MSC03,MSC01,225,BS
0.5,MSC03,MSC02,225,BS
0.7250000000000001,MSC03,MSC04,225,BS
0.5375000000000001,MSC03,MSC05,225,BS
0.7124999999999999,MSC03,MSC06,225,BS
0.7625000000000001,MSC03,MSC07,225,BS
0.8125,MSC03,MSC10,225,BS
0.6888888888888888,MSC04,MSC01,225,BS
0.5444444444444445,MSC04,MSC02,225,BS
0.6555555555555556,MSC04,MSC03,225,BS
0.5388888888888889,MSC04,MSC05,225,BS
0.588888888888889,MSC04,MSC06,225,BS
0.7777777777777779,MSC04,MSC07,225,BS
0.8,MSC04,MSC10,225,BS
0.7250000000000001,MSC05,MSC01,225,BS
0.5349999999999999,MSC05,MSC02,225,BS
0.8699999999999999,MSC05,MSC03,225,BS
0.77,MSC05,MSC04,225,BS
0.835,MSC05,MSC06,225,BS
0.7299999999999999,MSC05,MSC07,225,BS
0.715,MSC05,MSC10,225,BS
0.77,MSC06,MSC01,225,BS
0.7849999999999999,MSC06,MSC02,225,BS
0.6199999999999999,MSC06,MSC03,225,BS
0.905,MSC06,MSC04,225,BS
0.7999999999999999,MSC06,MSC05,225,BS
0.515,MSC06,MSC07,225,BS
0.6350000000000001,MSC06,MSC10,225,BS
0.59,MSC07,MSC01,225,BS
0.5700000000000001,MSC07,MSC02,225,BS
0.595,MSC07,MSC03,225,BS
0.735,MSC07,MSC04,225,BS
0.8100000000000002,MSC07,MSC05,225,BS
0.7550000000000001,MSC07,MSC06,225,BS
0.66,MSC07,MSC10,225,BS
0.6071428571428571,MSC10,MSC01,225,BS
0.5214285714285715,MSC10,MSC02,225,BS
0.65,MSC10,MSC03,225,BS
0.8285714285714286,MSC10,MSC04,225,BS
0.8214285714285714,MSC10,MSC05,225,BS
0.8499999999999999,MSC10,MSC06,225,BS
0.7428571428571428,MSC10,MSC07,225,BS
