,test_task,train_task,Mean,Std
0,mem,mixed,0.15590277777777775,0.11985843262471024
1,mem,motor,0.4149305555555556,0.30019444572961973
2,mixed,mem,0.6788194444444444,0.22925353091586131
3,mixed,motor,0.54375,0.3717117739016924
4,motor,mem,0.646875,0.29953460925718944
5,motor,mixed,0.22500000000000003,0.21876275473019363
