,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.885
1,mixed,mem,MSC01,0.75
2,motor,mixed,MSC01,0.905
3,motor,mem,MSC01,0.655
4,mem,mixed,MSC01,0.8450000000000001
5,mem,motor,MSC01,0.7950000000000002
6,mixed,motor,MSC02,0.76
7,mixed,mem,MSC02,0.7749999999999999
8,motor,mixed,MSC02,0.8950000000000001
9,motor,mem,MSC02,0.7549999999999999
10,mem,mixed,MSC02,0.8450000000000001
11,mem,motor,MSC02,0.7499999999999999
12,mixed,motor,MSC03,0.77
13,mixed,mem,MSC03,0.685
14,motor,mixed,MSC03,0.8
15,motor,mem,MSC03,0.655
16,mem,mixed,MSC03,0.655
17,mem,motor,MSC03,0.5850000000000001
18,mixed,motor,MSC04,0.845
19,mixed,mem,MSC04,0.675
20,motor,mixed,MSC04,0.9049999999999999
21,motor,mem,MSC04,0.6050000000000001
22,mem,mixed,MSC04,0.9049999999999999
23,mem,motor,MSC04,0.9
24,mixed,motor,MSC05,0.46500000000000014
25,mixed,mem,MSC05,0.39
26,motor,mixed,MSC05,0.565
27,motor,mem,MSC05,0.51
28,mem,mixed,MSC05,0.5
29,mem,motor,MSC05,0.6649999999999999
30,mixed,motor,MSC06,0.8400000000000001
31,mixed,mem,MSC06,0.6000000000000001
32,motor,mixed,MSC06,0.675
33,motor,mem,MSC06,0.63
34,mem,mixed,MSC06,0.7550000000000001
35,mem,motor,MSC06,0.7350000000000001
36,mixed,motor,MSC07,0.7450000000000002
37,mixed,mem,MSC07,0.38
38,motor,mixed,MSC07,0.72
39,motor,mem,MSC07,0.5249999999999999
40,mem,mixed,MSC07,0.4
41,mem,motor,MSC07,0.4600000000000001
42,mixed,motor,MSC10,0.4499999999999999
43,mixed,mem,MSC10,0.6849999999999999
44,motor,mixed,MSC10,0.6549999999999999
45,motor,mem,MSC10,0.6449999999999999
46,mem,mixed,MSC10,0.635
47,mem,motor,MSC10,0.53
