sub,glass,semantic,motor,mem
MSC01,0.75,0.8,0.9,0.95
MSC02,0.65,0.65,0.9,0.9
MSC03,0.45,0.85,0.75,0.8
MSC04,0.95,0.7,0.8,0.85
MSC05,0.7,0.95,0.9,0.9
MSC06,0.8888888888888888,0.8,0.85,0.85
MSC07,0.9,0.9,0.9,1.0
MSC10,0.8,0.85,0.95,0.95
