sub,glass,semantic,motor,mem
MSC01,0.75,0.8,0.8,0.85
MSC02,0.7,0.85,0.9,0.95
MSC03,0.95,0.95,0.9,0.95
MSC04,0.7,0.8,0.85,0.65
MSC05,0.85,1.0,0.85,0.9
MSC06,0.8518518518518517,0.95,0.9,1.0
MSC07,0.9,0.85,0.85,0.95
MSC10,0.85,0.65,0.85,0.95
