,,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,unassign,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,visual,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,fp,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,dan,van,van,van,van,van,van,van,van,van,van,van,van,van,van,van,van,van,van,van,van,van,van,van,salience,salience,salience,salience,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,co,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm,sm-lat,sm-lat,sm-lat,sm-lat,sm-lat,sm-lat,sm-lat,sm-lat,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,auditory,pmn,pmn,pmn,pmn,pmn,pon,pon,pon,pon,pon,pon,pon
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
unassign,0,0.0,5.0540112327247154e-05,-0.0016148552411041851,0.0012092168854293778,-0.001804522933302348,-0.0016864880309518317,0.001369711013141183,0.0030359319636619445,0.001057063231682438,-0.0004660298396630412,0.0038586351266256397,0.002989732767363806,0.000945187788001083,5.423989118041445e-05,0.0013890884328091645,0.002271986978860799,0.001435868490996096,-0.0028523871668648788,-0.0002863418455038301,-0.00628956247354878,0.0014681209528829907,-0.0028854615287649626,0.000688117567996716,-0.004555407178663756,0.0002765103929212494,0.002099408787239386,0.0022819488836848963,0.0029534679398362704,0.00035883677436898275,0.001621891535610682,0.00047067896617537526,0.003007994887646798,-0.00022403617910589165,0.002056204328442884,0.0018098829625088542,0.0017520815580714711,-0.001191399770065047,0.0018099917567816748,0.0034555904123117495,-0.00023482028323073686,2.294762610065361e-05,0.004565411656593715,0.0016669911892550975,0.002161254932079381,0.0015337045107433787,-0.0005259985001571785,-0.0002364520218535364,-0.0010706100717455757,8.724655398338005e-05,0.0002305614369585946,-0.00020035083750833392,-0.002780289088103279,0.0004402117520738,0.00013903101440935326,-0.0010903610116873685,-0.0011620498869187531,0.001628472310828722,-0.0001392453069326351,0.00067178059758349,-0.0007632582004812149,-0.0001480155308570193,-0.0014113739552117312,0.0005572447572737918,-0.0017590918531293622,-0.0007574712937265845,-0.0011199293711350524,0.0011161541214773003,-0.001340931966945417,-0.0024242822114851946,-0.0020679781012013982,-0.0023616557380012303,-0.00233392137711515,-0.00042106311681169736,-0.0008312148362102778,-0.0009807982710787991,-0.0010713399715876401,-0.0016216200341364932,-0.0014836243680550474,0.0005818064687177294,-0.0002481664076558392,-0.0012216207829990882,-0.0011309098213852634,-0.001691440594898757,-0.0010682204591086959,0.00019494159067484022,0.0006847065386095497,0.0001866046039541736,0.0015657341198190068,0.0016085009151406992,0.001488591972657266,0.00041711419855330553,-0.000992648575354843,-0.002434230486312526,-0.0009920193031036021,0.0007491541312904213,0.0020967500970229306,0.0007666087273360316,0.002969549622693987,-0.00015591273883516045,0.00013507503973967134,-9.793686431123928e-05,0.0008824642256098834,0.0015784879404927895,0.003211164202108548,-0.002614207776025151,-0.0004265583977377031,0.0019301718114865616,-0.001233676121667052,0.0012986296448911762,0.0011274729484608522,0.0014454424552237718,0.0022434300232179135,0.003044876793773203,0.0007328908082681861,0.002506586334753122,-1.7373083791992826e-05,0.003387793495931504,0.003183640617270949,0.0011191427553099123,0.0008571111127297261,0.0011802202308111643,-0.0003523803435839743,0.0017923247255756246,0.0020269448263386556,0.0018079723783278997,0.00037191701174945827,-0.0006424274350782142,-0.002273281385018254,0.0013370090836683556,0.0008893023446890749,0.0001786254949420486,0.0008329507407979439,0.002122995173154105,0.003229247038504604,0.00022626500251401383,0.0010060411922824587,-0.00019321060872674097,0.0007330217068860436,0.004587213274075554,-0.0021656979343124792,0.0026220920084847094,0.0005461320284806942,0.0001545901340600051,-0.0003778721966444195,0.0011355497853093686,0.0013001337058611527,-0.0025448533205594585,-0.0009258768507223067,0.0013370593663164904,0.00043816129500443614,0.00019213599075792326,-0.0003386925862136346,-0.00018057059245583953,0.0001453602975402124,-0.0011472698989507244,0.0023548673950012644,0.0006705929604605403,0.0009476546541384469,0.0031639615911933892,0.0019084276960431691,0.0023350164025890624,-0.0035841383466967765,-0.0012800771947779192,0.0024018069764130375,0.0043948199680569535,0.0022232362319312337,0.004661456244794977,0.003307445585767258,0.003195876357312257,-0.002467031261007871,-0.0010048130304809286,7.731812316462754e-05,0.000922714375034114,-0.002075389986502696,0.0005708716647235659,0.0001399200463412287,0.0026316760665994624,0.002655115489956555,0.0021209340564224857,0.0010765900577286976,0.0018594403551750376,0.0010831110966460554,0.0009749291016209692,-0.0006771057594993242,0.0033522936140373432,0.001121288074287655,0.0010220300350103366,-7.254409695471951e-05,-0.00014975519419628474,-0.002458086131740641,-0.00200435780775426,-0.00048276274974630207,-0.0009545806636810538,-0.001335575326293724,0.0007726207462198513,-0.000900665880432868,-0.0013159230411999934,0.0021794852314481524,0.002309466875943125,0.0003352507752792494,0.0005457092782289163,0.002416798614571774,-0.0021222767817807246,0.0006145104682477195,0.0006942185264664402,-0.0011212374668158366,-0.001192752382109685,0.0003505623880831292,-0.0012903887678009562,-0.0018716239918525881,-0.0016309385959263343,-0.001808989927183452,-0.002465112028864923,-0.003740085484548686,-0.001085516771667978,-0.0002685165391346521,0.00023628256675358998,-0.0009627694025086136,-0.0011796837026119627,-0.0009662720303065882,0.0005056578819295649,-0.005298662556718487,0.0012992036769108866,0.0017606848113047948,-3.849170297476192e-05,-0.001097237911123249,-0.00042418851928144725,0.0004185024668010436,-0.0003374517553675162,-0.0015130207499528252,-0.0007257545603132198,-0.003611978302203911,-0.0015419120485797005,-0.0013149729117087675,-0.0016332663621505608,-0.0006574492185463846,-0.0013795096490955532,0.000671953765194561,-0.0013507700252167346,-4.830838304970451e-05,-0.0017555292634782059,-0.0013999624066437066,0.0005408131935190338,-0.0033423100010695097,-0.0016062360665154074,0.0008258831118617113,0.000864579572118808,6.238025845676818e-05,-0.002373045256748426,-0.003325256356401342,0.0010681794370163203,-0.0038702800311296534,0.0015446949681070848,0.0009740012612721429,0.0027128687165431445,-6.921777787255701e-05,0.0011402033717876374,0.000827807683424836,0.0006517116001682273,0.0017957315163982918,0.0007967253705601568,0.001087498298769726,0.001610743454620433,0.00013565178549133734,-0.0008366748282333514,0.00043470078772810865,0.001595171498251623,-0.0002962905497893392,0.0017842642455080419,0.0010653450953337143,0.0009402425524751469,2.537828022321843e-05,0.0015279056826676021,-0.0007778145431354582,0.0021340743915272903,0.001057166220714342,0.0012299877908904246,0.002422989757524175,0.001046874366479103,0.0008909952490384281,0.0005700164421236607,0.0008298962647349954,0.0014487745645884837,0.0018196067777737396,-0.0004929461291160152,0.0027962425977262947,0.0024528774568100065,0.00203636182936279,0.0005684436023825677,0.0010849681573396226,0.0007869652010743738,0.0006309662789924276,0.00047818823542415245,0.002103499837429284,0.0009213340905947159,0.002565987823383636,0.0007970068910648639,4.73377875354841e-05,0.00011902328805592495,-0.0012995970609146123,0.0014423204395438058,0.00021893888994899233,-0.0022355957345878558,0.0005204927564833281,0.0011068375026989069,0.0016452079075693904,-0.00012028513335917367,-0.0014191026642816963,0.002387706265159781,0.0033829969448862704,-0.0005208276701429608,0.001654265272244776,-0.0004715932207354037,0.0006660884241221709,0.0005141739220080608,-0.0010239371842400596,-1.1517216439024536e-06,0.0009229209473396964,-0.0012278123630186097,-0.0014079543671469802,-0.0015008967518433055,-0.0011051082961185225,-0.0005604545542518661,-0.001975439530224213,-0.002259370690351271,-0.001009054302104091,-0.0022166187269099477,-3.857972148655521e-05,-0.00145555265016223,-0.00026638253162228565,0.0010239287027002306,0.0011786144241709342,0.0009089253514176761
unassign,1,5.0540112327247154e-05,0.0,-0.0027273386819623305,0.000890946299102134,-0.0017337919217881343,-0.0013325545622694453,-0.0008536681545902333,0.0012772691209982582,0.0009830222134599048,0.0009663153309936351,0.002425932933463905,0.0035824558609489467,-3.1466617977823055e-05,0.0010447706169286412,0.0009411669504800703,0.00034884638580944373,-0.00013351486301910095,-0.0003249457542891681,-0.0010210244666738694,-0.0006237125900734173,-0.0007853461244362019,0.0001889949455480411,0.0008897843630780484,-0.0021188261034826815,0.0011444614210980287,-0.00043439046679769977,-0.001573615234397236,0.001766031095518589,0.00021067224524937126,-0.0012970275499594416,0.0018174301114078472,0.0032567482274941306,0.0009266475044830538,0.0027231246268778955,0.0012387886432019312,0.001079182082603864,-0.002593893440363678,0.0003703377886646199,0.002092782851935898,0.0013446029755094606,-0.0011776823254729596,0.002394089852873673,0.0006549030979479865,0.0016426611239787727,0.0014856129201781447,-0.0015411646339017631,-0.0013423207604216475,0.0008770504062593213,0.0015531311676581024,0.002547476145611115,-0.0006701392965671515,-0.0011947903638566508,0.0020851952171942545,0.0027498626249853942,-0.000858668248853119,0.0004112018294731175,2.9031533968783235e-05,-0.0013799492306469637,0.00034456506553924614,0.0018478358273874209,0.00014303108263048043,-0.0006660509816921071,0.0026414322982168687,-0.0018056523598915049,-0.0003639890878149258,0.0007559095332097921,0.0018863001455883394,0.000532588794063742,-0.001373517299885136,-0.0032826592640252004,-0.003085697419287911,-0.00020929481086767303,0.0014207626213269349,-0.0015129521354781573,0.00023382403371830532,0.0020791958570078027,-0.00015578659360971291,-0.0013747156789969146,0.002315240007464199,0.0005207413495649498,0.0006912457569435537,0.0019130217476497078,-0.001635615441416655,0.00046360929312631567,0.0010113734102552927,-0.0015419793935436369,0.0005259223660303402,-7.508596002973368e-05,0.003472716066038785,0.0013588687321825746,-0.0006488678175921126,-0.0019443518505864418,-0.0007105322570314118,-0.0008956291071645033,0.0030280165639807095,0.0025195287605704925,0.001974741343557521,0.002900605475360112,0.002142145617090215,-0.0004254780030214971,-0.0024460496473875833,0.0007705835691441125,0.0005983966183200067,0.0018906073790931122,-0.0007363922866463268,0.0010182334063306697,0.003401831853111588,0.0006213732181484442,-0.0009674175942248081,0.001091666732024409,0.002193472824731111,0.0032278060388375796,0.0015947866385313443,0.0007552547858341163,0.003996947306857234,0.0014633118031853675,0.0024514107605388556,0.0015543577319693835,0.0005439283402783621,0.003169608491760441,0.0017623362137386101,-0.0003219971063895561,0.0011465141759124619,0.0011651418541192007,0.0024538659643648744,0.00032182210850148913,0.00246330962836473,-0.0036864263254172886,-0.0005197887701464607,-0.000306693516641568,0.0005193574856944072,0.0009840922852352068,0.00025843320181758724,-8.882579887110977e-05,0.00014103452019034225,-5.129050125160334e-05,-0.0016110475635753923,-0.0007666774069194337,0.0002047840818195396,-0.0024727338329338486,0.0017390088524542138,-0.00013809128307644948,0.002240766722308454,-0.0003040084325676782,-4.870317936548097e-05,-0.0002894514208896347,-0.003156969983721839,-0.0009149180829892364,-0.0017254485397765512,0.000510260073877755,-3.97990420572543e-05,-0.0008915974902473085,7.125685462207764e-06,-5.0542608009401654e-05,-0.0007393719621172372,0.0005664703868694095,6.878184932993886e-05,0.0012736474611883932,0.0018714077152377304,0.0033373279787073684,0.003863958641663425,-0.0006578935060638139,-2.444862554757001e-05,0.0022969056722921613,0.0015385478016718202,0.0011079841203036071,0.0010307643147029616,0.0006842893414968389,0.0021252279602223087,-0.0027698168283839383,4.455220050852985e-05,0.0009172211100524894,-0.0006073513209096067,0.0004313064036943125,-0.000630567730361953,-0.0008270204777063547,0.0014322025466026948,0.002754920693502392,0.0027092818022085097,0.0014230915974068818,-5.363617886245738e-05,-7.630485356572595e-05,-0.00026873365814011706,0.0010675446969821993,0.002484174854655951,0.0017756211565719054,0.0015138324422708609,-0.0005141024457308868,0.001061685135056874,-0.001958712773977567,-0.0007543697222124942,-0.001684752970998139,0.001215249921364796,-0.0006294245765341986,0.0023010436070617056,-0.0006165666007404865,0.0010216494223354352,0.0016407434348075162,0.0008533622786377159,-0.0007192426126939215,-0.0010874265922349502,0.0004622004790358456,-0.0027754984348543356,-0.00022348681598582417,0.0024681690581917705,-0.0011436700225388417,-0.002500902474800951,-0.003419122410310963,-0.0021565102911791853,-0.0033774541347746955,-0.0027726679516056254,-0.001578230661030033,-0.003651662187393541,-0.001986449402190366,0.0011917862166099546,-0.000725341109190755,-0.0003954616326680511,-0.0031923901645348977,-0.001419182473149483,-0.0005261245662386716,0.0003343307526666433,-0.0013797815267356092,-0.00289522336145549,-0.0003684852275197663,-7.293569014411103e-05,0.00018996795629509425,-0.0014205142211232654,-0.0009048481402207478,-0.0002413678668420987,-0.0016440046095403615,-0.00239739782701893,-0.0006473933345333285,-0.001836310196883365,-0.0028663654003434668,-0.0052357854849894,0.00021562694917510395,0.0021715356435046984,0.00044771109225513143,-0.0007507146233193805,0.00027054562482593743,-0.0015071564824956489,-0.0015645161071498057,0.00023237421417926713,-0.0016712070597883458,-0.002200519306133706,-0.0021706174621064396,-0.0026640532366920024,-0.001321714421304936,-0.0007387623510692165,-0.0029884783815970995,-0.0002150752571989057,0.0006715771069482734,3.8110247757369755e-05,0.0008101164683701375,0.000931628947342033,0.0007919403841601394,0.0015595526728979256,-0.0010121822271853312,0.0021003446739584117,0.0012678527091011674,0.00025851310232836744,0.000511325613565374,0.0009709358048454926,0.0005863481627063293,0.001364111093309959,0.000486238626956817,0.0021351319966615785,0.00301153542377014,0.0010181536266309495,0.0011780184895215278,0.0023627419867021026,0.0011272912766122848,-0.00022910253529070105,-0.0004249357663054193,0.003038152985325697,0.0019998098281800614,0.0024254999990310313,0.0007802562601175163,-0.00036957445252122715,0.0008573373783710215,0.0017681675148600062,-0.0011233813183542927,0.0013478178854264182,0.0022632753066763713,0.0018932717460236777,0.002259333903476183,0.00298287029527545,0.0022528802735439285,0.0031197101258503604,0.0008977607255887299,0.00326901994431822,0.003116248346775153,0.004104247284534645,0.0023020135205494723,0.0032136327429224815,0.0025971602405346376,-0.00028363080543807143,0.002060736609134813,0.0007340721330009465,-0.0010194754221757077,0.0025887493957389065,0.0013960952082235978,-7.411019426205347e-05,-3.206210795411311e-06,0.0019008723259246836,0.0021307930032786046,0.002155056972468006,-0.001551113566239287,0.000844538747949556,0.00030103220254127896,0.00045154544223644774,0.003235014782450243,0.0008189891589984482,0.0002709030302911827,0.0007422644283129206,0.0007135762212874206,0.0011504393190193915,0.0009364879819456048,-0.0010970536167297415,-0.00041696327897369133,-0.003115967621263357,0.000539610657779824,0.00015190136789802934,-0.0030583320640673395,-0.0003714673651243531,0.0012237251061859382,-0.0012110074578017428,-0.0002889625401356996,-0.0009739808421825414,0.0006197136312145195,0.0019837134146968548,-0.0010864486747890684,-0.0007017551520554475
unassign,2,-0.0016148552411041851,-0.0027273386819623305,0.0,-0.0012827012421177913,-0.0006814315789573412,0.0007541586981413858,-0.00018448889403849361,-0.0009813148282571795,-0.0017634041624449105,-0.0022581943745057713,0.0022787712520143176,0.003132542216751613,0.00274921059018833,0.0032059316594672646,-0.001221629417979622,0.0010457132238152129,-0.0012420218396613197,0.0014630890896943612,-0.001873476487189285,-0.00026054153330386037,-0.0010808620411420836,0.001038550660715593,-0.0008449433068138479,-0.0007663284511014932,0.0019246547680946589,-0.001284501752495858,-0.0017424330122127638,0.0017971902419551948,0.0020265237993835937,0.0014191974691013882,0.0007860171694541907,0.0005240389073221527,-0.0014889739372021986,0.0013285513510864744,0.0006068183868097434,-7.212964094865796e-05,-0.002590932658453871,-0.002040321811713496,-0.0010550277281064602,0.0008445389661927055,-0.0014686894663121953,0.0008352932666851291,-0.00010666875659452836,0.0003394873811814738,0.0013087033668547558,-0.0023324284205630884,-0.0018442017485113277,-0.00010730369289853344,0.0020527475153670517,0.002720932093527238,0.00037672173392320357,-0.000612178457990862,0.0014823500496019488,0.0019304086385072367,4.6298656833770604e-05,-0.0009814873543428687,-0.001598734298288259,7.344702422137236e-05,-0.0006595660709366151,0.0016692037252721808,0.0016457095762586326,-4.7549350852301085e-05,0.0007480345448995262,-0.0018130200504796281,0.000633246493192977,0.0032136194373831475,0.002811735698164229,-1.2125103670892797e-06,-0.0013681713334247514,-0.0023492580664203453,-0.0008983636511607124,0.00017989077987923374,0.0007835099225125121,0.0011060009745691162,0.0010868479519310287,0.0011464805999595604,-0.0002453027075134173,-0.0013045517556777614,0.000205895402116968,0.00028258060507762396,-0.0003167574920233502,0.0029427426955475427,-0.0014663348420758415,0.0015539021320587296,0.002621842466517659,0.0011335604448010116,0.0005543736461837925,-0.0018683944939324611,0.0019572895186485374,0.0005408092124316421,-0.00040460894272806747,0.0003345851968304354,-0.00012297016857819136,-0.002499969120112951,0.0020885844963482417,0.000752752907411457,0.0013710583047251406,0.001546884821898918,0.0011361870014320176,-0.0012356996685174463,-0.0014344258033382252,0.0016690279834748697,0.0011212565829852854,-0.0007999341230822905,-0.0013616642158209614,-0.0015362332451710837,0.0016522995090996933,-0.0002327005222327233,-0.0007364961747486897,0.000994665220727457,0.0005388334226785178,0.000543601634695961,0.0008244761283675917,0.0004214516129901668,0.0021788838852604435,0.0012195129736424879,0.0007465087581224163,-0.0016487988949126537,0.001563992876064772,0.0009527468374877669,0.00045548360660510465,-0.000637180380417715,-0.0013498193263897463,-0.0021578068418768004,0.0011386295615019224,0.0010270951868848806,0.0009810681070345766,-0.0004769609103139861,-0.0008419643855668893,0.0007622878314853837,0.0018484581183828715,0.0015129471892106018,0.0010017880437550577,-0.00034428529868760677,-0.000945323495292895,0.002106388287280167,-5.522690206896403e-06,-0.0013144833118335,-0.00171315588966564,-0.0007798735913971225,0.00095242477462446,-5.26362891043378e-06,0.0015350591347836852,0.0016084763307331557,-0.0010659878060904557,-0.0022077739977711315,-0.0008745003524663227,-0.0008008754715904851,0.00021003411454270676,0.0011885497017152457,0.0005940041989461086,0.0012196520151746256,0.001945173445717944,0.0013030075356216576,0.0024042727100275878,0.0019890374854526416,0.0020198080719225973,0.0022999518404077587,0.0005668561891997677,0.0019340484311958334,0.0029663917155636397,0.0010666980782240336,0.001513216118003823,0.002604051867083303,0.00025519456793488704,0.002491444039465129,0.00103349869174434,0.0012836240773273543,0.0017944398418468484,-0.0001144888318007563,0.0006812316338802796,0.0017119848245272214,0.00034743588286227504,0.0009464841368052503,-1.2617145625008473e-05,-0.0006060178203073944,0.0010702180089198399,0.0011656242391841793,0.0019351184270586935,0.0010917746343163542,-0.0011361894150256713,-0.00021591387089559425,0.0008879050892543841,-0.0004610881850679592,0.000655516492236135,0.001526522243613959,0.001067484861067206,0.002216231413031218,0.0023550501733866987,-0.00028430751830740023,0.0009475942573680484,-0.0008695670609158486,0.000523232476457663,0.0005858117156393103,0.0006042315604977972,-0.00039948431283244867,0.0019827741302360564,0.0024644930723241288,0.0009699331268692144,0.00037586430519016725,0.0006599773717093922,-0.00010559095255834731,-0.001145334153464796,-0.0009361308461317474,0.0011127213670538358,-0.0004922398346360515,-0.0017263370141030918,-0.0002631974784720945,-0.0019758869841514475,-0.0003574611496738701,-0.0014884927790909076,-0.0006286701885903727,-0.001772060716872346,-0.00038901326874088795,0.0013688873952634507,5.030737583407926e-05,0.0007468112370072615,0.0003415336237748092,-0.0006249173161136515,-0.0010364411409204551,0.001655862096334057,0.0014662115680740407,-0.0013051674473558848,-0.0020233960086750787,-0.00018635596671626666,0.0013028559263558411,-0.00023987223207648235,0.00235154794332362,-0.0003041356221753169,5.943597790763169e-05,-0.0020963052234711016,-4.6450900117550745e-07,-0.0010125619804504712,-0.0006135198230800965,-0.004302324065081954,0.0005412158280010213,0.0023172119928936644,0.00010845557073036579,0.0005886838745782671,6.590570802007032e-05,-0.0004782103228945947,7.680549671214877e-05,-0.00044499678452566044,0.00023308411542260384,-0.0004568149625458949,-0.0017067704140198642,-0.001612090546000254,-0.0009440722724383626,0.0007514399289598842,-0.0014667814570388173,0.0005132492005001046,0.0009639441134512829,-0.0013833219102397623,0.0015002569687041988,0.001010677107800184,0.0017422825711965052,0.002186597419057457,0.0016402117887824098,0.0023566653074035705,0.0019033904341103091,0.0001833370643641086,0.00017733374121169058,0.0007800912855358324,-0.0004006852365133693,0.002748181878947688,0.0015909908572693551,0.0013571564197201987,0.003385587157133948,0.0003021305864697646,-0.0014993044439375522,0.002646368682743654,0.001038572796758673,0.0003076784550901567,-0.0007752582998539097,0.0022178763261153788,0.0009569962599027144,0.0014703843305499025,-0.0014417580299230998,-0.001433168599752039,0.00013098216999664737,0.0005656779139680086,-0.00048538332568546404,0.0007866627001755367,0.0013588845212702141,0.001356922304809498,0.0014301063366813074,0.0032334440130315427,0.0016465066056778929,0.0027446458792657748,0.0008900102026815123,0.003363024127718477,0.004177126830730344,0.0038236531339437326,0.0021673403520540697,0.003000481101647169,0.002110402951217554,-0.000278249435556878,0.0026290843640743434,0.0003588822148440389,0.0003286982585602631,0.0010679507900381389,0.0007194451959526565,-0.0008920292004489459,0.00048757626278351346,-0.000730468227634762,-0.00028572590367863357,0.0017561247862938703,9.481084312450386e-05,0.0008092441139236444,-0.0006977578526814862,0.001330223085036378,0.0009464375334433814,0.001616973997694821,0.00181649454638613,-2.620826377771167e-05,0.003109764375320527,0.0008237469413129055,0.0017404910869192318,0.000965935933439635,0.00043394677646809235,-0.001539332106444673,-0.00023931866808551307,0.0008479876535697187,-0.0020182640332771077,0.0006953403824880692,-0.00045604951972660077,-0.0013709323079232447,-0.0015021835024378006,-0.0010186139432521786,-0.00028577704932535025,0.0005681925046779722,0.0011335991539214016,-0.0015383957728327543
