,test_task,train_task,Mean,Std
0,mem,mixed,0.7890625000000001,0.08222288415381347
1,mem,motor,0.709357638888889,0.0911829147925539
2,mixed,mem,0.70140625,0.1199096339436494
3,mixed,motor,0.7029166666666667,0.12199356316323734
4,motor,mem,0.6880034722222222,0.1292054886508651
5,motor,mixed,0.7719444444444444,0.12081659252760919
