train_task,test_task,sub,acc
mixed,motor,MSC01,0.35500000000000004
mixed,mem,MSC01,0.4250000000000001
motor,mixed,MSC01,0.49499999999999994
motor,mem,MSC01,0.605
mem,mixed,MSC01,0.5249999999999999
mem,motor,MSC01,0.6500000000000001
mixed,motor,MSC02,0.53
mixed,mem,MSC02,0.6500000000000001
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.6100000000000001
mem,motor,MSC02,0.6300000000000001
mixed,motor,MSC03,0.5700000000000001
mixed,mem,MSC03,0.48500000000000004
motor,mixed,MSC03,0.45999999999999996
motor,mem,MSC03,0.4749999999999999
mem,mixed,MSC03,0.5
mem,motor,MSC03,0.49000000000000005
mixed,motor,MSC04,0.40499999999999997
mixed,mem,MSC04,0.44499999999999995
motor,mixed,MSC04,0.475
motor,mem,MSC04,0.4149999999999999
mem,mixed,MSC04,0.5249999999999999
mem,motor,MSC04,0.52
mixed,motor,MSC05,0.655
mixed,mem,MSC05,0.505
motor,mixed,MSC05,0.51
motor,mem,MSC05,0.5
mem,mixed,MSC05,0.41500000000000004
mem,motor,MSC05,0.595
mixed,motor,MSC06,0.33
mixed,mem,MSC06,0.555
motor,mixed,MSC06,0.51
motor,mem,MSC06,0.515
mem,mixed,MSC06,0.675
mem,motor,MSC06,0.34500000000000003
mixed,motor,MSC07,0.655
mixed,mem,MSC07,0.37
motor,mixed,MSC07,0.505
motor,mem,MSC07,0.505
mem,mixed,MSC07,0.47000000000000003
mem,motor,MSC07,0.56
mixed,motor,MSC10,0.735
mixed,mem,MSC10,0.45499999999999996
motor,mixed,MSC10,0.395
motor,mem,MSC10,0.53
mem,mixed,MSC10,0.53
mem,motor,MSC10,0.5250000000000001
