train_task,test_task,train_sub,test_sub,acc,spec,sen
semantic,mem,MSC05,MSC10,0.585,1.0,0.17
motor,glass,MSC05,MSC10,0.5549999999999999,0.9100000000000001,0.2
motor,semantic,MSC05,MSC10,0.5599999999999998,0.9100000000000001,0.20999999999999996
motor,mem,MSC05,MSC10,0.65,0.9100000000000001,0.38999999999999996
mem,glass,MSC05,MSC10,0.8950000000000001,0.9000000000000001,0.8900000000000002
mem,semantic,MSC05,MSC10,0.75,0.9000000000000001,0.5999999999999999
mem,motor,MSC05,MSC10,0.8950000000000001,0.9000000000000001,0.8900000000000002
glass,semantic,MSC06,MSC01,0.6166666666666667,1.0,0.23333333333333328
glass,motor,MSC06,MSC01,0.5666666666666667,1.0,0.13333333333333333
glass,mem,MSC06,MSC01,0.688888888888889,1.0,0.3777777777777777
semantic,glass,MSC06,MSC01,0.755,1.0,0.51
semantic,motor,MSC06,MSC01,0.8049999999999999,1.0,0.6100000000000001
semantic,mem,MSC06,MSC01,0.775,1.0,0.55
motor,glass,MSC06,MSC01,0.8399999999999999,0.8,0.8800000000000001
motor,semantic,MSC06,MSC01,0.8800000000000001,0.8,0.96
motor,mem,MSC06,MSC01,0.8700000000000001,0.8,0.9400000000000001
mem,glass,MSC06,MSC01,0.605,1.0,0.21000000000000002
mem,semantic,MSC06,MSC01,0.8850000000000001,1.0,0.77
mem,motor,MSC06,MSC01,0.7949999999999999,1.0,0.5900000000000001
glass,semantic,MSC06,MSC02,0.5277777777777778,1.0,0.05555555555555555
glass,motor,MSC06,MSC02,0.5,1.0,0.0
glass,mem,MSC06,MSC02,0.5055555555555555,1.0,0.011111111111111112
semantic,glass,MSC06,MSC02,0.6,0.99,0.21000000000000002
semantic,motor,MSC06,MSC02,0.5,0.99,0.01
semantic,mem,MSC06,MSC02,0.575,0.99,0.15999999999999998
motor,glass,MSC06,MSC02,0.7649999999999999,0.97,0.5599999999999999
motor,semantic,MSC06,MSC02,0.825,0.97,0.6799999999999999
motor,mem,MSC06,MSC02,0.865,0.97,0.76
mem,glass,MSC06,MSC02,0.6300000000000001,1.0,0.25999999999999995
mem,semantic,MSC06,MSC02,0.665,1.0,0.32999999999999996
mem,motor,MSC06,MSC02,0.5449999999999999,1.0,0.09
glass,semantic,MSC06,MSC03,0.5555555555555556,1.0,0.1111111111111111
glass,motor,MSC06,MSC03,0.5,1.0,0.0
glass,mem,MSC06,MSC03,0.5222222222222221,1.0,0.044444444444444446
semantic,glass,MSC06,MSC03,0.52,0.9700000000000001,0.07
semantic,motor,MSC06,MSC03,0.53,0.9700000000000001,0.09
semantic,mem,MSC06,MSC03,0.5599999999999999,0.9700000000000001,0.15
motor,glass,MSC06,MSC03,0.73,0.8,0.6599999999999999
motor,semantic,MSC06,MSC03,0.7999999999999998,0.8,0.8
motor,mem,MSC06,MSC03,0.825,0.8,0.8500000000000002
mem,glass,MSC06,MSC03,0.505,1.0,0.01
mem,semantic,MSC06,MSC03,0.76,1.0,0.5199999999999999
mem,motor,MSC06,MSC03,0.585,1.0,0.16999999999999998
glass,semantic,MSC06,MSC04,0.6,1.0,0.2
glass,motor,MSC06,MSC04,0.5611111111111111,1.0,0.1222222222222222
glass,mem,MSC06,MSC04,0.5111111111111111,1.0,0.022222222222222223
semantic,glass,MSC06,MSC04,0.72,1.0,0.44000000000000006
semantic,motor,MSC06,MSC04,0.6700000000000002,1.0,0.33999999999999997
semantic,mem,MSC06,MSC04,0.5549999999999999,1.0,0.10999999999999999
motor,glass,MSC06,MSC04,0.9249999999999998,0.8800000000000001,0.97
motor,semantic,MSC06,MSC04,0.8549999999999999,0.8800000000000001,0.8300000000000001
motor,mem,MSC06,MSC04,0.9149999999999998,0.8800000000000001,0.95
mem,glass,MSC06,MSC04,0.89,1.0,0.78
mem,semantic,MSC06,MSC04,0.8099999999999999,1.0,0.62
mem,motor,MSC06,MSC04,0.6349999999999999,1.0,0.27
glass,semantic,MSC06,MSC05,0.6277777777777778,1.0,0.25555555555555554
glass,motor,MSC06,MSC05,0.6611111111111112,1.0,0.3222222222222222
glass,mem,MSC06,MSC05,0.6222222222222222,1.0,0.24444444444444446
semantic,glass,MSC06,MSC05,0.56,1.0,0.12000000000000002
semantic,motor,MSC06,MSC05,0.6,1.0,0.2
semantic,mem,MSC06,MSC05,0.7,1.0,0.4
motor,glass,MSC06,MSC05,0.595,1.0,0.19
motor,semantic,MSC06,MSC05,0.865,1.0,0.73
motor,mem,MSC06,MSC05,0.865,1.0,0.7299999999999999
mem,glass,MSC06,MSC05,0.5349999999999999,1.0,0.06999999999999999
mem,semantic,MSC06,MSC05,0.7050000000000001,1.0,0.41
mem,motor,MSC06,MSC05,0.6900000000000001,1.0,0.38
glass,semantic,MSC06,MSC07,0.5666666666666667,1.0,0.13333333333333333
glass,motor,MSC06,MSC07,0.6611111111111111,1.0,0.3222222222222222
glass,mem,MSC06,MSC07,0.5666666666666668,1.0,0.13333333333333336
semantic,glass,MSC06,MSC07,0.845,0.95,0.74
semantic,motor,MSC06,MSC07,0.7050000000000001,0.95,0.45999999999999985
semantic,mem,MSC06,MSC07,0.7899999999999999,0.95,0.6300000000000001
motor,glass,MSC06,MSC07,0.745,0.72,0.77
motor,semantic,MSC06,MSC07,0.8400000000000001,0.72,0.9600000000000002
motor,mem,MSC06,MSC07,0.8150000000000001,0.72,0.9099999999999999
mem,glass,MSC06,MSC07,0.9099999999999999,0.97,0.85
mem,semantic,MSC06,MSC07,0.9549999999999998,0.97,0.9400000000000001
mem,motor,MSC06,MSC07,0.8049999999999999,0.97,0.6399999999999999
glass,semantic,MSC06,MSC10,0.7333333333333334,1.0,0.46666666666666656
glass,motor,MSC06,MSC10,0.6611111111111111,1.0,0.3222222222222222
glass,mem,MSC06,MSC10,0.8333333333333335,1.0,0.6666666666666666
semantic,glass,MSC06,MSC10,0.8349999999999997,0.99,0.6799999999999999
semantic,motor,MSC06,MSC10,0.6900000000000001,0.99,0.39
semantic,mem,MSC06,MSC10,0.805,0.99,0.62
motor,glass,MSC06,MSC10,0.765,0.65,0.8800000000000001
motor,semantic,MSC06,MSC10,0.725,0.65,0.8
motor,mem,MSC06,MSC10,0.8150000000000001,0.65,0.9800000000000001
mem,glass,MSC06,MSC10,0.8800000000000001,1.0,0.7599999999999999
mem,semantic,MSC06,MSC10,0.8399999999999999,1.0,0.68
mem,motor,MSC06,MSC10,0.8099999999999999,1.0,0.6199999999999999
glass,semantic,MSC07,MSC01,0.8450000000000001,1.0,0.69
glass,motor,MSC07,MSC01,0.6250000000000002,1.0,0.25
glass,mem,MSC07,MSC01,0.6100000000000001,1.0,0.21999999999999997
semantic,glass,MSC07,MSC01,0.5850000000000001,1.0,0.17000000000000004
semantic,motor,MSC07,MSC01,0.595,1.0,0.19
semantic,mem,MSC07,MSC01,0.5399999999999999,1.0,0.07999999999999999
motor,glass,MSC07,MSC01,0.63,0.33999999999999997,0.9199999999999999
motor,semantic,MSC07,MSC01,0.585,0.33999999999999997,0.8300000000000001
motor,mem,MSC07,MSC01,0.625,0.33999999999999997,0.9099999999999999
mem,glass,MSC07,MSC01,0.875,1.0,0.75
mem,semantic,MSC07,MSC01,0.99,1.0,0.9800000000000001
mem,motor,MSC07,MSC01,0.86,1.0,0.72
glass,semantic,MSC07,MSC02,0.62,1.0,0.24
glass,motor,MSC07,MSC02,0.5,1.0,0.0
glass,mem,MSC07,MSC02,0.5,1.0,0.0
semantic,glass,MSC07,MSC02,0.5499999999999999,1.0,0.09999999999999999
semantic,motor,MSC07,MSC02,0.5,1.0,0.0
semantic,mem,MSC07,MSC02,0.51,1.0,0.02
motor,glass,MSC07,MSC02,0.59,0.39,0.7900000000000001
motor,semantic,MSC07,MSC02,0.5549999999999999,0.39,0.7199999999999999
motor,mem,MSC07,MSC02,0.645,0.39,0.9
mem,glass,MSC07,MSC02,0.59,1.0,0.18
mem,semantic,MSC07,MSC02,0.78,1.0,0.5599999999999999
mem,motor,MSC07,MSC02,0.6550000000000001,1.0,0.30999999999999994
glass,semantic,MSC07,MSC03,0.595,1.0,0.19
glass,motor,MSC07,MSC03,0.5,1.0,0.0
glass,mem,MSC07,MSC03,0.51,1.0,0.02
semantic,glass,MSC07,MSC03,0.5,1.0,0.0
semantic,motor,MSC07,MSC03,0.5,1.0,0.0
semantic,mem,MSC07,MSC03,0.5,1.0,0.0
motor,glass,MSC07,MSC03,0.7100000000000001,0.8099999999999999,0.6100000000000001
motor,semantic,MSC07,MSC03,0.7649999999999999,0.8099999999999999,0.72
motor,mem,MSC07,MSC03,0.8499999999999999,0.8099999999999999,0.8900000000000002
mem,glass,MSC07,MSC03,0.595,0.9500000000000002,0.24
mem,semantic,MSC07,MSC03,0.72,0.9500000000000002,0.48999999999999994
mem,motor,MSC07,MSC03,0.6950000000000001,0.9500000000000002,0.44000000000000006
glass,semantic,MSC07,MSC04,0.6,1.0,0.2
glass,motor,MSC07,MSC04,0.5,1.0,0.0
glass,mem,MSC07,MSC04,0.5,1.0,0.0
semantic,glass,MSC07,MSC04,0.5,1.0,0.0
semantic,motor,MSC07,MSC04,0.5,1.0,0.0
semantic,mem,MSC07,MSC04,0.5,1.0,0.0
motor,glass,MSC07,MSC04,0.7699999999999999,0.89,0.6500000000000001
motor,semantic,MSC07,MSC04,0.595,0.89,0.3
motor,mem,MSC07,MSC04,0.8049999999999999,0.89,0.72
mem,glass,MSC07,MSC04,0.5999999999999999,1.0,0.19999999999999998
mem,semantic,MSC07,MSC04,0.76,1.0,0.5199999999999999
mem,motor,MSC07,MSC04,0.5800000000000001,1.0,0.16
glass,semantic,MSC07,MSC05,0.5,1.0,0.0
glass,motor,MSC07,MSC05,0.5,1.0,0.0
glass,mem,MSC07,MSC05,0.5,1.0,0.0
semantic,glass,MSC07,MSC05,0.5,1.0,0.0
semantic,motor,MSC07,MSC05,0.5,1.0,0.0
semantic,mem,MSC07,MSC05,0.5,1.0,0.0
motor,glass,MSC07,MSC05,0.8099999999999999,0.89,0.73
motor,semantic,MSC07,MSC05,0.915,0.89,0.9400000000000001
motor,mem,MSC07,MSC05,0.8350000000000002,0.89,0.78
mem,glass,MSC07,MSC05,0.58,1.0,0.16
mem,semantic,MSC07,MSC05,0.7949999999999999,1.0,0.59
mem,motor,MSC07,MSC05,0.6,1.0,0.2
glass,semantic,MSC07,MSC06,0.505,1.0,0.01
glass,motor,MSC07,MSC06,0.5,1.0,0.0
glass,mem,MSC07,MSC06,0.5,1.0,0.0
semantic,glass,MSC07,MSC06,0.5,1.0,0.0
semantic,motor,MSC07,MSC06,0.5,1.0,0.0
semantic,mem,MSC07,MSC06,0.5,1.0,0.0
motor,glass,MSC07,MSC06,0.6222222222222222,0.8111111111111112,0.4333333333333334
motor,semantic,MSC07,MSC06,0.655,0.8300000000000001,0.48
motor,mem,MSC07,MSC06,0.7649999999999999,0.8300000000000001,0.7
mem,glass,MSC07,MSC06,0.5166666666666666,1.0,0.03333333333333333
mem,semantic,MSC07,MSC06,0.615,1.0,0.23000000000000004
mem,motor,MSC07,MSC06,0.62,1.0,0.24000000000000005
glass,semantic,MSC07,MSC10,0.525,1.0,0.05
glass,motor,MSC07,MSC10,0.5,1.0,0.0
glass,mem,MSC07,MSC10,0.5,1.0,0.0
semantic,glass,MSC07,MSC10,0.5,1.0,0.0
semantic,motor,MSC07,MSC10,0.5,1.0,0.0
semantic,mem,MSC07,MSC10,0.5,1.0,0.0
motor,glass,MSC07,MSC10,0.7999999999999998,0.8800000000000001,0.72
motor,semantic,MSC07,MSC10,0.8049999999999999,0.8800000000000001,0.73
motor,mem,MSC07,MSC10,0.905,0.8800000000000001,0.93
mem,glass,MSC07,MSC10,0.675,0.9000000000000001,0.45
mem,semantic,MSC07,MSC10,0.665,0.9000000000000001,0.43
mem,motor,MSC07,MSC10,0.5249999999999999,0.9000000000000001,0.15
glass,semantic,MSC10,MSC01,0.53,1.0,0.06
glass,motor,MSC10,MSC01,0.5,1.0,0.0
glass,mem,MSC10,MSC01,0.615,1.0,0.23000000000000004
semantic,glass,MSC10,MSC01,0.59,1.0,0.18
semantic,motor,MSC10,MSC01,0.52,1.0,0.04
semantic,mem,MSC10,MSC01,0.7150000000000001,1.0,0.43
motor,glass,MSC10,MSC01,0.5349999999999999,1.0,0.06999999999999999
motor,semantic,MSC10,MSC01,0.5999999999999999,1.0,0.19999999999999998
motor,mem,MSC10,MSC01,0.5499999999999999,1.0,0.09999999999999999
mem,glass,MSC10,MSC01,0.57,1.0,0.14
mem,semantic,MSC10,MSC01,0.595,1.0,0.19
mem,motor,MSC10,MSC01,0.6300000000000001,1.0,0.26
glass,semantic,MSC10,MSC02,0.5,1.0,0.0
glass,motor,MSC10,MSC02,0.5,1.0,0.0
glass,mem,MSC10,MSC02,0.5,1.0,0.0
semantic,glass,MSC10,MSC02,0.5,1.0,0.0
semantic,motor,MSC10,MSC02,0.5,1.0,0.0
semantic,mem,MSC10,MSC02,0.5,1.0,0.0
motor,glass,MSC10,MSC02,0.5149999999999999,1.0,0.030000000000000006
motor,semantic,MSC10,MSC02,0.5499999999999999,1.0,0.09999999999999999
motor,mem,MSC10,MSC02,0.5,1.0,0.0
mem,glass,MSC10,MSC02,0.6199999999999999,1.0,0.24
mem,semantic,MSC10,MSC02,0.6350000000000001,1.0,0.2699999999999999
mem,motor,MSC10,MSC02,0.6900000000000001,1.0,0.38
glass,semantic,MSC10,MSC03,0.5449999999999999,1.0,0.09
glass,motor,MSC10,MSC03,0.5449999999999999,1.0,0.09
glass,mem,MSC10,MSC03,0.7549999999999999,1.0,0.51
semantic,glass,MSC10,MSC03,0.5,1.0,0.0
semantic,motor,MSC10,MSC03,0.5599999999999999,1.0,0.12
semantic,mem,MSC10,MSC03,0.765,1.0,0.53
motor,glass,MSC10,MSC03,0.525,0.9700000000000001,0.08
motor,semantic,MSC10,MSC03,0.6399999999999999,0.9700000000000001,0.30999999999999994
motor,mem,MSC10,MSC03,0.705,0.9700000000000001,0.44000000000000006
mem,glass,MSC10,MSC03,0.5599999999999999,0.9700000000000001,0.15
mem,semantic,MSC10,MSC03,0.74,0.9700000000000001,0.51
mem,motor,MSC10,MSC03,0.7999999999999999,0.9700000000000001,0.63
glass,semantic,MSC10,MSC04,0.5849999999999999,1.0,0.16999999999999998
glass,motor,MSC10,MSC04,0.505,1.0,0.01
glass,mem,MSC10,MSC04,0.5599999999999998,1.0,0.12
semantic,glass,MSC10,MSC04,0.5449999999999999,1.0,0.09
semantic,motor,MSC10,MSC04,0.5,1.0,0.0
semantic,mem,MSC10,MSC04,0.565,1.0,0.13
motor,glass,MSC10,MSC04,0.6049999999999999,1.0,0.20999999999999996
motor,semantic,MSC10,MSC04,0.5499999999999999,1.0,0.09999999999999999
motor,mem,MSC10,MSC04,0.5499999999999999,1.0,0.09999999999999999
mem,glass,MSC10,MSC04,0.6849999999999999,0.9199999999999999,0.45
mem,semantic,MSC10,MSC04,0.6849999999999999,0.9199999999999999,0.45
mem,motor,MSC10,MSC04,0.835,0.9199999999999999,0.7500000000000001
glass,semantic,MSC10,MSC05,0.5,1.0,0.0
glass,motor,MSC10,MSC05,0.5549999999999999,1.0,0.10999999999999999
glass,mem,MSC10,MSC05,0.625,1.0,0.24999999999999994
semantic,glass,MSC10,MSC05,0.5,1.0,0.0
semantic,motor,MSC10,MSC05,0.5449999999999999,1.0,0.09
semantic,mem,MSC10,MSC05,0.575,1.0,0.15
motor,glass,MSC10,MSC05,0.685,1.0,0.37
motor,semantic,MSC10,MSC05,0.63,1.0,0.26
motor,mem,MSC10,MSC05,0.68,1.0,0.36
mem,glass,MSC10,MSC05,0.72,1.0,0.44000000000000006
mem,semantic,MSC10,MSC05,0.8250000000000002,1.0,0.6499999999999998
mem,motor,MSC10,MSC05,0.7250000000000001,1.0,0.45
glass,semantic,MSC10,MSC06,0.5199999999999999,1.0,0.04
glass,motor,MSC10,MSC06,0.5499999999999999,1.0,0.09999999999999999
glass,mem,MSC10,MSC06,0.525,1.0,0.05
semantic,glass,MSC10,MSC06,0.5,1.0,0.0
semantic,motor,MSC10,MSC06,0.5499999999999999,1.0,0.09999999999999999
semantic,mem,MSC10,MSC06,0.525,1.0,0.05
motor,glass,MSC10,MSC06,0.5,1.0,0.0
motor,semantic,MSC10,MSC06,0.5,1.0,0.0
motor,mem,MSC10,MSC06,0.5,1.0,0.0
mem,glass,MSC10,MSC06,0.5,1.0,0.0
mem,semantic,MSC10,MSC06,0.575,1.0,0.15
mem,motor,MSC10,MSC06,0.5549999999999999,1.0,0.10999999999999999
glass,semantic,MSC10,MSC07,0.5,1.0,0.0
glass,motor,MSC10,MSC07,0.5499999999999999,1.0,0.09999999999999999
glass,mem,MSC10,MSC07,0.5,1.0,0.0
semantic,glass,MSC10,MSC07,0.525,1.0,0.05
semantic,motor,MSC10,MSC07,0.5549999999999999,1.0,0.10999999999999999
semantic,mem,MSC10,MSC07,0.5,1.0,0.0
motor,glass,MSC10,MSC07,0.5,1.0,0.0
motor,semantic,MSC10,MSC07,0.5,1.0,0.0
motor,mem,MSC10,MSC07,0.5,1.0,0.0
mem,glass,MSC10,MSC07,0.585,1.0,0.17
mem,semantic,MSC10,MSC07,0.5,1.0,0.0
mem,motor,MSC10,MSC07,0.7150000000000001,1.0,0.43
