train_task,test_task,train_sub,test_sub,acc
semantic,glass,MSC01,MSC02,0.7499999999999999
semantic,motor,MSC01,MSC02,0.48500000000000004
semantic,mem,MSC01,MSC02,0.7899999999999998
glass,semantic,MSC01,MSC02,0.6950000000000001
glass,motor,MSC01,MSC02,0.51
glass,mem,MSC01,MSC02,0.53
motor,semantic,MSC01,MSC02,0.76
motor,glass,MSC01,MSC02,0.7649999999999999
motor,mem,MSC01,MSC02,0.8300000000000001
mem,semantic,MSC01,MSC02,0.6299999999999999
mem,glass,MSC01,MSC02,0.66
mem,motor,MSC01,MSC02,0.445
semantic,glass,MSC01,MSC03,0.49000000000000005
semantic,motor,MSC01,MSC03,0.5449999999999999
semantic,mem,MSC01,MSC03,0.7
glass,semantic,MSC01,MSC03,0.6850000000000002
glass,motor,MSC01,MSC03,0.5599999999999999
glass,mem,MSC01,MSC03,0.755
motor,semantic,MSC01,MSC03,0.82
motor,glass,MSC01,MSC03,0.635
motor,mem,MSC01,MSC03,0.7999999999999999
mem,semantic,MSC01,MSC03,0.64
mem,glass,MSC01,MSC03,0.6
mem,motor,MSC01,MSC03,0.6900000000000001
semantic,glass,MSC01,MSC04,0.705
semantic,motor,MSC01,MSC04,0.5399999999999998
semantic,mem,MSC01,MSC04,0.5900000000000001
glass,semantic,MSC01,MSC04,0.63
glass,motor,MSC01,MSC04,0.51
glass,mem,MSC01,MSC04,0.5399999999999999
motor,semantic,MSC01,MSC04,0.7649999999999999
motor,glass,MSC01,MSC04,0.845
motor,mem,MSC01,MSC04,0.8400000000000001
mem,semantic,MSC01,MSC04,0.6950000000000001
mem,glass,MSC01,MSC04,0.7949999999999999
mem,motor,MSC01,MSC04,0.75
semantic,glass,MSC01,MSC05,0.5349999999999999
semantic,motor,MSC01,MSC05,0.5249999999999999
semantic,mem,MSC01,MSC05,0.5249999999999999
glass,semantic,MSC01,MSC05,0.595
glass,motor,MSC01,MSC05,0.53
glass,mem,MSC01,MSC05,0.535
motor,semantic,MSC01,MSC05,0.7899999999999998
motor,glass,MSC01,MSC05,0.6449999999999999
motor,mem,MSC01,MSC05,0.72
mem,semantic,MSC01,MSC05,0.8400000000000001
mem,glass,MSC01,MSC05,0.5199999999999999
mem,motor,MSC01,MSC05,0.625
semantic,glass,MSC01,MSC06,0.5444444444444445
semantic,motor,MSC01,MSC06,0.5549999999999999
semantic,mem,MSC01,MSC06,0.5700000000000001
glass,semantic,MSC01,MSC06,0.5599999999999998
glass,motor,MSC01,MSC06,0.5499999999999999
glass,mem,MSC01,MSC06,0.5
motor,semantic,MSC01,MSC06,0.6050000000000001
motor,glass,MSC01,MSC06,0.5722222222222222
motor,mem,MSC01,MSC06,0.5
mem,semantic,MSC01,MSC06,0.67
mem,glass,MSC01,MSC06,0.5777777777777777
mem,motor,MSC01,MSC06,0.6950000000000001
semantic,glass,MSC01,MSC07,0.9649999999999999
semantic,motor,MSC01,MSC07,0.8650000000000002
semantic,mem,MSC01,MSC07,0.8400000000000002
glass,semantic,MSC01,MSC07,0.8950000000000001
glass,motor,MSC01,MSC07,0.6399999999999999
glass,mem,MSC01,MSC07,0.605
motor,semantic,MSC01,MSC07,0.9649999999999999
motor,glass,MSC01,MSC07,0.96
motor,mem,MSC01,MSC07,0.74
mem,semantic,MSC01,MSC07,0.885
mem,glass,MSC01,MSC07,0.885
mem,motor,MSC01,MSC07,0.885
semantic,glass,MSC01,MSC10,0.735
semantic,motor,MSC01,MSC10,0.7350000000000001
semantic,mem,MSC01,MSC10,0.78
glass,semantic,MSC01,MSC10,0.665
glass,motor,MSC01,MSC10,0.66
glass,mem,MSC01,MSC10,0.595
motor,semantic,MSC01,MSC10,0.8349999999999997
motor,glass,MSC01,MSC10,0.7849999999999999
motor,mem,MSC01,MSC10,0.8750000000000002
mem,semantic,MSC01,MSC10,0.86
mem,glass,MSC01,MSC10,0.76
mem,motor,MSC01,MSC10,0.7649999999999999
semantic,glass,MSC02,MSC01,0.5
semantic,motor,MSC02,MSC01,0.5
semantic,mem,MSC02,MSC01,0.5
glass,semantic,MSC02,MSC01,0.525
glass,motor,MSC02,MSC01,0.5
glass,mem,MSC02,MSC01,0.5
motor,semantic,MSC02,MSC01,0.5
motor,glass,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,semantic,MSC02,MSC01,0.7649999999999999
mem,glass,MSC02,MSC01,0.755
mem,motor,MSC02,MSC01,0.93
semantic,glass,MSC02,MSC03,0.5
semantic,motor,MSC02,MSC03,0.5
semantic,mem,MSC02,MSC03,0.5
glass,semantic,MSC02,MSC03,0.53
glass,motor,MSC02,MSC03,0.5349999999999999
glass,mem,MSC02,MSC03,0.5599999999999999
motor,semantic,MSC02,MSC03,0.575
motor,glass,MSC02,MSC03,0.7000000000000001
motor,mem,MSC02,MSC03,0.5
mem,semantic,MSC02,MSC03,0.7649999999999999
mem,glass,MSC02,MSC03,0.64
mem,motor,MSC02,MSC03,0.7699999999999999
semantic,glass,MSC02,MSC04,0.5
semantic,motor,MSC02,MSC04,0.5
semantic,mem,MSC02,MSC04,0.5
glass,semantic,MSC02,MSC04,0.5
glass,motor,MSC02,MSC04,0.5
glass,mem,MSC02,MSC04,0.5
motor,semantic,MSC02,MSC04,0.5
motor,glass,MSC02,MSC04,0.5149999999999999
motor,mem,MSC02,MSC04,0.5
mem,semantic,MSC02,MSC04,0.78
mem,glass,MSC02,MSC04,0.985
mem,motor,MSC02,MSC04,0.9899999999999999
semantic,glass,MSC02,MSC05,0.5
semantic,motor,MSC02,MSC05,0.5
semantic,mem,MSC02,MSC05,0.5
glass,semantic,MSC02,MSC05,0.52
glass,motor,MSC02,MSC05,0.605
glass,mem,MSC02,MSC05,0.505
motor,semantic,MSC02,MSC05,0.5449999999999999
motor,glass,MSC02,MSC05,0.59
motor,mem,MSC02,MSC05,0.5
mem,semantic,MSC02,MSC05,0.9299999999999999
mem,glass,MSC02,MSC05,0.915
mem,motor,MSC02,MSC05,0.9649999999999999
semantic,glass,MSC02,MSC06,0.5
semantic,motor,MSC02,MSC06,0.505
semantic,mem,MSC02,MSC06,0.5
glass,semantic,MSC02,MSC06,0.5399999999999999
glass,motor,MSC02,MSC06,0.5
glass,mem,MSC02,MSC06,0.5
motor,semantic,MSC02,MSC06,0.5449999999999999
motor,glass,MSC02,MSC06,0.5
motor,mem,MSC02,MSC06,0.5
mem,semantic,MSC02,MSC06,0.8799999999999999
mem,glass,MSC02,MSC06,0.8833333333333335
mem,motor,MSC02,MSC06,0.905
semantic,glass,MSC02,MSC07,0.575
semantic,motor,MSC02,MSC07,0.505
semantic,mem,MSC02,MSC07,0.51
glass,semantic,MSC02,MSC07,0.5900000000000001
glass,motor,MSC02,MSC07,0.5599999999999999
glass,mem,MSC02,MSC07,0.525
motor,semantic,MSC02,MSC07,0.5
motor,glass,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.5
mem,semantic,MSC02,MSC07,0.9450000000000001
mem,glass,MSC02,MSC07,0.9549999999999998
mem,motor,MSC02,MSC07,0.96
semantic,glass,MSC02,MSC10,0.5
semantic,motor,MSC02,MSC10,0.5
semantic,mem,MSC02,MSC10,0.5
glass,semantic,MSC02,MSC10,0.5349999999999999
glass,motor,MSC02,MSC10,0.525
glass,mem,MSC02,MSC10,0.5
motor,semantic,MSC02,MSC10,0.5
motor,glass,MSC02,MSC10,0.5
motor,mem,MSC02,MSC10,0.5
mem,semantic,MSC02,MSC10,0.8750000000000002
mem,glass,MSC02,MSC10,0.845
mem,motor,MSC02,MSC10,0.905
semantic,glass,MSC03,MSC01,0.5
semantic,motor,MSC03,MSC01,0.51
semantic,mem,MSC03,MSC01,0.5
glass,semantic,MSC03,MSC01,0.5
glass,motor,MSC03,MSC01,0.505
glass,mem,MSC03,MSC01,0.5
motor,semantic,MSC03,MSC01,0.505
motor,glass,MSC03,MSC01,0.5399999999999999
motor,mem,MSC03,MSC01,0.5900000000000001
mem,semantic,MSC03,MSC01,0.51
mem,glass,MSC03,MSC01,0.51
mem,motor,MSC03,MSC01,0.51
semantic,glass,MSC03,MSC02,0.5
semantic,motor,MSC03,MSC02,0.51
semantic,mem,MSC03,MSC02,0.5
glass,semantic,MSC03,MSC02,0.5
glass,motor,MSC03,MSC02,0.505
glass,mem,MSC03,MSC02,0.5
motor,semantic,MSC03,MSC02,0.565
motor,glass,MSC03,MSC02,0.6350000000000001
motor,mem,MSC03,MSC02,0.565
