train_task,test_task,train_sub,test_sub,acc
semantic,glass,MSC01,MSC02,0.5499999999999999
semantic,motor,MSC01,MSC02,0.41500000000000004
semantic,mem,MSC01,MSC02,0.4600000000000001
glass,semantic,MSC01,MSC02,0.595
glass,motor,MSC01,MSC02,0.495
glass,mem,MSC01,MSC02,0.49000000000000005
motor,semantic,MSC01,MSC02,0.7999999999999999
motor,glass,MSC01,MSC02,0.75
motor,mem,MSC01,MSC02,0.5899999999999999
mem,semantic,MSC01,MSC02,0.32499999999999996
mem,glass,MSC01,MSC02,0.305
mem,motor,MSC01,MSC02,0.22000000000000003
semantic,glass,MSC01,MSC03,0.5449999999999999
semantic,motor,MSC01,MSC03,0.565
semantic,mem,MSC01,MSC03,0.5999999999999999
glass,semantic,MSC01,MSC03,0.47000000000000003
glass,motor,MSC01,MSC03,0.55
glass,mem,MSC01,MSC03,0.505
motor,semantic,MSC01,MSC03,0.635
motor,glass,MSC01,MSC03,0.5199999999999999
motor,mem,MSC01,MSC03,0.5900000000000001
mem,semantic,MSC01,MSC03,0.365
mem,glass,MSC01,MSC03,0.5349999999999999
mem,motor,MSC01,MSC03,0.5650000000000001
semantic,glass,MSC01,MSC04,0.5849999999999999
semantic,motor,MSC01,MSC04,0.5499999999999999
semantic,mem,MSC01,MSC04,0.5549999999999999
glass,semantic,MSC01,MSC04,0.42000000000000004
glass,motor,MSC01,MSC04,0.47000000000000003
glass,mem,MSC01,MSC04,0.385
motor,semantic,MSC01,MSC04,0.7300000000000001
motor,glass,MSC01,MSC04,0.6900000000000001
motor,mem,MSC01,MSC04,0.515
mem,semantic,MSC01,MSC04,0.41000000000000003
mem,glass,MSC01,MSC04,0.47000000000000003
mem,motor,MSC01,MSC04,0.40499999999999997
semantic,glass,MSC01,MSC05,0.5449999999999999
semantic,motor,MSC01,MSC05,0.495
semantic,mem,MSC01,MSC05,0.5549999999999999
glass,semantic,MSC01,MSC05,0.525
glass,motor,MSC01,MSC05,0.45000000000000007
glass,mem,MSC01,MSC05,0.595
motor,semantic,MSC01,MSC05,0.635
motor,glass,MSC01,MSC05,0.645
motor,mem,MSC01,MSC05,0.62
mem,semantic,MSC01,MSC05,0.735
mem,glass,MSC01,MSC05,0.575
mem,motor,MSC01,MSC05,0.49499999999999994
semantic,glass,MSC01,MSC06,0.5666666666666667
semantic,motor,MSC01,MSC06,0.5499999999999999
semantic,mem,MSC01,MSC06,0.5
glass,semantic,MSC01,MSC06,0.5349999999999999
glass,motor,MSC01,MSC06,0.5849999999999999
glass,mem,MSC01,MSC06,0.5
motor,semantic,MSC01,MSC06,0.6500000000000001
motor,glass,MSC01,MSC06,0.5833333333333333
motor,mem,MSC01,MSC06,0.5
mem,semantic,MSC01,MSC06,0.65
mem,glass,MSC01,MSC06,0.75
mem,motor,MSC01,MSC06,0.635
semantic,glass,MSC01,MSC07,0.6050000000000001
semantic,motor,MSC01,MSC07,0.5449999999999999
semantic,mem,MSC01,MSC07,0.465
glass,semantic,MSC01,MSC07,0.7599999999999999
glass,motor,MSC01,MSC07,0.615
glass,mem,MSC01,MSC07,0.45
motor,semantic,MSC01,MSC07,0.8149999999999998
motor,glass,MSC01,MSC07,0.57
motor,mem,MSC01,MSC07,0.4600000000000001
mem,semantic,MSC01,MSC07,0.425
mem,glass,MSC01,MSC07,0.495
mem,motor,MSC01,MSC07,0.535
semantic,glass,MSC01,MSC10,0.495
semantic,motor,MSC01,MSC10,0.505
semantic,mem,MSC01,MSC10,0.4750000000000001
glass,semantic,MSC01,MSC10,0.585
glass,motor,MSC01,MSC10,0.51
glass,mem,MSC01,MSC10,0.465
motor,semantic,MSC01,MSC10,0.335
motor,glass,MSC01,MSC10,0.45000000000000007
motor,mem,MSC01,MSC10,0.225
mem,semantic,MSC01,MSC10,0.43500000000000005
mem,glass,MSC01,MSC10,0.5400000000000001
mem,motor,MSC01,MSC10,0.5149999999999999
semantic,glass,MSC02,MSC01,0.5
semantic,motor,MSC02,MSC01,0.5
semantic,mem,MSC02,MSC01,0.5
glass,semantic,MSC02,MSC01,0.5999999999999999
glass,motor,MSC02,MSC01,0.7050000000000001
glass,mem,MSC02,MSC01,0.5399999999999999
motor,semantic,MSC02,MSC01,0.51
motor,glass,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,semantic,MSC02,MSC01,0.51
mem,glass,MSC02,MSC01,0.4800000000000001
mem,motor,MSC02,MSC01,0.605
semantic,glass,MSC02,MSC03,0.52
semantic,motor,MSC02,MSC03,0.515
semantic,mem,MSC02,MSC03,0.5
glass,semantic,MSC02,MSC03,0.6600000000000001
glass,motor,MSC02,MSC03,0.565
glass,mem,MSC02,MSC03,0.5
motor,semantic,MSC02,MSC03,0.7649999999999999
motor,glass,MSC02,MSC03,0.7649999999999999
motor,mem,MSC02,MSC03,0.6650000000000001
mem,semantic,MSC02,MSC03,0.75
mem,glass,MSC02,MSC03,0.6950000000000001
mem,motor,MSC02,MSC03,0.6450000000000001
semantic,glass,MSC02,MSC04,0.5
semantic,motor,MSC02,MSC04,0.51
semantic,mem,MSC02,MSC04,0.5
glass,semantic,MSC02,MSC04,0.5700000000000001
glass,motor,MSC02,MSC04,0.6450000000000001
glass,mem,MSC02,MSC04,0.475
motor,semantic,MSC02,MSC04,0.5
motor,glass,MSC02,MSC04,0.5499999999999999
motor,mem,MSC02,MSC04,0.5
mem,semantic,MSC02,MSC04,0.445
mem,glass,MSC02,MSC04,0.5250000000000001
mem,motor,MSC02,MSC04,0.74
semantic,glass,MSC02,MSC05,0.525
semantic,motor,MSC02,MSC05,0.51
semantic,mem,MSC02,MSC05,0.5
glass,semantic,MSC02,MSC05,0.42000000000000004
glass,motor,MSC02,MSC05,0.6000000000000001
glass,mem,MSC02,MSC05,0.56
motor,semantic,MSC02,MSC05,0.5499999999999999
motor,glass,MSC02,MSC05,0.5549999999999999
motor,mem,MSC02,MSC05,0.53
mem,semantic,MSC02,MSC05,0.44000000000000006
mem,glass,MSC02,MSC05,0.52
mem,motor,MSC02,MSC05,0.595
semantic,glass,MSC02,MSC06,0.5
semantic,motor,MSC02,MSC06,0.5499999999999999
semantic,mem,MSC02,MSC06,0.5
glass,semantic,MSC02,MSC06,0.5599999999999999
glass,motor,MSC02,MSC06,0.47000000000000003
glass,mem,MSC02,MSC06,0.45999999999999996
motor,semantic,MSC02,MSC06,0.505
motor,glass,MSC02,MSC06,0.5
motor,mem,MSC02,MSC06,0.505
mem,semantic,MSC02,MSC06,0.615
mem,glass,MSC02,MSC06,0.4722222222222222
mem,motor,MSC02,MSC06,0.635
semantic,glass,MSC02,MSC07,0.505
semantic,motor,MSC02,MSC07,0.58
semantic,mem,MSC02,MSC07,0.525
glass,semantic,MSC02,MSC07,0.25999999999999995
glass,motor,MSC02,MSC07,0.37
glass,mem,MSC02,MSC07,0.36499999999999994
motor,semantic,MSC02,MSC07,0.5
motor,glass,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.505
mem,semantic,MSC02,MSC07,0.45
mem,glass,MSC02,MSC07,0.44000000000000006
mem,motor,MSC02,MSC07,0.645
semantic,glass,MSC02,MSC10,0.5799999999999998
semantic,motor,MSC02,MSC10,0.565
semantic,mem,MSC02,MSC10,0.5349999999999999
glass,semantic,MSC02,MSC10,0.53
glass,motor,MSC02,MSC10,0.39
glass,mem,MSC02,MSC10,0.495
motor,semantic,MSC02,MSC10,0.565
motor,glass,MSC02,MSC10,0.625
motor,mem,MSC02,MSC10,0.595
mem,semantic,MSC02,MSC10,0.705
mem,glass,MSC02,MSC10,0.745
mem,motor,MSC02,MSC10,0.6849999999999999
semantic,glass,MSC03,MSC01,0.5449999999999999
semantic,motor,MSC03,MSC01,0.6100000000000001
semantic,mem,MSC03,MSC01,0.495
glass,semantic,MSC03,MSC01,0.5
glass,motor,MSC03,MSC01,0.5149999999999999
glass,mem,MSC03,MSC01,0.5
motor,semantic,MSC03,MSC01,0.6449999999999999
motor,glass,MSC03,MSC01,0.655
motor,mem,MSC03,MSC01,0.55
mem,semantic,MSC03,MSC01,0.31
mem,glass,MSC03,MSC01,0.35
mem,motor,MSC03,MSC01,0.43000000000000005
semantic,glass,MSC03,MSC02,0.5349999999999999
semantic,motor,MSC03,MSC02,0.5899999999999999
semantic,mem,MSC03,MSC02,0.5900000000000001
glass,semantic,MSC03,MSC02,0.57
glass,motor,MSC03,MSC02,0.525
glass,mem,MSC03,MSC02,0.5149999999999999
motor,semantic,MSC03,MSC02,0.6900000000000002
motor,glass,MSC03,MSC02,0.59
motor,mem,MSC03,MSC02,0.5999999999999999
mem,semantic,MSC03,MSC02,0.505
mem,glass,MSC03,MSC02,0.31499999999999995
mem,motor,MSC03,MSC02,0.495
semantic,glass,MSC03,MSC04,0.7050000000000001
semantic,motor,MSC03,MSC04,0.745
semantic,mem,MSC03,MSC04,0.6350000000000001
glass,semantic,MSC03,MSC04,0.5250000000000001
glass,motor,MSC03,MSC04,0.48500000000000004
