train_task,test_task,train_sub,test_sub,acc
semantic,glass,MSC01,MSC02,0.595
semantic,motor,MSC01,MSC02,0.5149999999999999
semantic,mem,MSC01,MSC02,0.6100000000000001
glass,semantic,MSC01,MSC02,0.7699999999999999
glass,motor,MSC01,MSC02,0.5050000000000001
glass,mem,MSC01,MSC02,0.5850000000000001
motor,semantic,MSC01,MSC02,0.74
motor,glass,MSC01,MSC02,0.5900000000000001
motor,mem,MSC01,MSC02,0.55
mem,semantic,MSC01,MSC02,0.8450000000000001
mem,glass,MSC01,MSC02,0.6950000000000001
mem,motor,MSC01,MSC02,0.8
semantic,glass,MSC01,MSC03,0.5199999999999999
semantic,motor,MSC01,MSC03,0.5599999999999999
semantic,mem,MSC01,MSC03,0.6700000000000002
glass,semantic,MSC01,MSC03,0.8450000000000001
glass,motor,MSC01,MSC03,0.625
glass,mem,MSC01,MSC03,0.66
motor,semantic,MSC01,MSC03,0.8049999999999999
motor,glass,MSC01,MSC03,0.5599999999999999
motor,mem,MSC01,MSC03,0.8549999999999999
mem,semantic,MSC01,MSC03,0.7150000000000001
mem,glass,MSC01,MSC03,0.7200000000000001
mem,motor,MSC01,MSC03,0.6950000000000001
semantic,glass,MSC01,MSC04,0.53
semantic,motor,MSC01,MSC04,0.5900000000000001
semantic,mem,MSC01,MSC04,0.51
glass,semantic,MSC01,MSC04,0.67
glass,motor,MSC01,MSC04,0.5799999999999998
glass,mem,MSC01,MSC04,0.5449999999999999
motor,semantic,MSC01,MSC04,0.6450000000000001
motor,glass,MSC01,MSC04,0.6050000000000001
motor,mem,MSC01,MSC04,0.6499999999999999
mem,semantic,MSC01,MSC04,0.7849999999999999
mem,glass,MSC01,MSC04,0.8249999999999998
mem,motor,MSC01,MSC04,0.74
semantic,glass,MSC01,MSC05,0.505
semantic,motor,MSC01,MSC05,0.5599999999999999
semantic,mem,MSC01,MSC05,0.595
glass,semantic,MSC01,MSC05,0.7150000000000001
glass,motor,MSC01,MSC05,0.6300000000000001
glass,mem,MSC01,MSC05,0.615
motor,semantic,MSC01,MSC05,0.72
motor,glass,MSC01,MSC05,0.6849999999999999
motor,mem,MSC01,MSC05,0.6199999999999999
mem,semantic,MSC01,MSC05,0.8249999999999998
mem,glass,MSC01,MSC05,0.655
mem,motor,MSC01,MSC05,0.74
semantic,glass,MSC01,MSC06,0.5388888888888889
semantic,motor,MSC01,MSC06,0.5199999999999999
semantic,mem,MSC01,MSC06,0.5
glass,semantic,MSC01,MSC06,0.585
glass,motor,MSC01,MSC06,0.505
glass,mem,MSC01,MSC06,0.5
motor,semantic,MSC01,MSC06,0.625
motor,glass,MSC01,MSC06,0.5166666666666666
motor,mem,MSC01,MSC06,0.5299999999999999
mem,semantic,MSC01,MSC06,0.6799999999999999
mem,glass,MSC01,MSC06,0.611111111111111
mem,motor,MSC01,MSC06,0.7100000000000002
semantic,glass,MSC01,MSC07,0.905
semantic,motor,MSC01,MSC07,0.565
semantic,mem,MSC01,MSC07,0.7649999999999999
glass,semantic,MSC01,MSC07,0.7949999999999998
glass,motor,MSC01,MSC07,0.525
glass,mem,MSC01,MSC07,0.59
motor,semantic,MSC01,MSC07,0.8600000000000001
motor,glass,MSC01,MSC07,0.8600000000000001
motor,mem,MSC01,MSC07,0.68
mem,semantic,MSC01,MSC07,0.96
mem,glass,MSC01,MSC07,0.95
mem,motor,MSC01,MSC07,0.9150000000000003
semantic,glass,MSC01,MSC10,0.5549999999999999
semantic,motor,MSC01,MSC10,0.6900000000000002
semantic,mem,MSC01,MSC10,0.5549999999999999
glass,semantic,MSC01,MSC10,0.645
glass,motor,MSC01,MSC10,0.69
glass,mem,MSC01,MSC10,0.5799999999999998
motor,semantic,MSC01,MSC10,0.61
motor,glass,MSC01,MSC10,0.61
motor,mem,MSC01,MSC10,0.61
mem,semantic,MSC01,MSC10,0.655
mem,glass,MSC01,MSC10,0.67
mem,motor,MSC01,MSC10,0.7300000000000001
semantic,glass,MSC02,MSC01,0.505
semantic,motor,MSC02,MSC01,0.515
semantic,mem,MSC02,MSC01,0.5
glass,semantic,MSC02,MSC01,0.5549999999999999
glass,motor,MSC02,MSC01,0.5999999999999999
glass,mem,MSC02,MSC01,0.505
motor,semantic,MSC02,MSC01,0.5499999999999999
motor,glass,MSC02,MSC01,0.51
motor,mem,MSC02,MSC01,0.5
mem,semantic,MSC02,MSC01,0.515
mem,glass,MSC02,MSC01,0.515
mem,motor,MSC02,MSC01,0.515
semantic,glass,MSC02,MSC03,0.5
semantic,motor,MSC02,MSC03,0.5
semantic,mem,MSC02,MSC03,0.5
glass,semantic,MSC02,MSC03,0.53
glass,motor,MSC02,MSC03,0.52
glass,mem,MSC02,MSC03,0.5549999999999999
motor,semantic,MSC02,MSC03,0.5399999999999999
motor,glass,MSC02,MSC03,0.5999999999999999
motor,mem,MSC02,MSC03,0.5149999999999999
mem,semantic,MSC02,MSC03,0.5599999999999999
mem,glass,MSC02,MSC03,0.41500000000000004
mem,motor,MSC02,MSC03,0.655
semantic,glass,MSC02,MSC04,0.5599999999999998
semantic,motor,MSC02,MSC04,0.575
semantic,mem,MSC02,MSC04,0.5
glass,semantic,MSC02,MSC04,0.52
glass,motor,MSC02,MSC04,0.565
glass,mem,MSC02,MSC04,0.53
motor,semantic,MSC02,MSC04,0.575
motor,glass,MSC02,MSC04,0.7849999999999999
motor,mem,MSC02,MSC04,0.525
mem,semantic,MSC02,MSC04,0.755
mem,glass,MSC02,MSC04,0.765
mem,motor,MSC02,MSC04,0.765
semantic,glass,MSC02,MSC05,0.5
semantic,motor,MSC02,MSC05,0.5
semantic,mem,MSC02,MSC05,0.5
glass,semantic,MSC02,MSC05,0.6
glass,motor,MSC02,MSC05,0.525
glass,mem,MSC02,MSC05,0.5549999999999999
motor,semantic,MSC02,MSC05,0.655
motor,glass,MSC02,MSC05,0.735
motor,mem,MSC02,MSC05,0.5799999999999998
mem,semantic,MSC02,MSC05,0.5
mem,glass,MSC02,MSC05,0.5
mem,motor,MSC02,MSC05,0.475
semantic,glass,MSC02,MSC06,0.5
semantic,motor,MSC02,MSC06,0.5
semantic,mem,MSC02,MSC06,0.5
glass,semantic,MSC02,MSC06,0.5499999999999999
glass,motor,MSC02,MSC06,0.5
glass,mem,MSC02,MSC06,0.5
motor,semantic,MSC02,MSC06,0.505
motor,glass,MSC02,MSC06,0.5166666666666666
motor,mem,MSC02,MSC06,0.5
mem,semantic,MSC02,MSC06,0.7100000000000001
mem,glass,MSC02,MSC06,0.6444444444444446
mem,motor,MSC02,MSC06,0.8049999999999999
semantic,glass,MSC02,MSC07,0.7100000000000001
semantic,motor,MSC02,MSC07,0.5449999999999999
semantic,mem,MSC02,MSC07,0.5499999999999999
glass,semantic,MSC02,MSC07,0.5
glass,motor,MSC02,MSC07,0.575
glass,mem,MSC02,MSC07,0.5
motor,semantic,MSC02,MSC07,0.5499999999999999
motor,glass,MSC02,MSC07,0.5499999999999999
motor,mem,MSC02,MSC07,0.5
mem,semantic,MSC02,MSC07,0.565
mem,glass,MSC02,MSC07,0.565
mem,motor,MSC02,MSC07,0.565
semantic,glass,MSC02,MSC10,0.5
semantic,motor,MSC02,MSC10,0.5
semantic,mem,MSC02,MSC10,0.5
glass,semantic,MSC02,MSC10,0.5349999999999999
glass,motor,MSC02,MSC10,0.5
glass,mem,MSC02,MSC10,0.51
motor,semantic,MSC02,MSC10,0.5
motor,glass,MSC02,MSC10,0.5
motor,mem,MSC02,MSC10,0.5399999999999999
mem,semantic,MSC02,MSC10,0.8049999999999999
mem,glass,MSC02,MSC10,0.85
mem,motor,MSC02,MSC10,0.85
semantic,glass,MSC03,MSC01,0.51
semantic,motor,MSC03,MSC01,0.505
semantic,mem,MSC03,MSC01,0.505
glass,semantic,MSC03,MSC01,0.5
glass,motor,MSC03,MSC01,0.5
glass,mem,MSC03,MSC01,0.5
motor,semantic,MSC03,MSC01,0.575
motor,glass,MSC03,MSC01,0.575
motor,mem,MSC03,MSC01,0.79
mem,semantic,MSC03,MSC01,0.6049999999999999
mem,glass,MSC03,MSC01,0.575
mem,motor,MSC03,MSC01,0.66
semantic,glass,MSC03,MSC02,0.5199999999999999
semantic,motor,MSC03,MSC02,0.5199999999999999
semantic,mem,MSC03,MSC02,0.515
glass,semantic,MSC03,MSC02,0.5
glass,motor,MSC03,MSC02,0.5
glass,mem,MSC03,MSC02,0.5
motor,semantic,MSC03,MSC02,0.5199999999999999
motor,glass,MSC03,MSC02,0.545
motor,mem,MSC03,MSC02,0.5549999999999999
mem,semantic,MSC03,MSC02,0.39
mem,glass,MSC03,MSC02,0.44000000000000006
mem,motor,MSC03,MSC02,0.475
semantic,glass,MSC03,MSC04,0.555
semantic,motor,MSC03,MSC04,0.5
semantic,mem,MSC03,MSC04,0.53
glass,semantic,MSC03,MSC04,0.51
glass,motor,MSC03,MSC04,0.5
glass,mem,MSC03,MSC04,0.5
motor,semantic,MSC03,MSC04,0.6800000000000002
motor,glass,MSC03,MSC04,0.6900000000000002
motor,mem,MSC03,MSC04,0.6199999999999999
mem,semantic,MSC03,MSC04,0.7300000000000001
mem,glass,MSC03,MSC04,0.6399999999999999
mem,motor,MSC03,MSC04,0.7300000000000001
semantic,glass,MSC03,MSC05,0.58
semantic,motor,MSC03,MSC05,0.5700000000000001
semantic,mem,MSC03,MSC05,0.635
glass,semantic,MSC03,MSC05,0.505
glass,motor,MSC03,MSC05,0.5349999999999999
glass,mem,MSC03,MSC05,0.5
motor,semantic,MSC03,MSC05,0.7649999999999999
motor,glass,MSC03,MSC05,0.945
motor,mem,MSC03,MSC05,0.93
mem,semantic,MSC03,MSC05,0.6249999999999999
mem,glass,MSC03,MSC05,0.575
mem,motor,MSC03,MSC05,0.61
semantic,glass,MSC03,MSC06,0.5055555555555555
semantic,motor,MSC03,MSC06,0.5
semantic,mem,MSC03,MSC06,0.5
glass,semantic,MSC03,MSC06,0.5
glass,motor,MSC03,MSC06,0.5
glass,mem,MSC03,MSC06,0.5
motor,semantic,MSC03,MSC06,0.615
motor,glass,MSC03,MSC06,0.6111111111111112
motor,mem,MSC03,MSC06,0.5
mem,semantic,MSC03,MSC06,0.615
mem,glass,MSC03,MSC06,0.7111111111111111
mem,motor,MSC03,MSC06,0.67
semantic,glass,MSC03,MSC07,0.545
semantic,motor,MSC03,MSC07,0.575
semantic,mem,MSC03,MSC07,0.5
glass,semantic,MSC03,MSC07,0.5
glass,motor,MSC03,MSC07,0.5
glass,mem,MSC03,MSC07,0.5
motor,semantic,MSC03,MSC07,0.5499999999999999
motor,glass,MSC03,MSC07,0.605
motor,mem,MSC03,MSC07,0.5949999999999999
mem,semantic,MSC03,MSC07,0.51
mem,glass,MSC03,MSC07,0.67
mem,motor,MSC03,MSC07,0.8549999999999999
semantic,glass,MSC03,MSC10,0.5499999999999999
semantic,motor,MSC03,MSC10,0.525
semantic,mem,MSC03,MSC10,0.5399999999999999
glass,semantic,MSC03,MSC10,0.5
glass,motor,MSC03,MSC10,0.5
glass,mem,MSC03,MSC10,0.5
motor,semantic,MSC03,MSC10,0.51
motor,glass,MSC03,MSC10,0.595
motor,mem,MSC03,MSC10,0.5499999999999999
mem,semantic,MSC03,MSC10,0.8850000000000001
mem,glass,MSC03,MSC10,0.95
mem,motor,MSC03,MSC10,0.9550000000000001
semantic,glass,MSC04,MSC01,0.585
semantic,motor,MSC04,MSC01,0.55
semantic,mem,MSC04,MSC01,0.565
glass,semantic,MSC04,MSC01,0.5950000000000001
glass,motor,MSC04,MSC01,0.6400000000000001
glass,mem,MSC04,MSC01,0.6299999999999999
motor,semantic,MSC04,MSC01,0.82
motor,glass,MSC04,MSC01,0.8200000000000001
motor,mem,MSC04,MSC01,0.77
