,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.535
1,mixed,mem,MSC01,0.715
2,motor,mixed,MSC01,0.785
3,motor,mem,MSC01,0.6050000000000001
4,mem,mixed,MSC01,0.8
5,mem,motor,MSC01,0.5400000000000001
6,mixed,motor,MSC02,0.535
7,mixed,mem,MSC02,0.7450000000000001
8,motor,mixed,MSC02,0.5449999999999999
9,motor,mem,MSC02,0.7699999999999999
10,mem,mixed,MSC02,0.6200000000000001
11,mem,motor,MSC02,0.5850000000000001
12,mixed,motor,MSC03,0.8500000000000002
13,mixed,mem,MSC03,0.65
14,motor,mixed,MSC03,0.7349999999999999
15,motor,mem,MSC03,0.6375
16,mem,mixed,MSC03,0.68125
17,mem,motor,MSC03,0.59375
18,mixed,motor,MSC04,0.595
19,mixed,mem,MSC04,0.7350000000000001
20,motor,mixed,MSC04,0.6100000000000001
21,motor,mem,MSC04,0.6650000000000001
22,mem,mixed,MSC04,0.73
23,mem,motor,MSC04,0.6199999999999999
24,mixed,motor,MSC05,0.6100000000000001
25,mixed,mem,MSC05,0.735
26,motor,mixed,MSC05,0.6450000000000001
27,motor,mem,MSC05,0.8150000000000001
28,mem,mixed,MSC05,0.8
29,mem,motor,MSC05,0.885
30,mixed,motor,MSC06,0.5666666666666667
31,mixed,mem,MSC06,0.8200000000000001
32,motor,mixed,MSC06,0.6611111111111112
33,motor,mem,MSC06,0.5944444444444444
34,mem,mixed,MSC06,0.7
35,mem,motor,MSC06,0.42222222222222217
36,mixed,motor,MSC07,0.5777777777777778
37,mixed,mem,MSC07,0.9049999999999999
38,motor,mixed,MSC07,0.5166666666666666
39,motor,mem,MSC07,0.5722222222222223
40,mem,mixed,MSC07,0.775
41,mem,motor,MSC07,0.5944444444444443
42,mixed,motor,MSC10,0.7849999999999999
43,mixed,mem,MSC10,0.7699999999999998
44,motor,mixed,MSC10,0.6050000000000001
45,motor,mem,MSC10,0.5599999999999999
46,mem,mixed,MSC10,0.63
47,mem,motor,MSC10,0.6849999999999999
