,test_task,train_task,Mean,Std
0,mem,mixed,0.94875,0.0637377439199098
1,mem,motor,0.7399999999999999,0.16042354654387328
2,mixed,mem,0.8775,0.06524678426668135
3,mixed,motor,0.6625,0.11750379933067212
4,motor,mem,0.8800000000000001,0.10250435530816658
5,motor,mixed,0.9037499999999999,0.0934172666817313
