train,same_sub,diff_sub,feature,Null_Network
MSC07,0.9861111111111112,0.8091526778577138,14808,unassign
MSC10,0.9625,0.6288288288288288,14808,unassign
MSC01,1.0,0.5801801801801802,14808,unassign
MSC02,0.9875,0.8385585585585585,14808,unassign
MSC03,0.96875,0.8058797127468582,14808,unassign
MSC04,0.9875,0.6147747747747748,14808,unassign
MSC05,0.9875,0.7108108108108109,14808,unassign
MSC06,0.9722222222222222,0.8408138839018552,14808,unassign
MSC07,0.9861111111111112,0.8055555555555556,14808,unassign
MSC10,0.9375,0.6127927927927929,14808,unassign
MSC01,0.9875,0.6102702702702703,14808,unassign
MSC02,0.975,0.8187387387387387,14808,unassign
MSC03,0.953125,0.7930879712746858,14808,unassign
MSC04,0.9875,0.6587387387387388,14808,unassign
MSC05,0.9875,0.7383783783783784,14808,unassign
MSC06,0.9722222222222222,0.8220626371434271,14808,unassign
MSC07,0.9861111111111112,0.8289368505195843,14808,unassign
MSC10,0.95,0.6544144144144144,14808,unassign
MSC01,1.0,0.5637837837837838,14808,unassign
MSC02,0.9875,0.8497297297297297,14808,unassign
MSC03,0.96875,0.8029622980251346,14808,unassign
MSC04,0.9875,0.6738738738738739,14808,unassign
MSC05,0.9875,0.7342342342342343,14808,unassign
MSC06,0.9722222222222222,0.8330341113105925,14808,unassign
MSC07,0.9861111111111112,0.8237410071942446,14808,unassign
MSC10,0.95,0.6223423423423423,14808,unassign
MSC01,0.9875,0.5583783783783784,14808,unassign
MSC02,0.975,0.892972972972973,14808,unassign
MSC03,0.96875,0.8132854578096947,14808,unassign
MSC04,1.0,0.678018018018018,14808,unassign
MSC05,0.9875,0.7439639639639639,14808,unassign
MSC06,0.9722222222222222,0.8276481149012568,14808,unassign
MSC07,0.9861111111111112,0.8189448441247003,14808,unassign
MSC10,0.9375,0.6088288288288288,14808,unassign
MSC01,0.9875,0.5527927927927928,14808,unassign
MSC02,0.9875,0.8441441441441442,14808,unassign
MSC03,0.96875,0.8078994614003591,14808,unassign
MSC04,0.9875,0.6672072072072072,14808,unassign
MSC05,0.9875,0.7299099099099099,14808,unassign
MSC06,0.9722222222222222,0.8069020546578896,14808,unassign
MSC07,1.0,0.814748201438849,14808,unassign
MSC10,0.95,0.5794594594594594,14808,unassign
MSC01,0.9875,0.561981981981982,14808,unassign
MSC02,0.975,0.8421621621621622,14808,unassign
MSC03,0.984375,0.8150807899461401,14808,unassign
MSC04,0.9875,0.6457657657657658,14808,unassign
MSC05,0.9875,0.7472072072072071,14808,unassign
MSC06,0.9722222222222222,0.8158787153401157,14808,unassign
MSC07,0.9861111111111112,0.7921662669864109,14808,unassign
MSC10,0.95,0.5803603603603604,14808,unassign
MSC01,1.0,0.5672072072072072,14808,unassign
MSC02,0.9875,0.8401801801801803,14808,unassign
MSC03,0.96875,0.802737881508079,14808,unassign
MSC04,0.9875,0.6605405405405406,14808,unassign
MSC05,0.9875,0.725945945945946,14808,unassign
MSC06,0.9722222222222222,0.8515858767205267,14808,unassign
MSC07,0.9861111111111112,0.8223421262989609,14808,unassign
MSC10,0.9375,0.5927927927927928,14808,unassign
MSC01,1.0,0.605945945945946,14808,unassign
MSC02,0.9875,0.8446846846846847,14808,unassign
MSC03,0.96875,0.8186714542190305,14808,unassign
MSC04,0.9875,0.6621621621621622,14808,unassign
MSC05,0.9875,0.7423423423423423,14808,unassign
MSC06,0.9722222222222222,0.8324356672651108,14808,unassign
MSC07,0.9861111111111112,0.8257394084732215,14808,unassign
MSC10,0.9375,0.616936936936937,14808,unassign
MSC01,1.0,0.5688288288288288,14808,unassign
MSC02,0.9875,0.8461261261261261,14808,unassign
MSC03,0.984375,0.8047576301615799,14808,unassign
MSC04,0.9875,0.6389189189189189,14808,unassign
MSC05,0.9875,0.776036036036036,14808,unassign
MSC06,0.9722222222222222,0.8360263315380012,14808,unassign
MSC07,0.9861111111111112,0.8161470823341327,14808,unassign
MSC10,0.95,0.6005405405405406,14808,unassign
MSC01,1.0,0.5917117117117117,14808,unassign
MSC02,0.9875,0.8479279279279279,14808,unassign
MSC03,0.984375,0.7930879712746858,14808,unassign
MSC04,0.9875,0.6763963963963964,14808,unassign
MSC05,0.9875,0.6374774774774775,14808,unassign
MSC06,0.9722222222222222,0.8180730101735488,14808,unassign
MSC07,0.9861111111111112,0.7955635491606715,14808,unassign
MSC10,0.95,0.6037837837837838,14808,unassign
MSC01,0.9875,0.6147747747747748,14808,unassign
MSC02,0.9875,0.7763963963963963,14808,unassign
MSC03,0.96875,0.8458258527827648,14808,unassign
MSC04,0.9875,0.6664864864864865,14808,unassign
MSC05,0.9875,0.7371171171171171,14808,unassign
MSC06,0.9722222222222222,0.8075004987033713,14808,unassign
MSC07,0.9861111111111112,0.8149480415667466,14808,unassign
MSC10,0.95,0.6342342342342342,14808,unassign
MSC01,0.9875,0.5398198198198199,14808,unassign
MSC02,0.975,0.7958558558558558,14808,unassign
MSC03,0.96875,0.8168761220825853,14808,unassign
MSC04,0.9875,0.6832432432432433,14808,unassign
MSC05,0.9875,0.7124324324324325,14808,unassign
MSC06,0.9583333333333334,0.8132854578096949,14808,unassign
MSC07,0.9861111111111112,0.7977617905675459,14808,unassign
MSC10,0.9625,0.6126126126126126,14808,unassign
MSC01,1.0,0.5416216216216216,14808,unassign
MSC02,0.9875,0.818018018018018,14808,unassign
MSC03,0.984375,0.8224865350089767,14808,unassign
MSC04,0.9875,0.6506306306306306,14808,unassign
MSC05,0.9875,0.7023423423423424,14808,unassign
MSC06,0.9722222222222222,0.8156792339916218,14808,unassign
MSC07,0.9861111111111112,0.8127498001598721,14808,unassign
MSC10,0.95,0.6158558558558559,14808,unassign
MSC01,0.9875,0.5627027027027027,14808,unassign
MSC02,0.975,0.7953153153153153,14808,unassign
MSC03,0.984375,0.8141831238779174,14808,unassign
MSC04,0.9875,0.6533333333333333,14808,unassign
MSC05,0.9875,0.7365765765765766,14808,unassign
MSC06,0.9722222222222222,0.8240574506283662,14808,unassign
MSC07,0.9861111111111112,0.8101518784972023,14808,unassign
MSC10,0.9625,0.5747747747747748,14808,unassign
MSC01,0.9875,0.5987387387387387,14808,unassign
MSC02,0.9875,0.8477477477477477,14808,unassign
MSC03,0.96875,0.8258527827648114,14808,unassign
MSC04,0.9875,0.6558558558558558,14808,unassign
MSC05,0.9875,0.7221621621621621,14808,unassign
MSC06,0.9722222222222222,0.8408138839018552,14808,unassign
MSC07,0.9861111111111112,0.8075539568345323,14808,unassign
MSC10,0.9625,0.6293693693693694,14808,unassign
MSC01,0.9875,0.5708108108108108,14808,unassign
MSC02,0.9875,0.8587387387387387,14808,unassign
MSC03,0.984375,0.8054308797127468,14808,unassign
MSC04,1.0,0.6610810810810811,14808,unassign
MSC05,0.9875,0.7145945945945946,14808,unassign
MSC06,0.9722222222222222,0.8266507081587872,14808,unassign
MSC07,1.0,0.8095523581135092,14808,unassign
MSC10,0.9625,0.6158558558558559,14808,unassign
MSC01,1.0,0.5805405405405406,14808,unassign
MSC02,0.9875,0.8387387387387387,14808,unassign
MSC03,0.96875,0.7892728904847397,14808,unassign
MSC04,1.0,0.6183783783783784,14808,unassign
MSC05,0.9875,0.7205405405405405,14808,unassign
MSC06,0.9722222222222222,0.8248553760223419,14808,unassign
MSC07,0.9861111111111112,0.8393285371702638,14808,unassign
MSC10,0.95,0.6257657657657658,14808,unassign
MSC01,0.9875,0.5769369369369369,14808,unassign
MSC02,0.9875,0.8176576576576576,14808,unassign
MSC03,0.984375,0.8150807899461401,14808,unassign
MSC04,0.9875,0.6436036036036036,14808,unassign
MSC05,0.9875,0.7232432432432432,14808,unassign
MSC06,0.9722222222222222,0.796130061839218,14808,unassign
MSC07,0.9861111111111112,0.8057553956834532,14808,unassign
MSC10,0.95,0.5877477477477477,14808,unassign
MSC01,0.9875,0.587027027027027,14808,unassign
MSC02,0.9875,0.8481081081081081,14808,unassign
MSC03,0.96875,0.8211400359066428,14808,unassign
MSC04,0.9875,0.6664864864864865,14808,unassign
MSC05,0.9875,0.6983783783783784,14808,unassign
MSC06,0.9722222222222222,0.8304408537801715,14808,unassign
MSC07,0.9861111111111112,0.8119504396482814,14808,unassign
MSC10,0.95,0.5821621621621622,14808,unassign
MSC01,1.0,0.5915315315315315,14808,unassign
MSC02,0.9875,0.8309909909909909,14808,unassign
MSC03,0.984375,0.8110412926391383,14808,unassign
MSC04,0.9875,0.6924324324324325,14808,unassign
MSC05,0.9875,0.6735135135135135,14808,unassign
MSC06,0.9722222222222222,0.8471972870536605,14808,unassign
MSC07,0.9861111111111112,0.8347322142286171,14808,unassign
MSC10,0.9625,0.607027027027027,14808,unassign
MSC01,1.0,0.587027027027027,14808,unassign
MSC02,0.9875,0.8468468468468469,14808,unassign
MSC03,0.96875,0.8332585278276481,14808,unassign
MSC04,0.9875,0.6911711711711711,14808,unassign
MSC05,0.9875,0.74,14808,unassign
MSC06,0.9722222222222222,0.8148813085976461,14808,unassign
MSC07,0.9861111111111112,0.8243405275779376,14808,unassign
MSC10,0.9625,0.5798198198198198,14808,unassign
MSC01,1.0,0.5834234234234235,14808,unassign
MSC02,0.9875,0.856936936936937,14808,unassign
MSC03,0.96875,0.7964542190305206,14808,unassign
MSC04,0.9875,0.6816216216216217,14808,unassign
MSC05,0.9875,0.7018018018018017,14808,unassign
MSC06,0.9722222222222222,0.8348294434470377,14808,unassign
MSC07,1.0,0.8063549160671463,14808,unassign
MSC10,0.95,0.583963963963964,14808,unassign
MSC01,1.0,0.5747747747747748,14808,unassign
MSC02,0.975,0.8455855855855856,14808,unassign
MSC03,0.96875,0.7859066427289049,14808,unassign
MSC04,0.9875,0.6439639639639639,14808,unassign
MSC05,0.9875,0.7317117117117117,14808,unassign
MSC06,0.9722222222222222,0.7741871135048873,14808,unassign
MSC07,0.9861111111111112,0.8225419664268585,14808,unassign
MSC10,0.9625,0.5544144144144144,14808,unassign
MSC01,0.9875,0.5641441441441442,14808,unassign
MSC02,0.9875,0.8502702702702702,14808,unassign
MSC03,0.984375,0.7933123877917414,14808,unassign
MSC04,0.9875,0.647927927927928,14808,unassign
MSC05,0.9875,0.7084684684684684,14808,unassign
MSC06,0.9861111111111112,0.822262118491921,14808,unassign
MSC07,0.9861111111111112,0.7861710631494804,14808,unassign
MSC10,0.9625,0.6023423423423423,14808,unassign
MSC01,1.0,0.5603603603603604,14808,unassign
MSC02,0.9875,0.8268468468468468,14808,unassign
MSC03,0.96875,0.7986983842010772,14808,unassign
MSC04,0.9875,0.6691891891891891,14808,unassign
MSC05,0.9875,0.7488288288288288,14808,unassign
MSC06,0.9722222222222222,0.8206662677039697,14808,unassign
MSC07,0.9861111111111112,0.8271382893685052,14808,unassign
MSC10,0.95,0.6385585585585586,14808,unassign
MSC01,0.9875,0.5792792792792792,14808,unassign
MSC02,0.9875,0.7926126126126126,14808,unassign
MSC03,0.96875,0.7928635547576302,14808,unassign
MSC04,0.9875,0.650990990990991,14808,unassign
MSC05,0.9875,0.6935135135135135,14808,unassign
MSC06,0.9722222222222222,0.8234590065828845,14808,unassign
MSC07,0.9861111111111112,0.8167466027178257,14808,unassign
MSC10,0.95,0.6001801801801802,14808,unassign
MSC01,0.9875,0.5576576576576576,14808,unassign
MSC02,0.9875,0.8517117117117117,14808,unassign
MSC03,0.984375,0.8153052064631957,14808,unassign
MSC04,0.9875,0.6272072072072072,14808,unassign
MSC05,0.9875,0.723063063063063,14808,unassign
MSC06,0.9722222222222222,0.8098942748852982,14808,unassign
MSC07,0.9861111111111112,0.8139488409272582,14808,unassign
MSC10,0.95,0.5884684684684685,14808,unassign
MSC01,0.975,0.5783783783783784,14808,unassign
MSC02,0.9875,0.8398198198198198,14808,unassign
MSC03,0.96875,0.7636894075403949,14808,unassign
MSC04,0.9875,0.6527927927927928,14808,unassign
MSC05,0.9875,0.7336936936936936,14808,unassign
MSC06,0.9722222222222222,0.8250548573708358,14808,unassign
MSC07,0.9861111111111112,0.8183453237410072,14808,unassign
MSC10,0.95,0.5673873873873874,14808,unassign
MSC01,1.0,0.5511711711711712,14808,unassign
MSC02,0.975,0.8398198198198198,14808,unassign
MSC03,0.984375,0.8177737881508079,14808,unassign
MSC04,0.9875,0.6063063063063063,14808,unassign
MSC05,0.9875,0.7372972972972973,14808,unassign
MSC06,0.9583333333333334,0.8328346299620986,14808,unassign
MSC07,0.9861111111111112,0.8149480415667466,14808,unassign
MSC10,0.95,0.5846846846846847,14808,unassign
MSC01,1.0,0.5500900900900901,14808,unassign
MSC02,0.975,0.8733333333333333,14808,unassign
MSC03,0.984375,0.7960053859964094,14808,unassign
MSC04,0.9875,0.6254054054054055,14808,unassign
MSC05,0.9875,0.7203603603603603,14808,unassign
MSC06,0.9722222222222222,0.8108916816277678,14808,unassign
MSC07,0.9861111111111112,0.7943645083932854,14808,unassign
MSC10,0.9375,0.6007207207207207,14808,unassign
MSC01,0.9875,0.5679279279279279,14808,unassign
MSC02,0.975,0.8084684684684684,14808,unassign
MSC03,0.984375,0.8146319569120287,14808,unassign
MSC04,0.9875,0.6781981981981982,14808,unassign
MSC05,0.9875,0.7329729729729729,14808,unassign
MSC06,0.9722222222222222,0.817474566128067,14808,unassign
MSC07,0.9861111111111112,0.8129496402877697,14808,unassign
MSC10,0.9375,0.5951351351351352,14808,unassign
MSC01,1.0,0.5648648648648649,14808,unassign
MSC02,0.975,0.8441441441441442,14808,unassign
MSC03,0.984375,0.7946588868940754,14808,unassign
MSC04,0.9875,0.6558558558558558,14808,unassign
MSC05,0.9875,0.7313513513513513,14808,unassign
MSC06,0.9722222222222222,0.8434071414322761,14808,unassign
MSC07,0.9861111111111112,0.8229416466826539,14808,unassign
MSC10,0.9625,0.6018018018018018,14808,unassign
MSC01,1.0,0.5852252252252252,14808,unassign
MSC02,0.9875,0.8302702702702702,14808,unassign
MSC03,0.96875,0.8146319569120287,14808,unassign
MSC04,0.9875,0.6893693693693693,14808,unassign
MSC05,0.9875,0.7142342342342343,14808,unassign
MSC06,0.9722222222222222,0.8094953121883104,14808,unassign
MSC07,0.9861111111111112,0.8101518784972023,14808,unassign
MSC10,0.9375,0.5920720720720721,14808,unassign
MSC01,0.9875,0.5825225225225226,14808,unassign
MSC02,0.9875,0.8488288288288288,14808,unassign
MSC03,0.984375,0.802737881508079,14808,unassign
MSC04,0.9875,0.6655855855855856,14808,unassign
MSC05,0.9875,0.736936936936937,14808,unassign
MSC06,0.9583333333333334,0.8444045481747456,14808,unassign
MSC07,0.9861111111111112,0.8263389288569145,14808,unassign
MSC10,0.9375,0.6079279279279279,14808,unassign
MSC01,0.975,0.605945945945946,14808,unassign
MSC02,0.9875,0.8466666666666667,14808,unassign
MSC03,0.984375,0.8276481149012567,14808,unassign
MSC04,1.0,0.6387387387387388,14808,unassign
MSC05,0.9875,0.7565765765765766,14808,unassign
MSC06,0.9861111111111112,0.8320367045681228,14808,unassign
MSC07,0.9861111111111112,0.8285371702637889,14808,unassign
MSC10,0.9625,0.6023423423423424,14808,unassign
MSC01,0.9875,0.5709909909909909,14808,unassign
MSC02,0.9875,0.83009009009009,14808,unassign
MSC03,0.984375,0.8162028725314183,14808,unassign
MSC04,0.9875,0.6643243243243243,14808,unassign
MSC05,0.9875,0.7354954954954955,14808,unassign
MSC06,0.9722222222222222,0.8348294434470377,14808,unassign
MSC07,0.9861111111111112,0.806554756195044,14808,unassign
MSC10,0.9375,0.62,14808,unassign
MSC01,1.0,0.6005405405405405,14808,unassign
MSC02,0.9875,0.8625225225225226,14808,unassign
MSC03,0.96875,0.8361759425493717,14808,unassign
MSC04,0.9875,0.6441441441441441,14808,unassign
MSC05,0.9875,0.7495495495495496,14808,unassign
MSC06,0.9722222222222222,0.8306403351286654,14808,unassign
MSC07,0.9861111111111112,0.8169464428457235,14808,unassign
MSC10,0.9625,0.5882882882882883,14808,unassign
MSC01,1.0,0.5596396396396397,14808,unassign
MSC02,0.9875,0.8214414414414415,14808,unassign
MSC03,0.984375,0.8004937163375224,14808,unassign
MSC04,0.9875,0.6538738738738739,14808,unassign
MSC05,0.9875,0.7115315315315315,14808,unassign
MSC06,0.9583333333333334,0.8314382605226411,14808,unassign
MSC07,0.9861111111111112,0.8133493205435651,14808,unassign
MSC10,0.95,0.5989189189189189,14808,unassign
MSC01,1.0,0.5636036036036036,14808,unassign
MSC02,0.9875,0.8389189189189189,14808,unassign
MSC03,0.96875,0.8052064631956912,14808,unassign
MSC04,0.9875,0.6778378378378378,14808,unassign
MSC05,0.9875,0.7390990990990991,14808,unassign
MSC06,0.9722222222222222,0.8310392978256533,14808,unassign
MSC07,0.9861111111111112,0.8023581135091926,14808,unassign
MSC10,0.9625,0.601081081081081,14808,unassign
MSC01,0.9875,0.5843243243243244,14808,unassign
MSC02,0.9875,0.7648648648648648,14808,unassign
MSC03,0.96875,0.8038599640933572,14808,unassign
MSC04,0.9875,0.6239639639639639,14808,unassign
MSC05,0.9875,0.7127927927927928,14808,unassign
MSC06,0.9722222222222222,0.8015160582485538,14808,unassign
MSC07,0.9861111111111112,0.8197442046362909,14808,unassign
MSC10,0.9625,0.6052252252252253,14808,unassign
MSC01,1.0,0.6133333333333334,14808,unassign
MSC02,0.975,0.8064864864864865,14808,unassign
MSC03,0.96875,0.8090215439856373,14808,unassign
MSC04,0.9875,0.6306306306306306,14808,unassign
MSC05,0.9875,0.7189189189189189,14808,unassign
MSC06,0.9722222222222222,0.8198683423099941,14808,unassign
MSC07,0.9861111111111112,0.7949640287769785,14808,unassign
MSC10,0.9625,0.58,14808,unassign
MSC01,1.0,0.5311711711711712,14808,unassign
MSC02,0.9875,0.8272072072072072,14808,unassign
MSC03,0.96875,0.8233842010771992,14808,unassign
MSC04,0.9875,0.6616216216216216,14808,unassign
MSC05,0.9875,0.7425225225225225,14808,unassign
MSC06,0.9583333333333334,0.8124875324157191,14808,unassign
MSC07,0.9861111111111112,0.8017585931254996,14808,unassign
MSC10,0.9625,0.6405405405405405,14808,unassign
MSC01,0.9875,0.5803603603603604,14808,unassign
MSC02,0.975,0.8167567567567567,14808,unassign
MSC03,0.96875,0.7966786355475763,14808,unassign
MSC04,0.9875,0.6738738738738739,14808,unassign
MSC05,0.9875,0.7351351351351352,14808,unassign
MSC06,0.9722222222222222,0.7961300618392181,14808,unassign
MSC07,0.9861111111111112,0.8185451638689049,14808,unassign
MSC10,0.9625,0.5963963963963964,14808,unassign
MSC01,0.9875,0.5783783783783784,14808,unassign
MSC02,0.975,0.8326126126126127,14808,unassign
MSC03,0.953125,0.8193447037701975,14808,unassign
MSC04,0.9875,0.6576576576576576,14808,unassign
MSC05,0.9875,0.7416216216216216,14808,unassign
MSC06,0.9722222222222222,0.8404149212048674,14808,unassign
MSC07,0.9861111111111112,0.8239408473221423,14808,unassign
MSC10,0.95,0.609009009009009,14808,unassign
MSC01,1.0,0.5587387387387387,14808,unassign
MSC02,0.9875,0.8706306306306306,14808,unassign
MSC03,0.984375,0.8191202872531418,14808,unassign
MSC04,0.9875,0.6681081081081082,14808,unassign
MSC05,0.9875,0.7277477477477478,14808,unassign
MSC06,0.9722222222222222,0.8376221823259525,14808,unassign
MSC07,0.9861111111111112,0.8215427657873701,14808,unassign
MSC10,0.95,0.6115315315315315,14808,unassign
MSC01,1.0,0.5632432432432433,14808,unassign
MSC02,0.9875,0.8664864864864865,14808,unassign
MSC03,0.96875,0.8126122082585279,14808,unassign
MSC04,0.9875,0.683963963963964,14808,unassign
MSC05,0.9875,0.7136936936936937,14808,unassign
MSC06,0.9722222222222222,0.8308398164771594,14808,unassign
MSC07,0.9861111111111112,0.8069544364508393,14808,unassign
MSC10,0.95,0.6095495495495495,14808,unassign
MSC01,0.9875,0.5850450450450451,14808,unassign
MSC02,0.9875,0.8304504504504504,14808,unassign
MSC03,0.96875,0.7737881508078994,14808,unassign
MSC04,0.9875,0.6493693693693694,14808,unassign
MSC05,0.9875,0.7618018018018018,14808,unassign
MSC06,0.9722222222222222,0.8290444843407142,14808,unassign
MSC07,1.0,0.8087529976019184,14808,unassign
MSC10,0.9625,0.6218018018018018,14808,unassign
MSC01,0.9875,0.5645045045045045,14808,unassign
MSC02,0.975,0.836036036036036,14808,unassign
MSC03,0.96875,0.8218132854578097,14808,unassign
MSC04,0.9875,0.6645045045045045,14808,unassign
MSC05,0.9875,0.7376576576576577,14808,unassign
MSC06,0.9722222222222222,0.8388190704169161,14808,unassign
MSC07,0.9861111111111112,0.8013589128697043,14808,unassign
MSC10,0.9625,0.6358558558558558,14808,unassign
MSC01,0.9875,0.5645045045045045,14808,unassign
MSC02,0.9875,0.8416216216216217,14808,unassign
MSC03,0.96875,0.8083482944344703,14808,unassign
MSC04,0.9875,0.6587387387387388,14808,unassign
MSC05,0.9875,0.7499099099099099,14808,unassign
MSC06,0.9722222222222222,0.8473967684021544,14808,unassign
MSC07,1.0,0.7975619504396483,14808,unassign
MSC10,0.9625,0.6081081081081081,14808,unassign
MSC01,1.0,0.5648648648648649,14808,unassign
MSC02,0.975,0.8376576576576577,14808,unassign
MSC03,0.96875,0.8139587073608617,14808,unassign
MSC04,0.9875,0.6585585585585585,14808,unassign
MSC05,0.9875,0.710990990990991,14808,unassign
MSC06,0.9722222222222222,0.8156792339916218,14808,unassign
MSC07,0.9861111111111112,0.8233413269384493,14808,unassign
MSC10,0.95,0.6140540540540541,14808,unassign
MSC01,0.9875,0.5682882882882883,14808,unassign
MSC02,0.975,0.8547747747747748,14808,unassign
MSC03,0.984375,0.809245960502693,14808,unassign
MSC04,0.9875,0.6581981981981981,14808,unassign
MSC05,0.9875,0.7291891891891892,14808,unassign
MSC06,0.9583333333333334,0.8120885697187313,14808,unassign
MSC07,0.9861111111111112,0.789568345323741,14808,unassign
MSC10,0.9625,0.5863063063063063,14808,unassign
MSC01,1.0,0.5895495495495495,14808,unassign
MSC02,0.9875,0.8695495495495495,14808,unassign
MSC03,0.984375,0.7933123877917415,14808,unassign
MSC04,0.9875,0.6454054054054055,14808,unassign
MSC05,0.9875,0.7005405405405405,14808,unassign
MSC06,0.9722222222222222,0.8326351486136047,14808,unassign
MSC07,0.9861111111111112,0.8035571542765787,14808,unassign
MSC10,0.9625,0.5911711711711711,14808,unassign
MSC01,0.975,0.5866666666666667,14808,unassign
MSC02,0.9875,0.8306306306306306,14808,unassign
MSC03,0.96875,0.8162028725314183,14808,unassign
