train,same_sub,diff_sub,feat
MSC02,0.79,0.56,26
MSC03,0.71,0.59,26
MSC04,0.76,0.62,26
MSC05,0.88,0.59,26
MSC06,0.78,0.62,26
MSC07,0.79,0.63,26
MSC10,0.79,0.59,26
MSC01,0.81,0.58,27
MSC02,0.81,0.59,27
MSC03,0.69,0.6,27
MSC04,0.69,0.61,27
MSC05,0.79,0.53,27
MSC06,0.76,0.61,27
MSC07,0.78,0.54,27
MSC10,0.75,0.59,27
MSC01,0.74,0.55,27
MSC02,0.49,0.6,27
MSC03,0.9,0.57,27
MSC04,0.72,0.58,27
MSC05,0.84,0.53,27
MSC06,0.68,0.59,27
MSC07,0.7,0.57,27
MSC10,0.7,0.52,27
MSC01,0.85,0.54,27
MSC02,0.76,0.53,27
MSC03,0.79,0.54,27
MSC04,0.66,0.54,27
MSC05,0.85,0.52,27
MSC06,0.62,0.56,27
MSC07,0.62,0.54,27
MSC10,0.8,0.58,27
MSC01,0.86,0.59,27
MSC02,0.72,0.56,27
MSC03,0.8,0.59,27
MSC04,0.85,0.53,27
MSC05,0.81,0.55,27
MSC06,0.6,0.59,27
MSC07,0.76,0.61,27
MSC10,0.78,0.56,27
MSC01,0.84,0.63,28
MSC02,0.78,0.56,28
MSC03,0.76,0.56,28
MSC04,0.78,0.6,28
MSC05,0.62,0.56,28
MSC06,0.74,0.63,28
MSC07,0.7,0.56,28
MSC10,0.85,0.58,28
MSC01,0.76,0.61,28
MSC02,0.76,0.59,28
MSC03,0.78,0.56,28
MSC04,0.71,0.6,28
MSC05,0.88,0.58,28
MSC06,0.89,0.55,28
MSC07,0.54,0.55,28
MSC10,0.78,0.58,28
MSC01,0.61,0.59,28
MSC02,0.71,0.59,28
MSC03,0.59,0.54,28
MSC04,0.7,0.57,28
MSC05,0.86,0.54,28
MSC06,0.78,0.52,28
MSC07,0.76,0.56,28
MSC10,0.72,0.57,28
MSC01,0.74,0.55,28
MSC02,0.74,0.56,28
MSC03,0.69,0.6,28
MSC04,0.88,0.59,28
MSC05,0.89,0.58,28
MSC06,0.7,0.59,28
MSC07,0.8,0.51,28
MSC10,0.79,0.62,28
MSC01,0.84,0.53,29
MSC02,0.65,0.57,29
MSC03,0.71,0.58,29
MSC04,0.75,0.62,29
MSC05,0.85,0.56,29
MSC06,0.78,0.59,29
MSC07,0.6,0.6,29
MSC10,0.74,0.63,29
MSC01,0.69,0.49,29
MSC02,0.55,0.52,29
MSC03,0.68,0.55,29
MSC04,0.78,0.53,29
MSC05,0.75,0.59,29
MSC06,0.81,0.52,29
MSC07,0.57,0.59,29
MSC10,0.78,0.56,29
MSC01,0.82,0.61,29
MSC02,0.82,0.59,29
MSC03,0.65,0.52,29
MSC04,0.74,0.57,29
MSC05,0.89,0.62,29
MSC06,0.84,0.63,29
MSC07,0.78,0.56,29
MSC10,0.65,0.55,29
MSC01,0.85,0.63,29
MSC02,0.69,0.58,29
MSC03,0.84,0.62,29
MSC04,0.78,0.64,29
MSC05,0.93,0.7,29
MSC06,0.84,0.58,29
MSC07,0.74,0.63,29
MSC10,0.81,0.66,29
MSC01,0.93,0.53,30
MSC02,0.72,0.59,30
MSC03,0.72,0.51,30
MSC04,0.8,0.63,30
MSC05,0.76,0.61,30
MSC06,0.66,0.55,30
MSC07,0.66,0.6,30
MSC10,0.72,0.5,30
MSC01,0.84,0.6,30
MSC02,0.7,0.62,30
MSC03,0.82,0.61,30
MSC04,0.68,0.57,30
MSC05,0.9,0.63,30
MSC06,0.82,0.63,30
MSC07,0.8,0.58,30
MSC10,0.68,0.6,30
MSC01,0.84,0.5,30
MSC02,0.69,0.52,30
MSC03,0.64,0.51,30
MSC04,0.69,0.49,30
MSC05,0.9,0.51,30
MSC06,0.7,0.55,30
MSC07,0.71,0.5,30
MSC10,0.59,0.51,30
MSC01,0.78,0.57,30
MSC02,0.72,0.6,30
MSC03,0.75,0.51,30
MSC04,0.64,0.59,30
MSC05,0.78,0.59,30
MSC06,0.82,0.6,30
MSC07,0.56,0.56,30
MSC10,0.69,0.59,30
MSC01,0.78,0.6,31
MSC02,0.86,0.61,31
MSC03,0.85,0.62,31
MSC04,0.84,0.65,31
MSC05,0.91,0.67,31
MSC06,0.86,0.67,31
MSC07,0.95,0.56,31
MSC10,0.85,0.59,31
MSC01,0.84,0.54,31
MSC02,0.75,0.5,31
MSC03,0.7,0.55,31
MSC04,0.76,0.55,31
MSC05,0.85,0.52,31
MSC06,0.8,0.53,31
MSC07,0.56,0.52,31
MSC10,0.65,0.48,31
MSC01,0.78,0.48,31
MSC02,0.74,0.53,31
MSC03,0.76,0.47,31
MSC04,0.76,0.51,31
MSC05,0.8,0.55,31
MSC06,0.72,0.55,31
MSC07,0.81,0.5,31
MSC10,0.78,0.5,31
MSC01,0.72,0.54,31
MSC02,0.72,0.62,31
MSC03,0.84,0.54,31
MSC04,0.86,0.56,31
MSC05,0.82,0.59,31
MSC06,0.75,0.63,31
MSC07,0.81,0.57,31
MSC10,0.71,0.55,31
MSC01,0.81,0.51,32
MSC02,0.6,0.55,32
MSC03,0.61,0.56,32
MSC04,0.86,0.59,32
MSC05,0.84,0.58,32
MSC06,0.68,0.57,32
MSC07,0.88,0.55,32
MSC10,0.74,0.57,32
MSC01,0.86,0.61,32
MSC02,0.89,0.55,32
MSC03,0.86,0.59,32
MSC04,0.85,0.63,32
MSC05,0.89,0.62,32
MSC06,0.86,0.55,32
MSC07,0.8,0.52,32
MSC10,0.85,0.6,32
MSC01,0.76,0.6,32
MSC02,0.74,0.59,32
MSC03,0.79,0.61,32
MSC04,0.76,0.57,32
MSC05,0.84,0.63,32
MSC06,0.75,0.62,32
MSC07,0.78,0.63,32
MSC10,0.69,0.58,32
MSC01,0.72,0.54,33
MSC02,0.68,0.61,33
MSC03,0.78,0.6,33
MSC04,0.75,0.55,33
MSC05,0.91,0.62,33
MSC06,0.59,0.59,33
MSC07,0.61,0.58,33
MSC10,0.7,0.56,33
MSC01,0.76,0.61,33
MSC02,0.74,0.59,33
MSC03,0.78,0.53,33
MSC04,0.66,0.57,33
MSC05,0.85,0.58,33
MSC06,0.81,0.57,33
MSC07,0.72,0.58,33
MSC10,0.82,0.57,33
MSC01,0.71,0.61,33
MSC02,0.7,0.61,33
MSC03,0.64,0.6,33
MSC04,0.59,0.6,33
MSC05,0.88,0.58,33
MSC06,0.76,0.58,33
MSC07,0.8,0.58,33
MSC10,0.79,0.62,33
MSC01,0.78,0.53,33
MSC02,0.82,0.54,33
MSC03,0.81,0.55,33
MSC04,0.8,0.51,33
MSC05,0.7,0.52,33
MSC06,0.75,0.59,33
MSC07,0.68,0.55,33
MSC10,0.78,0.5,33
MSC01,0.8,0.53,34
MSC02,0.81,0.58,34
MSC03,0.81,0.57,34
MSC04,0.86,0.61,34
MSC05,0.9,0.55,34
MSC06,0.85,0.56,34
MSC07,0.65,0.56,34
MSC10,0.72,0.56,34
MSC01,0.85,0.46,34
MSC02,0.78,0.57,34
MSC03,0.66,0.55,34
MSC04,0.9,0.53,34
MSC05,0.93,0.55,34
MSC06,0.79,0.54,34
MSC07,0.68,0.53,34
MSC10,0.82,0.57,34
MSC01,0.71,0.55,34
MSC02,0.81,0.59,34
MSC03,0.72,0.51,34
MSC04,0.78,0.62,34
MSC05,0.72,0.53,34
MSC06,0.7,0.58,34
MSC07,0.81,0.6,34
MSC10,0.61,0.55,34
MSC01,0.69,0.56,35
MSC02,0.76,0.58,35
MSC03,0.85,0.57,35
MSC04,0.75,0.58,35
MSC05,0.89,0.59,35
MSC06,0.71,0.54,35
MSC07,0.75,0.53,35
MSC10,0.85,0.49,35
MSC01,0.8,0.56,35
MSC02,0.62,0.54,35
MSC03,0.6,0.55,35
MSC04,0.78,0.58,35
MSC05,0.8,0.55,35
MSC06,0.69,0.6,35
MSC07,0.66,0.49,35
MSC10,0.86,0.56,35
MSC01,0.82,0.55,35
MSC02,0.69,0.55,35
MSC03,0.74,0.46,35
MSC04,0.68,0.49,35
MSC05,0.84,0.52,35
MSC06,0.82,0.49,35
MSC07,0.6,0.56,35
MSC10,0.66,0.48,35
MSC01,0.84,0.51,35
MSC02,0.53,0.52,35
MSC03,0.66,0.59,35
MSC04,0.62,0.58,35
MSC05,0.81,0.51,35
MSC06,0.7,0.51,35
MSC07,0.79,0.5,35
MSC10,0.75,0.53,35
MSC01,0.76,0.62,36
MSC02,0.76,0.65,36
MSC03,0.76,0.59,36
MSC04,0.72,0.6,36
MSC05,0.84,0.54,36
MSC06,0.75,0.57,36
MSC07,0.79,0.62,36
MSC10,0.79,0.56,36
MSC01,0.8,0.59,36
MSC02,0.59,0.57,36
MSC03,0.8,0.62,36
MSC04,0.85,0.6,36
MSC05,0.93,0.59,36
MSC06,0.72,0.62,36
MSC07,0.61,0.62,36
MSC10,0.8,0.63,36
MSC01,0.69,0.55,36
MSC02,0.85,0.61,36
MSC03,0.75,0.56,36
MSC04,0.72,0.58,36
MSC05,0.82,0.62,36
MSC06,0.74,0.58,36
MSC07,0.69,0.57,36
MSC10,0.74,0.62,36
MSC01,0.81,0.57,37
MSC02,0.56,0.53,37
MSC03,0.65,0.53,37
MSC04,0.82,0.57,37
MSC05,0.86,0.55,37
MSC06,0.91,0.64,37
MSC07,0.78,0.64,37
MSC10,0.76,0.62,37
MSC01,0.91,0.61,37
MSC02,0.82,0.57,37
MSC03,0.91,0.63,37
MSC04,0.89,0.61,37
MSC05,0.84,0.6,37
MSC06,0.82,0.57,37
MSC07,0.65,0.56,37
MSC10,0.81,0.59,37
MSC01,0.85,0.59,37
MSC02,0.81,0.57,37
MSC03,0.81,0.55,37
MSC04,0.71,0.54,37
MSC05,0.74,0.57,37
MSC06,0.72,0.56,37
MSC07,0.81,0.54,37
MSC10,0.79,0.54,37
MSC01,0.85,0.59,38
MSC02,0.75,0.59,38
MSC03,0.8,0.57,38
MSC04,0.78,0.64,38
MSC05,0.9,0.53,38
MSC06,0.75,0.56,38
MSC07,0.94,0.56,38
MSC10,0.78,0.6,38
MSC01,0.85,0.57,38
MSC02,0.69,0.5,38
MSC03,0.84,0.61,38
MSC04,0.86,0.56,38
MSC05,0.75,0.62,38
MSC06,0.9,0.61,38
MSC07,0.69,0.66,38
MSC10,0.82,0.58,38
MSC01,0.85,0.6,38
MSC02,0.75,0.55,38
MSC03,0.82,0.55,38
MSC04,0.84,0.61,38
MSC05,0.86,0.54,38
MSC06,0.78,0.62,38
MSC07,0.9,0.66,38
MSC10,0.82,0.58,38
MSC01,0.82,0.54,39
MSC02,0.71,0.55,39
MSC03,0.81,0.46,39
MSC04,0.85,0.54,39
MSC05,0.85,0.61,39
MSC06,0.74,0.57,39
MSC07,0.78,0.56,39
MSC10,0.78,0.58,39
MSC01,0.8,0.52,39
MSC02,0.76,0.57,39
MSC03,0.76,0.55,39
MSC04,0.8,0.54,39
MSC05,0.79,0.54,39
MSC06,0.79,0.55,39
MSC07,0.82,0.54,39
MSC10,0.61,0.56,39
MSC01,0.91,0.53,39
MSC02,0.76,0.62,39
MSC03,0.7,0.54,39
MSC04,0.72,0.53,39
MSC05,0.85,0.53,39
MSC06,0.88,0.57,39
MSC07,0.66,0.62,39
MSC10,0.71,0.56,39
MSC01,0.8,0.54,40
MSC02,0.85,0.56,40
MSC03,0.76,0.52,40
MSC04,0.78,0.58,40
MSC05,0.78,0.54,40
MSC06,0.79,0.61,40
MSC07,0.85,0.56,40
MSC10,0.68,0.53,40
MSC01,0.85,0.57,40
MSC02,0.76,0.56,40
MSC03,0.76,0.57,40
MSC04,0.82,0.63,40
MSC05,0.79,0.6,40
MSC06,0.86,0.6,40
MSC07,0.78,0.59,40
MSC10,0.8,0.54,40
MSC01,0.85,0.56,40
MSC02,0.84,0.56,40
MSC03,0.57,0.51,40
MSC04,0.88,0.55,40
MSC05,0.89,0.57,40
MSC06,0.65,0.56,40
MSC07,0.64,0.57,40
MSC10,0.76,0.55,40
MSC01,0.81,0.53,41
MSC02,0.7,0.49,41
MSC03,0.7,0.5,41
MSC04,0.85,0.6,41
MSC05,0.8,0.56,41
MSC06,0.74,0.55,41
MSC07,0.78,0.58,41
MSC10,0.66,0.5,41
MSC01,0.81,0.57,41
MSC02,0.8,0.58,41
MSC03,0.71,0.61,41
MSC04,0.8,0.54,41
MSC05,0.91,0.56,41
MSC06,0.81,0.62,41
MSC07,0.81,0.61,41
MSC10,0.88,0.54,41
MSC01,0.9,0.57,41
MSC02,0.79,0.55,41
MSC03,0.64,0.55,41
MSC04,0.81,0.56,41
MSC05,0.93,0.52,41
MSC06,0.85,0.57,41
MSC07,0.74,0.56,41
MSC10,0.72,0.56,41
MSC01,0.8,0.52,42
MSC02,0.84,0.55,42
MSC03,0.7,0.49,42
MSC04,0.86,0.59,42
MSC05,0.91,0.58,42
MSC06,0.84,0.6,42
MSC07,0.71,0.54,42
MSC10,0.78,0.56,42
MSC01,0.86,0.59,42
MSC02,0.81,0.54,42
MSC03,0.72,0.64,42
MSC04,0.8,0.62,42
MSC05,0.89,0.57,42
MSC06,0.68,0.55,42
MSC07,0.8,0.57,42
MSC10,0.78,0.59,42
MSC01,0.94,0.63,42
MSC02,0.79,0.57,42
MSC03,0.66,0.56,42
MSC04,0.85,0.65,42
MSC05,0.86,0.58,42
MSC06,0.71,0.64,42
MSC07,0.66,0.65,42
MSC10,0.65,0.6,42
MSC01,0.91,0.6,43
MSC02,0.85,0.57,43
MSC03,0.62,0.6,43
MSC04,0.68,0.54,43
MSC05,0.86,0.58,43
MSC06,0.79,0.61,43
MSC07,0.85,0.62,43
MSC10,0.59,0.56,43
MSC01,0.84,0.57,43
MSC02,0.75,0.55,43
MSC03,0.78,0.59,43
MSC04,0.91,0.62,43
MSC05,0.88,0.54,43
MSC06,0.82,0.56,43
MSC07,0.85,0.54,43
MSC10,0.75,0.54,43
MSC01,0.79,0.58,44
MSC02,0.76,0.58,44
MSC03,0.82,0.48,44
MSC04,0.74,0.5,44
MSC05,0.75,0.57,44
MSC06,0.6,0.56,44
MSC07,0.66,0.52,44
MSC10,0.71,0.52,44
MSC01,0.7,0.5,44
MSC02,0.81,0.56,44
MSC03,0.82,0.58,44
MSC04,0.8,0.57,44
MSC05,0.8,0.57,44
MSC06,0.78,0.57,44
MSC07,0.75,0.55,44
MSC10,0.78,0.47,44
MSC01,0.88,0.58,44
MSC02,0.71,0.62,44
MSC03,0.69,0.56,44
MSC04,0.89,0.58,44
MSC05,0.79,0.56,44
MSC06,0.72,0.62,44
MSC07,0.85,0.52,44
MSC10,0.72,0.47,44
MSC01,0.9,0.55,45
MSC02,0.75,0.61,45
MSC03,0.86,0.62,45
MSC04,0.91,0.63,45
MSC05,0.8,0.53,45
MSC06,0.81,0.63,45
MSC07,0.79,0.57,45
MSC10,0.69,0.58,45
MSC01,0.85,0.55,45
MSC02,0.61,0.6,45
MSC03,0.74,0.59,45
MSC04,0.84,0.52,45
MSC05,0.89,0.58,45
MSC06,0.9,0.58,45
MSC07,0.84,0.53,45
MSC10,0.75,0.57,45
MSC01,0.86,0.53,46
MSC02,0.86,0.55,46
MSC03,0.78,0.63,46
MSC04,0.95,0.56,46
MSC05,0.85,0.56,46
MSC06,0.76,0.52,46
MSC07,0.7,0.59,46
MSC10,0.72,0.62,46
MSC01,0.89,0.63,46
MSC02,0.78,0.62,46
MSC03,0.76,0.59,46
MSC04,0.84,0.63,46
MSC05,0.86,0.62,46
MSC06,0.84,0.62,46
MSC07,0.78,0.59,46
MSC10,0.68,0.58,46
MSC01,0.88,0.63,46
MSC02,0.82,0.59,46
MSC03,0.78,0.61,46
MSC04,0.74,0.55,46
MSC05,0.9,0.63,46
MSC06,0.8,0.57,46
MSC07,0.94,0.66,46
MSC10,0.74,0.59,46
MSC01,0.76,0.5,47
MSC02,0.9,0.58,47
MSC03,0.91,0.56,47
MSC04,0.93,0.51,47
MSC05,0.89,0.51,47
MSC06,0.82,0.58,47
MSC07,0.74,0.58,47
MSC10,0.72,0.56,47
MSC01,0.9,0.6,47
MSC02,0.75,0.59,47
MSC03,0.6,0.53,47
MSC04,0.82,0.53,47
MSC05,0.75,0.58,47
MSC06,0.82,0.58,47
MSC07,0.8,0.58,47
MSC10,0.85,0.56,47
MSC01,0.94,0.55,48
MSC02,0.85,0.6,48
MSC03,0.84,0.5,48
MSC04,0.82,0.53,48
MSC05,0.94,0.58,48
MSC06,0.72,0.6,48
MSC07,0.72,0.56,48
MSC10,0.78,0.58,48
MSC01,0.82,0.59,48
MSC02,0.8,0.57,48
MSC03,0.69,0.59,48
MSC04,0.89,0.57,48
MSC05,0.85,0.61,48
MSC06,0.7,0.57,48
MSC07,0.85,0.59,48
MSC10,0.78,0.58,48
MSC01,0.9,0.54,48
MSC02,0.8,0.47,48
MSC03,0.7,0.61,48
MSC04,0.89,0.59,48
MSC05,0.97,0.56,48
MSC06,0.91,0.57,48
MSC07,0.74,0.61,48
MSC10,0.84,0.6,48
MSC01,0.89,0.61,49
MSC02,0.93,0.57,49
MSC03,0.8,0.64,49
MSC04,0.64,0.61,49
MSC05,0.93,0.61,49
MSC06,0.86,0.61,49
MSC07,0.81,0.61,49
MSC10,0.75,0.54,49
MSC01,0.88,0.53,49
MSC02,0.81,0.56,49
MSC03,0.69,0.52,49
MSC04,0.71,0.54,49
MSC05,0.81,0.53,49
MSC06,0.81,0.57,49
MSC07,0.84,0.61,49
MSC10,0.79,0.56,49
MSC01,0.8,0.57,50
MSC02,0.82,0.57,50
MSC03,0.79,0.55,50
MSC04,0.76,0.64,50
MSC05,0.81,0.61,50
MSC06,0.96,0.61,50
MSC07,0.71,0.57,50
MSC10,0.81,0.53,50
MSC01,0.86,0.59,50
MSC02,0.81,0.6,50
MSC03,0.8,0.58,50
MSC04,0.85,0.66,50
MSC05,0.82,0.61,50
MSC06,0.89,0.63,50
MSC07,0.76,0.69,50
MSC10,0.7,0.62,50
MSC01,0.99,0.6,50
MSC02,0.88,0.58,50
MSC03,0.85,0.55,50
MSC04,0.84,0.62,50
MSC05,0.91,0.57,50
MSC06,0.88,0.58,50
MSC07,0.89,0.64,50
MSC10,0.79,0.56,50
MSC01,0.74,0.61,51
MSC02,0.81,0.56,51
MSC03,0.74,0.6,51
MSC04,0.81,0.58,51
MSC05,0.93,0.62,51
MSC06,0.79,0.55,51
MSC07,0.79,0.59,51
MSC10,0.7,0.58,51
MSC01,0.93,0.59,51
MSC02,0.94,0.63,51
MSC03,0.88,0.64,51
MSC04,0.86,0.6,51
MSC05,0.86,0.63,51
MSC06,0.84,0.63,51
MSC07,0.78,0.56,51
MSC10,0.9,0.58,51
MSC01,0.86,0.53,52
MSC02,0.93,0.5,52
MSC03,0.86,0.59,52
MSC04,0.82,0.65,52
MSC05,0.89,0.56,52
MSC06,0.8,0.62,52
MSC07,0.7,0.57,52
MSC10,0.8,0.55,52
MSC01,0.88,0.54,52
MSC02,0.8,0.57,52
MSC03,0.71,0.53,52
MSC04,0.82,0.61,52
MSC05,0.69,0.54,52
MSC06,0.79,0.58,52
MSC07,0.88,0.59,52
MSC10,0.78,0.55,52
MSC01,0.94,0.68,53
MSC02,0.89,0.69,53
MSC03,0.78,0.62,53
MSC04,0.88,0.61,53
MSC05,0.82,0.59,53
MSC06,0.94,0.65,53
MSC07,0.88,0.7,53
MSC10,0.6,0.53,53
MSC01,0.9,0.51,53
MSC02,0.79,0.6,53
MSC03,0.9,0.59,53
MSC04,0.91,0.63,53
MSC05,0.88,0.54,53
MSC06,0.71,0.66,53
MSC07,0.72,0.57,53
MSC10,0.68,0.6,53
MSC01,0.82,0.63,54
MSC02,0.82,0.59,54
MSC03,0.79,0.57,54
MSC04,0.93,0.59,54
MSC05,0.93,0.55,54
MSC06,0.9,0.67,54
MSC07,0.85,0.57,54
MSC10,0.71,0.62,54
MSC01,0.9,0.62,54
MSC02,0.79,0.5,54
MSC03,0.68,0.56,54
MSC04,0.84,0.62,54
MSC05,0.8,0.54,54
MSC06,0.8,0.6,54
MSC07,0.7,0.6,54
MSC10,0.79,0.55,54
MSC01,0.84,0.58,55
MSC02,0.7,0.53,55
MSC03,0.66,0.57,55
MSC04,0.79,0.56,55
MSC05,0.93,0.53,55
MSC06,0.9,0.59,55
MSC07,0.82,0.58,55
MSC10,0.8,0.53,55
MSC01,0.74,0.6,55
MSC02,0.76,0.58,55
MSC03,0.86,0.6,55
MSC04,0.81,0.57,55
MSC05,0.85,0.61,55
MSC06,0.76,0.63,55
MSC07,0.7,0.55,55
MSC10,0.61,0.58,55
MSC01,0.88,0.63,55
MSC02,0.85,0.59,55
MSC03,0.74,0.59,55
MSC04,0.79,0.5,55
MSC05,0.89,0.57,55
MSC06,0.84,0.63,55
MSC07,0.88,0.63,55
MSC10,0.79,0.59,55
MSC01,0.78,0.55,56
MSC02,0.84,0.58,56
MSC03,0.85,0.59,56
MSC04,0.84,0.51,56
MSC05,0.88,0.59,56
MSC06,0.8,0.66,56
MSC07,0.7,0.6,56
MSC10,0.76,0.55,56
MSC01,0.75,0.58,56
MSC02,0.75,0.55,56
MSC03,0.65,0.53,56
MSC04,0.78,0.56,56
MSC05,0.88,0.57,56
MSC06,0.81,0.64,56
MSC07,0.8,0.55,56
MSC10,0.64,0.54,56
MSC01,0.82,0.54,57
MSC02,0.85,0.55,57
MSC03,0.97,0.54,57
MSC04,0.76,0.58,57
MSC05,0.93,0.58,57
MSC06,0.84,0.55,57
MSC07,0.7,0.53,57
MSC10,0.74,0.54,57
MSC01,0.84,0.53,57
MSC02,0.82,0.58,57
MSC03,0.8,0.67,57
MSC04,0.8,0.6,57
MSC05,0.9,0.59,57
MSC06,0.84,0.62,57
MSC07,0.82,0.57,57
MSC10,0.71,0.56,57
MSC01,0.85,0.59,58
MSC02,0.9,0.58,58
MSC03,0.9,0.61,58
MSC04,0.81,0.58,58
MSC05,0.9,0.51,58
MSC06,0.85,0.59,58
MSC07,0.78,0.62,58
MSC10,0.8,0.61,58
MSC01,0.79,0.61,58
MSC02,0.88,0.57,58
MSC03,0.86,0.56,58
MSC04,0.94,0.51,58
MSC05,0.78,0.55,58
MSC06,0.85,0.62,58
MSC07,0.84,0.62,58
MSC10,0.75,0.58,58
MSC01,0.95,0.55,59
MSC02,0.8,0.57,59
MSC03,0.89,0.62,59
MSC04,0.88,0.58,59
MSC05,0.88,0.55,59
MSC06,0.76,0.65,59
MSC07,0.76,0.61,59
MSC10,0.75,0.56,59
MSC01,0.9,0.52,59
MSC02,0.79,0.64,59
MSC03,0.69,0.61,59
MSC04,0.89,0.55,59
MSC05,0.88,0.63,59
MSC06,0.84,0.69,59
MSC07,0.68,0.57,59
MSC10,0.8,0.6,59
MSC01,0.82,0.69,60
MSC02,0.79,0.6,60
MSC03,0.91,0.62,60
MSC04,0.81,0.64,60
MSC05,0.88,0.5,60
MSC06,0.88,0.65,60
MSC07,0.9,0.66,60
MSC10,0.85,0.62,60
MSC01,0.93,0.57,60
MSC02,0.85,0.61,60
MSC03,0.68,0.59,60
MSC04,0.88,0.55,60
MSC05,0.86,0.58,60
MSC06,0.89,0.64,60
MSC07,0.8,0.63,60
MSC10,0.74,0.58,60
MSC01,0.89,0.58,61
MSC02,0.78,0.61,61
MSC03,0.75,0.63,61
MSC04,0.88,0.63,61
MSC05,0.82,0.55,61
MSC06,0.79,0.6,61
MSC07,0.89,0.59,61
MSC10,0.85,0.54,61
MSC01,0.89,0.65,62
MSC02,0.75,0.61,62
MSC03,0.9,0.65,62
MSC04,0.82,0.59,62
MSC05,0.94,0.62,62
MSC06,0.88,0.63,62
MSC07,0.81,0.63,62
MSC10,0.79,0.61,62
MSC01,0.88,0.62,62
MSC02,0.82,0.61,62
MSC03,0.62,0.56,62
MSC04,0.74,0.57,62
MSC05,0.85,0.51,62
MSC06,0.86,0.59,62
MSC07,0.76,0.55,62
MSC10,0.79,0.55,62
MSC01,0.91,0.62,63
MSC02,0.88,0.64,63
MSC03,0.9,0.55,63
MSC04,0.79,0.61,63
MSC05,0.95,0.63,63
MSC06,0.79,0.58,63
MSC07,0.7,0.55,63
MSC10,0.8,0.58,63
MSC01,0.86,0.51,63
MSC02,0.81,0.59,63
MSC03,0.84,0.52,63
MSC04,0.85,0.53,63
MSC05,0.9,0.49,63
MSC06,0.72,0.55,63
MSC07,0.9,0.61,63
MSC10,0.74,0.52,63
MSC01,0.79,0.48,64
MSC02,0.86,0.52,64
MSC03,0.94,0.57,64
MSC04,0.9,0.56,64
MSC05,0.82,0.54,64
MSC06,0.91,0.57,64
MSC07,0.71,0.54,64
MSC10,0.75,0.5,64
MSC01,0.82,0.54,64
MSC02,0.84,0.63,64
MSC03,0.64,0.58,64
MSC04,0.88,0.62,64
MSC05,0.91,0.52,64
MSC06,0.9,0.61,64
MSC07,0.74,0.58,64
MSC10,0.78,0.58,64
MSC01,0.86,0.53,65
MSC02,0.84,0.61,65
MSC03,0.99,0.58,65
MSC04,0.89,0.6,65
MSC05,0.9,0.56,65
MSC06,0.89,0.57,65
MSC07,0.8,0.63,65
MSC10,0.93,0.58,65
MSC01,0.91,0.56,65
MSC02,0.86,0.59,65
MSC03,0.78,0.57,65
MSC04,0.84,0.54,65
MSC05,0.93,0.61,65
MSC06,0.84,0.59,65
MSC07,0.78,0.62,65
MSC10,0.65,0.61,65
MSC01,0.79,0.56,66
MSC02,0.71,0.54,66
MSC03,0.81,0.54,66
MSC04,0.85,0.6,66
MSC05,0.89,0.52,66
MSC06,0.82,0.6,66
MSC07,0.82,0.54,66
MSC10,0.85,0.56,66
MSC01,0.85,0.54,66
MSC02,0.74,0.56,66
MSC03,0.81,0.61,66
MSC04,0.93,0.58,66
MSC05,0.88,0.56,66
MSC06,0.79,0.51,66
MSC07,0.85,0.55,66
MSC10,0.68,0.63,66
MSC01,0.84,0.57,67
MSC02,0.8,0.54,67
MSC03,0.94,0.63,67
MSC04,0.89,0.58,67
MSC05,0.9,0.53,67
MSC06,0.86,0.61,67
MSC07,0.7,0.59,67
MSC10,0.86,0.58,67
MSC01,0.86,0.61,68
MSC02,0.82,0.56,68
MSC03,0.75,0.61,68
MSC04,0.91,0.62,68
MSC05,0.89,0.56,68
MSC06,0.8,0.63,68
MSC07,0.79,0.58,68
MSC10,0.85,0.6,68
MSC01,0.86,0.61,68
MSC02,0.88,0.57,68
MSC03,0.8,0.59,68
MSC04,0.93,0.58,68
MSC05,0.85,0.57,68
MSC06,0.8,0.64,68
MSC07,0.76,0.58,68
MSC10,0.68,0.62,68
MSC01,0.84,0.62,69
MSC02,0.75,0.65,69
MSC03,0.9,0.69,69
MSC04,0.86,0.67,69
MSC05,0.96,0.64,69
MSC06,0.84,0.64,69
MSC07,0.8,0.61,69
MSC10,0.74,0.62,69
MSC01,0.81,0.63,69
MSC02,0.9,0.61,69
MSC03,0.99,0.55,69
MSC04,0.85,0.57,69
MSC05,0.9,0.63,69
MSC06,0.74,0.58,69
MSC07,0.81,0.62,69
MSC10,0.84,0.6,69
MSC01,0.76,0.55,70
MSC02,0.8,0.65,70
MSC03,0.82,0.6,70
MSC04,0.89,0.56,70
MSC05,0.94,0.6,70
MSC06,0.81,0.56,70
MSC07,0.79,0.65,70
MSC10,0.75,0.56,70
MSC01,0.86,0.63,71
MSC02,0.75,0.61,71
MSC03,0.86,0.58,71
MSC04,0.8,0.58,71
MSC05,0.8,0.6,71
MSC06,0.82,0.63,71
MSC07,0.65,0.62,71
MSC10,0.62,0.61,71
MSC01,0.93,0.51,71
MSC02,0.74,0.63,71
MSC03,0.86,0.59,71
MSC04,0.91,0.67,71
MSC05,0.89,0.59,71
MSC06,0.8,0.64,71
MSC07,0.91,0.57,71
MSC10,0.74,0.51,71
MSC01,0.91,0.5,72
MSC02,0.89,0.57,72
MSC03,0.69,0.57,72
MSC04,0.81,0.58,72
MSC05,0.9,0.58,72
