train,same_sub,diff_sub,feat
MSC02,0.88,0.68,196
MSC03,0.84,0.62,196
MSC04,0.88,0.59,196
MSC05,0.93,0.63,196
MSC06,0.93,0.67,196
MSC07,0.93,0.69,196
MSC10,0.94,0.62,196
MSC01,0.9,0.62,197
MSC02,0.96,0.67,197
MSC03,0.94,0.64,197
MSC04,0.91,0.6,197
MSC05,0.96,0.57,197
MSC06,0.96,0.62,197
MSC07,0.89,0.64,197
MSC10,0.95,0.55,197
MSC01,0.94,0.69,199
MSC02,0.86,0.69,199
MSC03,0.89,0.63,199
MSC04,0.94,0.69,199
MSC05,0.93,0.65,199
MSC06,0.94,0.72,199
MSC07,0.96,0.69,199
MSC10,0.93,0.73,199
MSC01,0.94,0.58,201
MSC02,0.91,0.64,201
MSC03,0.88,0.62,201
MSC04,0.91,0.64,201
MSC05,0.96,0.63,201
MSC06,0.96,0.61,201
MSC07,0.89,0.52,201
MSC10,0.8,0.58,201
MSC01,0.95,0.52,202
MSC02,0.86,0.65,202
MSC03,0.91,0.58,202
MSC04,0.95,0.67,202
MSC05,0.97,0.66,202
MSC06,0.79,0.57,202
MSC07,0.94,0.62,202
MSC10,0.8,0.53,202
MSC01,0.95,0.66,204
MSC02,0.9,0.6,204
MSC03,0.76,0.63,204
MSC04,0.9,0.62,204
MSC05,0.95,0.63,204
MSC06,0.93,0.64,204
MSC07,0.84,0.61,204
MSC10,0.8,0.64,204
MSC01,0.86,0.53,206
MSC02,0.9,0.62,206
MSC03,0.88,0.62,206
MSC04,0.96,0.67,206
MSC05,0.93,0.61,206
MSC06,0.96,0.58,206
MSC07,0.93,0.64,206
MSC10,0.86,0.62,206
MSC01,0.96,0.62,208
MSC02,0.85,0.66,208
MSC03,0.9,0.68,208
MSC04,0.95,0.62,208
MSC05,0.91,0.61,208
MSC06,0.94,0.72,208
MSC07,0.99,0.73,208
MSC10,0.93,0.66,208
MSC01,0.94,0.67,210
MSC02,0.96,0.7,210
MSC03,0.95,0.62,210
MSC04,0.93,0.7,210
MSC05,0.93,0.69,210
MSC06,0.86,0.74,210
MSC07,0.94,0.63,210
MSC10,0.9,0.7,210
MSC01,0.95,0.58,211
MSC02,0.95,0.66,211
MSC03,0.84,0.6,211
MSC04,0.95,0.58,211
MSC05,1.0,0.64,211
MSC06,0.93,0.63,211
MSC07,0.97,0.64,211
MSC10,0.86,0.52,211
MSC01,0.91,0.62,213
MSC02,0.94,0.65,213
MSC03,0.82,0.62,213
MSC04,0.96,0.66,213
MSC05,0.95,0.59,213
MSC06,0.93,0.61,213
MSC07,0.95,0.65,213
MSC10,0.93,0.65,213
MSC01,0.95,0.52,215
MSC02,0.85,0.64,215
MSC03,0.84,0.6,215
MSC04,0.96,0.68,215
MSC05,0.93,0.66,215
MSC06,0.9,0.65,215
MSC07,0.96,0.64,215
MSC10,0.85,0.61,215
MSC01,0.97,0.67,217
MSC02,0.95,0.66,217
MSC03,0.88,0.63,217
MSC04,0.95,0.67,217
MSC05,0.97,0.7,217
MSC06,0.96,0.69,217
MSC07,0.91,0.66,217
MSC10,0.89,0.68,217
MSC01,0.96,0.67,219
MSC02,0.88,0.59,219
MSC03,0.88,0.61,219
MSC04,0.96,0.74,219
MSC05,0.96,0.62,219
MSC06,0.91,0.61,219
MSC07,0.94,0.56,219
MSC10,0.88,0.7,219
MSC01,0.96,0.65,221
MSC02,0.93,0.58,221
MSC03,0.94,0.65,221
MSC04,0.96,0.62,221
MSC05,0.94,0.62,221
MSC06,0.97,0.66,221
MSC07,0.94,0.66,221
MSC10,0.78,0.59,221
MSC01,0.94,0.55,222
MSC02,0.95,0.61,222
MSC03,0.96,0.63,222
MSC04,0.94,0.57,222
MSC05,0.97,0.58,222
MSC06,0.9,0.64,222
MSC07,0.91,0.63,222
MSC10,0.84,0.55,222
MSC01,0.97,0.66,224
MSC02,0.86,0.64,224
MSC03,0.89,0.62,224
MSC04,0.85,0.66,224
MSC05,0.96,0.63,224
MSC06,0.91,0.69,224
MSC07,0.93,0.54,224
MSC10,0.89,0.64,224
MSC01,0.96,0.62,226
MSC02,0.89,0.63,226
MSC03,0.82,0.67,226
MSC04,0.95,0.6,226
MSC05,0.94,0.61,226
MSC06,0.9,0.67,226
MSC07,0.85,0.65,226
MSC10,0.9,0.52,226
MSC01,0.96,0.6,228
MSC02,0.95,0.7,228
MSC03,0.9,0.69,228
MSC04,0.94,0.67,228
MSC05,0.95,0.64,228
MSC06,0.94,0.7,228
MSC07,0.97,0.65,228
MSC10,0.84,0.59,228
MSC01,0.94,0.55,230
MSC02,0.99,0.57,230
MSC03,0.91,0.64,230
MSC04,0.93,0.62,230
MSC05,0.91,0.67,230
MSC06,0.95,0.69,230
MSC07,0.82,0.7,230
MSC10,0.91,0.62,230
MSC01,0.93,0.51,232
MSC02,0.88,0.63,232
MSC03,0.94,0.57,232
MSC04,0.91,0.61,232
MSC05,0.99,0.63,232
MSC06,0.88,0.6,232
MSC07,0.9,0.64,232
MSC10,0.86,0.61,232
MSC01,0.99,0.68,234
MSC02,0.9,0.67,234
MSC03,0.78,0.64,234
MSC04,1.0,0.66,234
MSC05,0.97,0.7,234
MSC06,0.9,0.71,234
MSC07,0.99,0.72,234
MSC10,0.91,0.67,234
MSC01,0.93,0.69,236
MSC02,0.99,0.65,236
MSC03,0.95,0.6,236
MSC04,0.97,0.65,236
MSC05,0.99,0.61,236
MSC06,0.94,0.59,236
MSC07,0.95,0.66,236
MSC10,0.96,0.61,236
MSC01,0.93,0.57,238
MSC02,0.89,0.67,238
MSC03,0.93,0.6,238
MSC04,0.91,0.69,238
MSC05,0.95,0.69,238
MSC06,0.93,0.63,238
MSC07,0.95,0.66,238
MSC10,0.9,0.56,238
MSC01,0.9,0.64,240
MSC02,0.93,0.57,240
MSC03,1.0,0.57,240
MSC04,0.93,0.56,240
MSC05,0.99,0.52,240
MSC06,0.93,0.63,240
MSC07,0.99,0.66,240
MSC10,0.94,0.54,240
MSC01,0.93,0.67,242
MSC02,0.93,0.59,242
MSC03,0.94,0.62,242
MSC04,0.9,0.59,242
MSC05,0.97,0.61,242
MSC06,0.99,0.64,242
MSC07,0.85,0.71,242
MSC10,0.86,0.63,242
MSC01,0.94,0.64,244
MSC02,0.89,0.66,244
MSC03,0.91,0.62,244
MSC04,0.95,0.66,244
MSC05,0.99,0.66,244
MSC06,0.96,0.68,244
MSC07,0.94,0.68,244
MSC10,0.89,0.62,244
MSC01,0.96,0.59,246
MSC02,0.89,0.68,246
MSC03,0.79,0.61,246
MSC04,0.95,0.61,246
MSC05,0.96,0.58,246
MSC06,0.91,0.55,246
MSC07,0.97,0.66,246
MSC10,0.88,0.57,246
MSC01,0.95,0.54,249
MSC02,0.91,0.72,249
MSC03,0.99,0.66,249
MSC04,0.95,0.69,249
MSC05,0.94,0.69,249
MSC06,0.91,0.69,249
MSC07,0.93,0.64,249
MSC10,0.88,0.62,249
MSC01,0.96,0.7,251
MSC02,0.89,0.7,251
MSC03,0.93,0.72,251
MSC04,0.91,0.69,251
MSC05,0.93,0.64,251
MSC06,0.94,0.65,251
MSC07,0.93,0.73,251
MSC10,0.85,0.7,251
MSC01,0.99,0.63,253
MSC02,0.91,0.66,253
MSC03,0.93,0.66,253
MSC04,0.96,0.54,253
MSC05,0.94,0.57,253
MSC06,0.94,0.62,253
MSC07,0.86,0.6,253
MSC10,0.88,0.56,253
MSC01,0.96,0.62,255
MSC02,0.93,0.66,255
MSC03,0.88,0.7,255
MSC04,0.91,0.63,255
MSC05,0.96,0.7,255
MSC06,0.93,0.63,255
MSC07,0.86,0.63,255
MSC10,0.89,0.56,255
MSC01,0.93,0.59,257
MSC02,0.86,0.6,257
MSC03,0.9,0.63,257
MSC04,0.85,0.69,257
MSC05,0.94,0.63,257
MSC06,0.93,0.65,257
MSC07,0.93,0.67,257
MSC10,0.89,0.59,257
MSC01,0.95,0.59,259
MSC02,0.91,0.65,259
MSC03,0.95,0.71,259
MSC04,0.96,0.66,259
MSC05,0.97,0.66,259
MSC06,0.91,0.68,259
MSC07,0.97,0.72,259
MSC10,0.95,0.64,259
MSC01,0.96,0.61,262
MSC02,0.94,0.63,262
MSC03,0.93,0.56,262
MSC04,0.97,0.67,262
MSC05,0.99,0.61,262
MSC06,0.93,0.65,262
MSC07,0.85,0.63,262
MSC10,0.86,0.61,262
MSC01,0.97,0.55,264
MSC02,0.95,0.69,264
MSC03,0.93,0.66,264
MSC04,0.97,0.59,264
MSC05,0.96,0.64,264
MSC06,0.91,0.62,264
MSC07,0.9,0.68,264
MSC10,0.93,0.54,264
MSC01,1.0,0.53,266
MSC02,0.89,0.58,266
MSC03,0.97,0.69,266
MSC04,0.99,0.56,266
MSC05,1.0,0.67,266
MSC06,0.93,0.57,266
MSC07,0.94,0.65,266
MSC10,0.94,0.58,266
MSC01,0.94,0.6,268
MSC02,0.97,0.74,268
MSC03,0.88,0.67,268
MSC04,0.95,0.7,268
MSC05,1.0,0.59,268
MSC06,0.9,0.72,268
MSC07,0.95,0.72,268
MSC10,0.89,0.64,268
MSC01,1.0,0.67,271
MSC02,0.85,0.67,271
MSC03,0.93,0.67,271
MSC04,0.95,0.7,271
MSC05,0.97,0.58,271
MSC06,0.97,0.74,271
MSC07,0.95,0.63,271
MSC10,0.93,0.55,271
MSC01,0.97,0.63,273
MSC02,0.94,0.7,273
MSC03,0.96,0.72,273
MSC04,0.93,0.69,273
MSC05,0.99,0.67,273
MSC06,0.99,0.63,273
MSC07,1.0,0.66,273
MSC10,0.86,0.58,273
MSC01,0.99,0.61,275
MSC02,0.96,0.7,275
MSC03,0.9,0.58,275
MSC04,0.97,0.64,275
MSC05,0.97,0.71,275
MSC06,0.97,0.68,275
MSC07,0.85,0.62,275
MSC10,0.86,0.62,275
MSC01,0.93,0.53,278
MSC02,0.95,0.67,278
MSC03,0.94,0.62,278
MSC04,0.94,0.7,278
MSC05,0.96,0.61,278
MSC06,0.93,0.72,278
MSC07,0.96,0.67,278
MSC10,0.91,0.55,278
MSC01,0.91,0.61,280
MSC02,0.91,0.65,280
MSC03,0.88,0.65,280
MSC04,0.95,0.64,280
MSC05,0.94,0.6,280
MSC06,0.91,0.56,280
MSC07,0.94,0.61,280
MSC10,0.86,0.56,280
MSC01,0.96,0.71,283
MSC02,0.94,0.75,283
MSC03,0.94,0.66,283
MSC04,0.95,0.69,283
MSC05,0.97,0.69,283
MSC06,0.95,0.73,283
MSC07,0.99,0.75,283
MSC10,0.88,0.62,283
MSC01,0.93,0.58,285
MSC02,0.91,0.65,285
MSC03,0.89,0.62,285
MSC04,0.96,0.62,285
MSC05,0.97,0.68,285
MSC06,0.96,0.73,285
MSC07,0.99,0.64,285
MSC10,0.84,0.59,285
MSC01,0.96,0.69,287
MSC02,0.95,0.73,287
MSC03,0.84,0.71,287
MSC04,0.96,0.7,287
MSC05,0.96,0.7,287
MSC06,0.94,0.72,287
MSC07,0.91,0.69,287
MSC10,0.91,0.65,287
MSC01,0.96,0.67,290
MSC02,0.9,0.62,290
MSC03,0.86,0.64,290
MSC04,0.94,0.71,290
MSC05,0.97,0.68,290
MSC06,0.94,0.69,290
MSC07,0.96,0.74,290
MSC10,0.85,0.54,290
MSC01,0.97,0.65,292
MSC02,0.93,0.6,292
MSC03,0.89,0.57,292
MSC04,0.9,0.62,292
MSC05,1.0,0.53,292
MSC06,0.97,0.67,292
MSC07,0.94,0.63,292
MSC10,0.82,0.54,292
MSC01,0.97,0.53,295
MSC02,0.89,0.66,295
MSC03,0.86,0.65,295
MSC04,0.96,0.62,295
MSC05,0.95,0.62,295
MSC06,0.95,0.68,295
MSC07,0.96,0.67,295
MSC10,0.8,0.59,295
MSC01,0.96,0.59,297
MSC02,0.9,0.71,297
MSC03,0.8,0.67,297
MSC04,0.99,0.69,297
MSC05,0.95,0.74,297
MSC06,0.96,0.66,297
MSC07,0.94,0.75,297
MSC10,0.91,0.64,297
MSC01,0.97,0.63,300
MSC02,0.94,0.63,300
MSC03,0.78,0.58,300
MSC04,0.95,0.69,300
MSC05,0.97,0.67,300
MSC06,0.93,0.73,300
MSC07,0.96,0.58,300
MSC10,0.89,0.68,300
MSC01,0.93,0.66,303
MSC02,0.95,0.63,303
MSC03,0.89,0.72,303
MSC04,0.91,0.55,303
MSC05,0.97,0.65,303
MSC06,0.9,0.76,303
MSC07,0.99,0.69,303
MSC10,0.89,0.67,303
MSC01,0.97,0.63,305
MSC02,0.91,0.68,305
MSC03,0.97,0.7,305
MSC04,0.96,0.59,305
MSC05,0.97,0.72,305
MSC06,0.93,0.67,305
MSC07,0.97,0.66,305
MSC10,0.88,0.67,305
MSC01,0.95,0.62,308
MSC02,0.93,0.64,308
MSC03,0.86,0.7,308
MSC04,0.94,0.54,308
MSC05,0.97,0.54,308
MSC06,0.95,0.69,308
MSC07,0.96,0.62,308
MSC10,0.91,0.53,308
MSC01,0.89,0.62,310
MSC02,0.97,0.7,310
MSC03,0.89,0.67,310
MSC04,0.97,0.54,310
MSC05,0.96,0.64,310
MSC06,0.93,0.7,310
MSC07,0.95,0.64,310
MSC10,0.95,0.61,310
MSC01,0.96,0.62,313
MSC02,0.97,0.65,313
MSC03,1.0,0.71,313
MSC04,0.97,0.54,313
MSC05,0.96,0.69,313
MSC06,0.93,0.74,313
MSC07,0.97,0.68,313
MSC10,0.88,0.67,313
MSC01,0.97,0.64,316
MSC02,0.88,0.67,316
MSC03,0.89,0.68,316
MSC04,0.93,0.63,316
MSC05,0.94,0.6,316
MSC06,0.96,0.62,316
MSC07,0.93,0.7,316
MSC10,0.9,0.58,316
MSC01,0.93,0.57,318
MSC02,0.89,0.62,318
MSC03,0.85,0.65,318
MSC04,0.96,0.59,318
MSC05,0.97,0.64,318
MSC06,0.95,0.69,318
MSC07,0.97,0.57,318
MSC10,0.88,0.58,318
MSC01,0.95,0.55,321
MSC02,0.94,0.68,321
MSC03,0.94,0.71,321
MSC04,0.97,0.69,321
MSC05,0.96,0.57,321
MSC06,0.95,0.63,321
MSC07,0.99,0.66,321
MSC10,0.85,0.55,321
MSC01,0.96,0.64,324
MSC02,0.9,0.68,324
MSC03,0.9,0.63,324
MSC04,0.96,0.65,324
MSC05,0.96,0.56,324
MSC06,0.94,0.61,324
MSC07,0.89,0.69,324
MSC10,0.9,0.63,324
MSC01,0.95,0.71,327
MSC02,0.89,0.67,327
MSC03,0.9,0.68,327
MSC04,0.91,0.7,327
MSC05,0.95,0.62,327
MSC06,0.97,0.72,327
MSC07,0.94,0.72,327
MSC10,0.94,0.69,327
MSC01,0.95,0.66,330
MSC02,0.93,0.67,330
MSC03,0.91,0.66,330
MSC04,0.96,0.68,330
MSC05,0.96,0.67,330
MSC06,0.96,0.61,330
MSC07,0.96,0.68,330
MSC10,0.86,0.6,330
MSC01,0.99,0.69,332
MSC02,0.95,0.7,332
MSC03,0.89,0.73,332
MSC04,0.9,0.56,332
MSC05,0.99,0.7,332
MSC06,0.93,0.64,332
MSC07,0.94,0.7,332
MSC10,0.91,0.6,332
MSC01,1.0,0.62,335
MSC02,0.91,0.73,335
MSC03,0.94,0.72,335
MSC04,1.0,0.76,335
MSC05,0.99,0.67,335
MSC06,0.96,0.67,335
MSC07,0.94,0.68,335
MSC10,0.9,0.55,335
MSC01,0.97,0.62,338
MSC02,0.93,0.71,338
MSC03,0.93,0.66,338
MSC04,0.88,0.61,338
MSC05,0.96,0.63,338
MSC06,0.95,0.73,338
MSC07,0.97,0.76,338
MSC10,0.94,0.66,338
MSC01,0.93,0.59,341
MSC02,0.86,0.63,341
MSC03,0.93,0.6,341
MSC04,0.94,0.55,341
MSC05,0.96,0.65,341
MSC06,0.91,0.64,341
MSC07,0.9,0.65,341
MSC10,0.93,0.59,341
MSC01,0.9,0.64,344
MSC02,0.94,0.63,344
MSC03,0.91,0.65,344
MSC04,0.9,0.69,344
MSC05,0.97,0.68,344
MSC06,0.94,0.73,344
MSC07,0.97,0.71,344
MSC10,0.94,0.59,344
MSC01,0.99,0.65,347
MSC02,0.96,0.71,347
MSC03,0.85,0.67,347
MSC04,0.97,0.7,347
MSC05,0.97,0.61,347
MSC06,0.95,0.69,347
MSC07,0.86,0.61,347
MSC10,0.86,0.56,347
MSC01,0.94,0.61,350
MSC02,0.91,0.69,350
MSC03,0.97,0.69,350
MSC04,0.93,0.65,350
MSC05,1.0,0.64,350
MSC06,0.95,0.67,350
MSC07,0.95,0.68,350
MSC10,0.91,0.61,350
MSC01,0.96,0.69,353
MSC02,0.99,0.72,353
MSC03,0.99,0.75,353
MSC04,0.95,0.73,353
MSC05,0.96,0.71,353
MSC06,1.0,0.77,353
MSC07,0.95,0.69,353
MSC10,0.86,0.67,353
MSC01,0.99,0.59,356
MSC02,0.94,0.71,356
MSC03,0.94,0.69,356
MSC04,0.93,0.66,356
MSC05,0.99,0.61,356
MSC06,0.96,0.76,356
MSC07,0.96,0.69,356
MSC10,0.88,0.59,356
MSC01,0.95,0.56,359
MSC02,0.94,0.67,359
MSC03,0.95,0.62,359
MSC04,0.91,0.58,359
MSC05,0.99,0.66,359
MSC06,0.88,0.67,359
MSC07,0.93,0.73,359
MSC10,0.9,0.59,359
MSC01,0.95,0.56,362
MSC02,0.88,0.64,362
MSC03,0.94,0.68,362
MSC04,0.95,0.69,362
MSC05,1.0,0.69,362
MSC06,0.95,0.65,362
MSC07,0.99,0.71,362
MSC10,0.86,0.63,362
MSC01,0.94,0.67,365
MSC02,0.95,0.68,365
MSC03,0.91,0.65,365
MSC04,0.93,0.58,365
MSC05,0.96,0.66,365
MSC06,0.96,0.68,365
MSC07,0.99,0.66,365
MSC10,0.82,0.66,365
MSC01,0.99,0.61,368
MSC02,0.95,0.77,368
MSC03,0.89,0.65,368
MSC04,0.96,0.64,368
MSC05,0.94,0.57,368
MSC06,0.96,0.79,368
MSC07,0.94,0.68,368
MSC10,0.93,0.74,368
MSC01,0.99,0.54,371
MSC02,0.89,0.64,371
MSC03,0.96,0.68,371
MSC04,0.95,0.6,371
MSC05,0.99,0.62,371
MSC06,0.97,0.56,371
MSC07,0.94,0.66,371
MSC10,0.85,0.62,371
MSC01,0.96,0.67,375
MSC02,0.94,0.75,375
MSC03,0.99,0.67,375
MSC04,0.95,0.72,375
MSC05,0.97,0.64,375
MSC06,0.89,0.64,375
MSC07,0.93,0.67,375
MSC10,0.93,0.67,375
MSC01,0.94,0.65,378
MSC02,0.95,0.68,378
MSC03,0.89,0.65,378
MSC04,0.97,0.68,378
MSC05,0.96,0.61,378
MSC06,0.95,0.71,378
MSC07,0.96,0.7,378
MSC10,0.95,0.56,378
MSC01,0.99,0.62,381
MSC02,0.89,0.66,381
MSC03,0.95,0.71,381
MSC04,0.97,0.64,381
MSC05,0.99,0.7,381
MSC06,0.91,0.7,381
MSC07,0.95,0.75,381
MSC10,0.93,0.62,381
MSC01,0.97,0.65,384
MSC02,0.91,0.63,384
MSC03,0.94,0.61,384
MSC04,0.91,0.59,384
MSC05,0.99,0.62,384
MSC06,0.93,0.56,384
MSC07,0.95,0.66,384
MSC10,0.89,0.57,384
MSC01,0.95,0.56,388
MSC02,0.96,0.59,388
MSC03,0.94,0.6,388
MSC04,0.95,0.64,388
MSC05,0.99,0.68,388
MSC06,0.95,0.72,388
MSC07,0.96,0.67,388
MSC10,0.94,0.63,388
MSC01,0.97,0.6,391
MSC02,0.99,0.68,391
MSC03,0.94,0.65,391
MSC04,0.93,0.68,391
MSC05,0.95,0.73,391
MSC06,0.96,0.7,391
MSC07,0.99,0.72,391
MSC10,0.93,0.67,391
MSC01,0.96,0.7,394
MSC02,0.97,0.73,394
MSC03,0.93,0.68,394
MSC04,1.0,0.65,394
MSC05,0.99,0.67,394
MSC06,0.95,0.7,394
MSC07,0.96,0.72,394
MSC10,0.96,0.65,394
MSC01,0.95,0.69,398
MSC02,0.97,0.67,398
MSC03,0.99,0.73,398
MSC04,0.96,0.56,398
MSC05,0.99,0.66,398
MSC06,0.99,0.71,398
MSC07,0.99,0.71,398
MSC10,0.9,0.69,398
MSC01,0.99,0.62,401
MSC02,0.89,0.71,401
MSC03,0.91,0.7,401
MSC04,0.95,0.65,401
MSC05,0.99,0.57,401
MSC06,0.96,0.71,401
MSC07,0.97,0.7,401
MSC10,0.86,0.54,401
MSC01,0.96,0.59,404
MSC02,0.99,0.72,404
MSC03,0.93,0.63,404
MSC04,0.95,0.62,404
MSC05,0.99,0.69,404
MSC06,0.96,0.76,404
MSC07,0.96,0.69,404
MSC10,0.95,0.59,404
MSC01,0.97,0.57,408
MSC02,0.93,0.73,408
MSC03,0.95,0.74,408
MSC04,0.93,0.65,408
MSC05,0.97,0.73,408
MSC06,0.94,0.68,408
MSC07,0.96,0.72,408
MSC10,0.88,0.56,408
MSC01,0.96,0.53,411
MSC02,0.95,0.61,411
MSC03,0.96,0.71,411
MSC04,0.97,0.64,411
MSC05,0.99,0.67,411
MSC06,0.91,0.71,411
MSC07,0.93,0.73,411
MSC10,0.95,0.62,411
MSC01,0.97,0.64,415
MSC02,0.93,0.75,415
MSC03,0.88,0.76,415
MSC04,0.94,0.58,415
MSC05,0.99,0.69,415
MSC06,0.95,0.79,415
MSC07,0.95,0.68,415
MSC10,0.94,0.72,415
MSC01,0.96,0.59,419
MSC02,0.94,0.68,419
MSC03,0.95,0.71,419
MSC04,0.96,0.71,419
MSC05,0.97,0.62,419
MSC06,0.96,0.77,419
MSC07,0.95,0.71,419
MSC10,0.89,0.68,419
MSC01,0.95,0.57,422
MSC02,0.99,0.59,422
MSC03,0.96,0.64,422
MSC04,0.9,0.66,422
MSC05,0.99,0.7,422
MSC06,0.97,0.72,422
MSC07,0.96,0.71,422
MSC10,0.94,0.55,422
MSC01,0.93,0.55,426
MSC02,0.94,0.71,426
MSC03,0.93,0.64,426
MSC04,0.91,0.62,426
MSC05,0.97,0.65,426
MSC06,0.96,0.62,426
MSC07,0.97,0.65,426
MSC10,0.96,0.57,426
MSC01,0.96,0.69,429
MSC02,0.96,0.74,429
MSC03,0.97,0.68,429
MSC04,0.99,0.59,429
MSC05,0.99,0.65,429
MSC06,0.91,0.64,429
MSC07,0.97,0.71,429
MSC10,0.91,0.65,429
MSC01,0.96,0.65,433
MSC02,0.94,0.77,433
MSC03,0.96,0.75,433
MSC04,0.97,0.68,433
MSC05,0.97,0.69,433
MSC06,0.96,0.73,433
MSC07,0.96,0.72,433
MSC10,0.94,0.69,433
MSC01,0.97,0.52,437
MSC02,0.93,0.64,437
MSC03,0.94,0.65,437
MSC04,0.96,0.6,437
MSC05,0.97,0.63,437
MSC06,0.95,0.68,437
MSC07,0.95,0.61,437
MSC10,0.94,0.61,437
MSC01,0.95,0.66,441
MSC02,0.96,0.65,441
MSC03,0.89,0.68,441
MSC04,0.96,0.7,441
MSC05,0.99,0.73,441
MSC06,0.91,0.66,441
MSC07,0.95,0.67,441
MSC10,0.93,0.67,441
MSC01,0.96,0.69,444
MSC02,0.95,0.68,444
MSC03,0.91,0.71,444
MSC04,0.94,0.65,444
MSC05,0.99,0.69,444
MSC06,0.94,0.72,444
MSC07,1.0,0.7,444
MSC10,0.9,0.65,444
MSC01,0.93,0.63,448
MSC02,0.93,0.68,448
MSC03,0.93,0.69,448
MSC04,0.96,0.71,448
MSC05,0.95,0.6,448
MSC06,0.96,0.69,448
MSC07,0.86,0.67,448
MSC10,0.89,0.68,448
MSC01,0.97,0.65,452
MSC02,0.93,0.68,452
MSC03,0.91,0.66,452
MSC04,0.91,0.7,452
MSC05,0.97,0.57,452
MSC06,0.94,0.74,452
MSC07,0.95,0.72,452
MSC10,0.91,0.64,452
MSC01,0.97,0.6,456
MSC02,0.93,0.71,456
MSC03,0.93,0.7,456
MSC04,0.94,0.65,456
MSC05,0.97,0.56,456
MSC06,0.93,0.7,456
MSC07,0.97,0.74,456
MSC10,0.91,0.54,456
MSC01,0.91,0.72,460
MSC02,0.94,0.75,460
MSC03,0.95,0.65,460
MSC04,0.95,0.73,460
MSC05,1.0,0.64,460
MSC06,0.97,0.71,460
MSC07,0.97,0.73,460
MSC10,0.94,0.68,460
MSC01,0.97,0.64,464
MSC02,0.99,0.72,464
MSC03,1.0,0.67,464
MSC04,0.97,0.57,464
MSC05,1.0,0.69,464
MSC06,0.89,0.68,464
MSC07,0.96,0.7,464
MSC10,0.93,0.56,464
MSC01,0.96,0.65,468
MSC02,0.99,0.68,468
MSC03,0.93,0.65,468
MSC04,0.97,0.74,468
MSC05,0.97,0.64,468
MSC06,0.97,0.69,468
MSC07,1.0,0.69,468
MSC10,0.9,0.59,468
MSC01,0.97,0.63,472
MSC02,0.96,0.74,472
MSC03,0.95,0.69,472
MSC04,0.99,0.57,472
MSC05,0.97,0.66,472
MSC06,0.97,0.82,472
MSC07,0.96,0.71,472
MSC10,0.9,0.64,472
MSC01,0.96,0.65,476
MSC02,0.96,0.74,476
MSC03,0.96,0.69,476
MSC04,0.94,0.65,476
MSC05,0.99,0.76,476
MSC06,0.95,0.68,476
MSC07,0.97,0.68,476
MSC10,0.9,0.66,476
MSC01,0.94,0.56,480
MSC02,0.96,0.74,480
MSC03,0.93,0.67,480
MSC04,0.93,0.63,480
MSC05,0.99,0.65,480
MSC06,0.95,0.69,480
MSC07,0.94,0.69,480
MSC10,0.95,0.59,480
MSC01,0.96,0.7,484
MSC02,0.93,0.76,484
MSC03,0.91,0.71,484
MSC04,0.96,0.67,484
MSC05,0.97,0.69,484
MSC06,0.91,0.75,484
MSC07,0.96,0.77,484
MSC10,0.94,0.6,484
MSC01,0.96,0.68,488
MSC02,0.95,0.66,488
MSC03,0.88,0.65,488
MSC04,0.97,0.63,488
MSC05,1.0,0.65,488
MSC06,0.95,0.69,488
MSC07,0.94,0.7,488
MSC10,0.88,0.68,488
MSC01,1.0,0.52,492
MSC02,0.97,0.65,492
MSC03,0.96,0.72,492
MSC04,0.99,0.66,492
MSC05,0.97,0.72,492
MSC06,0.95,0.75,492
MSC07,0.95,0.73,492
MSC10,0.88,0.67,492
MSC01,0.95,0.58,496
MSC02,0.95,0.75,496
MSC03,0.94,0.73,496
MSC04,0.96,0.69,496
MSC05,0.97,0.69,496
MSC06,0.97,0.73,496
MSC07,0.99,0.75,496
MSC10,0.94,0.7,496
MSC01,1.0,0.57,501
MSC02,0.96,0.76,501
MSC03,0.97,0.71,501
MSC04,0.99,0.69,501
MSC05,0.99,0.72,501
MSC06,0.97,0.8,501
MSC07,0.94,0.63,501
MSC10,0.91,0.71,501
MSC01,0.97,0.68,505
MSC02,0.9,0.71,505
MSC03,0.93,0.59,505
MSC04,0.97,0.65,505
MSC05,0.99,0.64,505
MSC06,0.94,0.64,505
MSC07,0.97,0.66,505
MSC10,0.89,0.66,505
MSC01,0.97,0.68,509
MSC02,0.94,0.76,509
MSC03,0.91,0.71,509
MSC04,0.97,0.74,509
MSC05,0.97,0.67,509
MSC06,0.94,0.72,509
MSC07,0.96,0.71,509
MSC10,0.91,0.69,509
MSC01,0.97,0.56,514
MSC02,0.93,0.76,514
MSC03,0.88,0.71,514
MSC04,0.97,0.62,514
MSC05,0.99,0.68,514
MSC06,0.89,0.75,514
MSC07,0.95,0.72,514
MSC10,0.88,0.68,514
MSC01,0.96,0.7,518
MSC02,0.97,0.72,518
MSC03,0.95,0.71,518
MSC04,0.96,0.64,518
MSC05,0.99,0.73,518
MSC06,0.95,0.7,518
MSC07,0.97,0.74,518
MSC10,0.95,0.64,518
MSC01,0.99,0.52,523
MSC02,0.97,0.65,523
MSC03,0.93,0.65,523
MSC04,0.93,0.7,523
MSC05,0.93,0.69,523
MSC06,0.96,0.69,523
MSC07,0.97,0.65,523
MSC10,0.9,0.55,523
MSC01,0.96,0.69,527
MSC02,0.95,0.59,527
MSC03,0.95,0.62,527
MSC04,0.93,0.65,527
MSC05,1.0,0.72,527
