train_sub,test_sub,task,acc,spec,sen
MSC01,MSC02,glass,0.65,0.3,1.0
MSC01,MSC02,semantic,0.6750000000000002,0.3499999999999999,1.0
MSC01,MSC02,motor,0.6199999999999999,0.30999999999999994,0.93
MSC01,MSC02,mem,0.7699999999999999,0.67,0.8700000000000001
MSC01,MSC03,glass,0.51,0.09,0.93
MSC01,MSC03,semantic,0.4800000000000001,0.06999999999999999,0.8900000000000002
MSC01,MSC03,motor,0.5499999999999999,0.09999999999999999,1.0
MSC01,MSC03,mem,0.66875,0.4,0.9375
MSC01,MSC04,glass,0.5449999999999999,0.09,1.0
MSC01,MSC04,semantic,0.6799999999999999,0.37999999999999995,0.9800000000000001
MSC01,MSC04,motor,0.6350000000000001,0.2699999999999999,1.0
MSC01,MSC04,mem,0.7249999999999999,0.5499999999999999,0.9000000000000001
MSC01,MSC05,glass,0.6399999999999999,0.3,0.9800000000000001
MSC01,MSC05,semantic,0.7649999999999999,0.5599999999999999,0.97
MSC01,MSC05,motor,0.645,0.48,0.8100000000000002
MSC01,MSC05,mem,0.7150000000000001,0.8800000000000001,0.55
MSC01,MSC06,glass,0.538888888888889,0.13333333333333336,0.9444444444444444
MSC01,MSC06,semantic,0.705,0.4600000000000001,0.95
MSC01,MSC06,motor,0.5944444444444443,0.31111111111111117,0.8777777777777779
MSC01,MSC06,mem,0.595,0.61,0.58
MSC01,MSC07,glass,0.5399999999999999,0.07999999999999999,1.0
MSC01,MSC07,semantic,0.565,0.13,1.0
MSC01,MSC07,motor,0.5166666666666667,0.03333333333333333,1.0
MSC01,MSC07,mem,0.6599999999999999,0.39,0.93
MSC01,MSC10,glass,0.5499999999999999,0.09999999999999999,1.0
MSC01,MSC10,semantic,0.575,0.15000000000000002,1.0
MSC01,MSC10,motor,0.5449999999999999,0.10999999999999999,0.9800000000000001
MSC01,MSC10,mem,0.745,0.59,0.9000000000000001
MSC02,MSC01,glass,0.6,0.2,1.0
MSC02,MSC01,semantic,0.9199999999999999,0.8500000000000002,0.99
MSC02,MSC01,motor,0.7699999999999999,0.7700000000000001,0.77
MSC02,MSC01,mem,0.8149999999999998,0.8700000000000001,0.76
MSC02,MSC03,glass,0.48,0.030000000000000006,0.93
MSC02,MSC03,semantic,0.7649999999999999,0.68,0.8500000000000002
MSC02,MSC03,motor,0.78,0.64,0.9199999999999999
MSC02,MSC03,mem,0.8125,0.75,0.875
MSC02,MSC04,glass,0.6749999999999999,0.35000000000000003,1.0
MSC02,MSC04,semantic,0.9250000000000002,0.93,0.9200000000000002
MSC02,MSC04,motor,0.85,0.8800000000000001,0.8200000000000001
MSC02,MSC04,mem,0.85,0.79,0.9100000000000001
MSC02,MSC05,glass,0.6050000000000002,0.21000000000000002,1.0
MSC02,MSC05,semantic,0.8600000000000001,0.74,0.9800000000000001
MSC02,MSC05,motor,0.82,0.8699999999999999,0.77
MSC02,MSC05,mem,0.93,0.9,0.9600000000000002
MSC02,MSC06,glass,0.6833333333333333,0.36666666666666664,1.0
MSC02,MSC06,semantic,0.905,0.8600000000000001,0.95
MSC02,MSC06,motor,0.7611111111111111,0.9333333333333333,0.5888888888888888
MSC02,MSC06,mem,0.825,0.86,0.79
