,test_task,train_task,Mean,Std
0,mem,mixed,0.5187723214285714,0.0732312227993962
1,mem,motor,0.5160838293650795,0.08169510696482467
2,mixed,mem,0.5291741071428573,0.08042298574134102
3,mixed,motor,0.5278075396825395,0.08523193547183175
4,motor,mem,0.5305704365079364,0.08261022412019421
5,motor,mixed,0.5248313492063491,0.09675491847776653
