,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.96
1,mixed,mem,MSC01,0.9000000000000001
2,motor,mixed,MSC01,0.95
3,motor,mem,MSC01,0.8950000000000001
4,mem,mixed,MSC01,0.9949999999999999
5,mem,motor,MSC01,0.905
6,mixed,motor,MSC02,0.6300000000000001
7,mixed,mem,MSC02,0.6599999999999999
8,motor,mixed,MSC02,0.43
9,motor,mem,MSC02,0.4800000000000001
10,mem,mixed,MSC02,0.5650000000000001
11,mem,motor,MSC02,0.585
12,mixed,motor,MSC03,0.77
13,mixed,mem,MSC03,0.7125
14,motor,mixed,MSC03,0.67
15,motor,mem,MSC03,0.5125
16,mem,mixed,MSC03,0.58125
17,mem,motor,MSC03,0.5
18,mixed,motor,MSC04,0.73
19,mixed,mem,MSC04,0.6050000000000001
20,motor,mixed,MSC04,0.7049999999999998
21,motor,mem,MSC04,0.48999999999999994
22,mem,mixed,MSC04,0.7
23,mem,motor,MSC04,0.5499999999999999
24,mixed,motor,MSC05,0.6250000000000001
25,mixed,mem,MSC05,0.77
26,motor,mixed,MSC05,0.48999999999999994
27,motor,mem,MSC05,0.48999999999999994
28,mem,mixed,MSC05,0.7100000000000001
29,mem,motor,MSC05,0.5599999999999998
30,mixed,motor,MSC06,0.4833333333333333
31,mixed,mem,MSC06,0.605
32,motor,mixed,MSC06,0.6944444444444444
33,motor,mem,MSC06,0.6222222222222222
34,mem,mixed,MSC06,0.5199999999999999
35,mem,motor,MSC06,0.5555555555555556
36,mixed,motor,MSC07,0.85
37,mixed,mem,MSC07,0.7349999999999999
38,motor,mixed,MSC07,0.6944444444444444
39,motor,mem,MSC07,0.6055555555555555
40,mem,mixed,MSC07,0.6399999999999999
41,mem,motor,MSC07,0.5555555555555555
42,mixed,motor,MSC10,0.7549999999999999
43,mixed,mem,MSC10,0.7549999999999999
44,motor,mixed,MSC10,0.7050000000000001
45,motor,mem,MSC10,0.7300000000000001
46,mem,mixed,MSC10,0.7100000000000001
47,mem,motor,MSC10,0.8049999999999999
