sub,mixed,motor,mem
MSC01,0.95,0.95,1.0
MSC02,0.95,1.0,0.95
MSC03,1.0,1.0,0.95
MSC04,0.9,0.95,0.95
MSC05,0.8,1.0,1.0
MSC06,0.95,0.95,0.85
MSC07,0.85,1.0,0.95
MSC10,0.95,0.95,0.95
