sub,mixed,motor,mem
MSC01,0.95,0.85,0.85
MSC02,0.8,0.9,0.85
MSC03,1.0,1.0,0.95
MSC04,0.95,0.85,0.85
MSC05,0.95,0.95,1.0
MSC06,0.8,0.9,0.85
MSC07,0.85,0.85,0.9
MSC10,0.8,0.75,0.7
