,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.93
1,mixed,mem,MSC01,0.74
2,motor,mixed,MSC01,0.7999999999999999
3,motor,mem,MSC01,0.6500000000000001
4,mem,mixed,MSC01,0.8649999999999999
5,mem,motor,MSC01,0.8099999999999999
6,mixed,motor,MSC02,0.675
7,mixed,mem,MSC02,0.825
8,motor,mixed,MSC02,0.5
9,motor,mem,MSC02,0.5
10,mem,mixed,MSC02,0.78
11,mem,motor,MSC02,0.5799999999999998
12,mixed,motor,MSC03,0.9450000000000001
13,mixed,mem,MSC03,0.7300000000000001
14,motor,mixed,MSC03,0.5
15,motor,mem,MSC03,0.505
16,mem,mixed,MSC03,0.72
17,mem,motor,MSC03,0.915
18,mixed,motor,MSC04,0.9099999999999999
19,mixed,mem,MSC04,0.9299999999999999
20,motor,mixed,MSC04,0.7050000000000001
21,motor,mem,MSC04,0.51
22,mem,mixed,MSC04,0.95
23,mem,motor,MSC04,0.8
24,mixed,motor,MSC05,0.93
25,mixed,mem,MSC05,0.975
26,motor,mixed,MSC05,0.525
27,motor,mem,MSC05,0.5
28,mem,mixed,MSC05,0.6650000000000001
29,mem,motor,MSC05,0.8099999999999999
30,mixed,motor,MSC06,0.8300000000000001
31,mixed,mem,MSC06,0.875
32,motor,mixed,MSC06,0.64
33,motor,mem,MSC06,0.6500000000000001
34,mem,mixed,MSC06,0.68
35,mem,motor,MSC06,0.7300000000000001
36,mixed,motor,MSC07,0.8950000000000001
37,mixed,mem,MSC07,0.9200000000000002
38,motor,mixed,MSC07,0.51
39,motor,mem,MSC07,0.5449999999999999
40,mem,mixed,MSC07,0.7999999999999999
41,mem,motor,MSC07,0.73
42,mixed,motor,MSC10,0.7749999999999999
43,mixed,mem,MSC10,0.8649999999999999
44,motor,mixed,MSC10,0.53
45,motor,mem,MSC10,0.5799999999999998
46,mem,mixed,MSC10,0.7250000000000001
47,mem,motor,MSC10,0.5900000000000001
