train_sub,test_sub,Within,Between,Days
MSC02,MSC10,1.0,0.79,55
MSC03,MSC01,0.9636363636363636,0.7933333333333332,55
MSC03,MSC02,0.9636363636363636,0.6300000000000001,55
MSC03,MSC04,0.9636363636363636,0.78,55
MSC03,MSC05,0.9636363636363636,0.8699999999999999,55
MSC03,MSC06,0.9636363636363636,0.7933333333333332,55
MSC03,MSC07,0.9636363636363636,0.75,55
MSC03,MSC10,0.9636363636363636,0.7866666666666668,55
MSC04,MSC01,0.9818181818181818,0.65,55
MSC04,MSC02,0.9818181818181818,0.6699999999999999,55
MSC04,MSC03,0.9818181818181818,0.6166666666666667,55
MSC04,MSC05,0.9818181818181818,0.9033333333333333,55
MSC04,MSC06,0.9818181818181818,0.86,55
MSC04,MSC07,0.9818181818181818,0.61,55
MSC04,MSC10,0.9818181818181818,0.7133333333333333,55
MSC05,MSC01,0.9818181818181818,0.6,55
MSC05,MSC02,0.9818181818181818,0.5,55
MSC05,MSC03,0.9818181818181818,0.65,55
MSC05,MSC04,0.9818181818181818,0.8166666666666668,55
MSC05,MSC06,0.9818181818181818,0.7233333333333334,55
MSC05,MSC07,0.9818181818181818,0.5633333333333334,55
MSC05,MSC10,0.9818181818181818,0.61,55
MSC06,MSC01,0.9454545454545455,0.61,55
MSC06,MSC02,0.9454545454545455,0.6,55
MSC06,MSC03,0.9454545454545455,0.6466666666666667,55
MSC06,MSC04,0.9454545454545455,0.8533333333333333,55
MSC06,MSC05,0.9454545454545455,0.85,55
MSC06,MSC07,0.9454545454545455,0.5733333333333335,55
MSC06,MSC10,0.9454545454545455,0.6233333333333334,55
MSC07,MSC01,0.9636363636363636,0.6233333333333333,55
MSC07,MSC02,0.9636363636363636,0.5566666666666666,55
MSC07,MSC03,0.9636363636363636,0.6166666666666667,55
MSC07,MSC04,0.9636363636363636,0.7166666666666666,55
MSC07,MSC05,0.9636363636363636,0.6900000000000001,55
MSC07,MSC06,0.9636363636363636,0.7566666666666666,55
MSC07,MSC10,0.9636363636363636,0.6433333333333333,55
MSC10,MSC01,0.9818181818181818,0.5066666666666666,55
MSC10,MSC02,0.9818181818181818,0.5133333333333333,55
MSC10,MSC03,0.9818181818181818,0.57,55
MSC10,MSC04,0.9818181818181818,0.6266666666666666,55
MSC10,MSC05,0.9818181818181818,0.5700000000000001,55
MSC10,MSC06,0.9818181818181818,0.67,55
MSC10,MSC07,0.9818181818181818,0.64,55
MSC01,MSC02,0.9818181818181818,0.5066666666666666,54
MSC01,MSC03,0.9818181818181818,0.53,54
MSC01,MSC04,0.9818181818181818,0.6199999999999999,54
MSC01,MSC05,0.9818181818181818,0.5866666666666667,54
MSC01,MSC06,0.9818181818181818,0.7466666666666666,54
MSC01,MSC07,0.9818181818181818,0.5,54
MSC01,MSC10,0.9818181818181818,0.5066666666666666,54
MSC02,MSC01,1.0,0.9033333333333333,54
MSC02,MSC03,1.0,0.6433333333333332,54
MSC02,MSC04,1.0,0.9066666666666666,54
MSC02,MSC05,1.0,0.85,54
MSC02,MSC06,1.0,0.8300000000000001,54
MSC02,MSC07,1.0,0.6666666666666667,54
MSC02,MSC10,1.0,0.7766666666666667,54
MSC03,MSC01,0.9818181818181818,0.8433333333333332,54
MSC03,MSC02,0.9818181818181818,0.7666666666666667,54
MSC03,MSC04,0.9818181818181818,0.8733333333333333,54
MSC03,MSC05,0.9818181818181818,0.9133333333333333,54
MSC03,MSC06,0.9818181818181818,0.8933333333333332,54
MSC03,MSC07,0.9818181818181818,0.7733333333333333,54
MSC03,MSC10,0.9818181818181818,0.8600000000000001,54
MSC04,MSC01,1.0,0.5066666666666666,54
MSC04,MSC02,1.0,0.5233333333333333,54
MSC04,MSC03,1.0,0.55,54
MSC04,MSC05,1.0,0.6966666666666665,54
MSC04,MSC06,1.0,0.62,54
MSC04,MSC07,1.0,0.51,54
MSC04,MSC10,1.0,0.5433333333333333,54
MSC05,MSC01,1.0,0.5366666666666667,54
MSC05,MSC02,1.0,0.5,54
MSC05,MSC03,1.0,0.5199999999999999,54
MSC05,MSC04,1.0,0.6166666666666666,54
MSC05,MSC06,1.0,0.5933333333333335,54
MSC05,MSC07,1.0,0.51,54
MSC05,MSC10,1.0,0.5833333333333334,54
MSC06,MSC01,0.9636363636363636,0.6000000000000001,54
MSC06,MSC02,0.9636363636363636,0.64,54
MSC06,MSC03,0.9636363636363636,0.6633333333333333,54
MSC06,MSC04,0.9636363636363636,0.8400000000000001,54
MSC06,MSC05,0.9636363636363636,0.8733333333333333,54
MSC06,MSC07,0.9636363636363636,0.5466666666666666,54
MSC06,MSC10,0.9636363636363636,0.5733333333333335,54
MSC07,MSC01,0.9818181818181818,0.52,54
MSC07,MSC02,0.9818181818181818,0.51,54
MSC07,MSC03,0.9818181818181818,0.58,54
MSC07,MSC04,0.9818181818181818,0.6200000000000001,54
MSC07,MSC05,0.9818181818181818,0.6466666666666666,54
MSC07,MSC06,0.9818181818181818,0.7666666666666666,54
MSC07,MSC10,0.9818181818181818,0.6000000000000001,54
MSC10,MSC01,0.9818181818181818,0.53,54
MSC10,MSC02,0.9818181818181818,0.5533333333333333,54
MSC10,MSC03,0.9818181818181818,0.5766666666666667,54
MSC10,MSC04,0.9818181818181818,0.6699999999999999,54
MSC10,MSC05,0.9818181818181818,0.6633333333333333,54
MSC10,MSC06,0.9818181818181818,0.7166666666666666,54
MSC10,MSC07,0.9818181818181818,0.6133333333333334,54
MSC01,MSC02,0.9800000000000001,0.5033333333333333,53
MSC01,MSC03,0.9800000000000001,0.5599999999999999,53
MSC01,MSC04,0.9800000000000001,0.6466666666666667,53
MSC01,MSC05,0.9800000000000001,0.6333333333333334,53
MSC01,MSC06,0.9800000000000001,0.7666666666666667,53
MSC01,MSC07,0.9800000000000001,0.5033333333333333,53
MSC01,MSC10,0.9800000000000001,0.5566666666666666,53
MSC02,MSC01,1.0,0.9266666666666665,53
MSC02,MSC03,1.0,0.7133333333333333,53
MSC02,MSC04,1.0,0.8966666666666667,53
MSC02,MSC05,1.0,0.9366666666666668,53
MSC02,MSC06,1.0,0.9199999999999999,53
MSC02,MSC07,1.0,0.6866666666666668,53
MSC02,MSC10,1.0,0.8266666666666665,53
MSC03,MSC01,1.0,0.58,53
MSC03,MSC02,1.0,0.5433333333333333,53
MSC03,MSC04,1.0,0.6666666666666667,53
MSC03,MSC05,1.0,0.6733333333333332,53
MSC03,MSC06,1.0,0.6633333333333333,53
MSC03,MSC07,1.0,0.6733333333333335,53
MSC03,MSC10,1.0,0.6533333333333333,53
MSC04,MSC01,0.9818181818181818,0.52,53
MSC04,MSC02,0.9818181818181818,0.5166666666666666,53
MSC04,MSC03,0.9818181818181818,0.5433333333333333,53
MSC04,MSC05,0.9818181818181818,0.7733333333333334,53
MSC04,MSC06,0.9818181818181818,0.6033333333333334,53
MSC04,MSC07,0.9818181818181818,0.5666666666666667,53
MSC04,MSC10,0.9818181818181818,0.6066666666666667,53
MSC05,MSC01,0.9636363636363636,0.7033333333333334,53
MSC05,MSC02,0.9636363636363636,0.5666666666666667,53
MSC05,MSC03,0.9636363636363636,0.7633333333333334,53
MSC05,MSC04,0.9636363636363636,0.7766666666666667,53
MSC05,MSC06,0.9636363636363636,0.8033333333333333,53
MSC05,MSC07,0.9636363636363636,0.6966666666666665,53
MSC05,MSC10,0.9636363636363636,0.7,53
MSC06,MSC01,1.0,0.6066666666666667,53
MSC06,MSC02,1.0,0.6466666666666667,53
MSC06,MSC03,1.0,0.6733333333333335,53
MSC06,MSC04,1.0,0.8366666666666667,53
MSC06,MSC05,1.0,0.8833333333333334,53
MSC06,MSC07,1.0,0.5900000000000001,53
MSC06,MSC10,1.0,0.6,53
MSC07,MSC01,1.0,0.5866666666666667,53
MSC07,MSC02,1.0,0.5066666666666666,53
MSC07,MSC03,1.0,0.5700000000000001,53
MSC07,MSC04,1.0,0.7,53
MSC07,MSC05,1.0,0.7566666666666667,53
MSC07,MSC06,1.0,0.7966666666666666,53
MSC07,MSC10,1.0,0.5800000000000001,53
MSC10,MSC01,0.9436363636363637,0.5700000000000001,53
MSC10,MSC02,0.9436363636363637,0.56,53
MSC10,MSC03,0.9436363636363637,0.6166666666666666,53
MSC10,MSC04,0.9436363636363637,0.7566666666666667,53
MSC10,MSC05,0.9436363636363637,0.7366666666666666,53
MSC10,MSC06,0.9436363636363637,0.7733333333333333,53
MSC10,MSC07,0.9436363636363637,0.7133333333333333,53
MSC01,MSC02,1.0,0.5,52
MSC01,MSC03,1.0,0.51,52
MSC01,MSC04,1.0,0.54,52
MSC01,MSC05,1.0,0.5633333333333332,52
MSC01,MSC06,1.0,0.67,52
MSC01,MSC07,1.0,0.5066666666666666,52
MSC01,MSC10,1.0,0.52,52
MSC02,MSC01,1.0,0.8666666666666668,52
MSC02,MSC03,1.0,0.5833333333333334,52
MSC02,MSC04,1.0,0.7666666666666668,52
MSC02,MSC05,1.0,0.7966666666666666,52
MSC02,MSC06,1.0,0.7666666666666665,52
MSC02,MSC07,1.0,0.5633333333333332,52
MSC02,MSC10,1.0,0.6033333333333333,52
MSC03,MSC01,1.0,0.7866666666666667,52
MSC03,MSC02,1.0,0.6866666666666666,52
MSC03,MSC04,1.0,0.8233333333333333,52
MSC03,MSC05,1.0,0.8766666666666666,52
MSC03,MSC06,1.0,0.8099999999999999,52
MSC03,MSC07,1.0,0.8066666666666666,52
MSC03,MSC10,1.0,0.8433333333333335,52
MSC04,MSC01,0.9800000000000001,0.53,52
MSC04,MSC02,0.9800000000000001,0.5800000000000001,52
MSC04,MSC03,0.9800000000000001,0.5566666666666666,52
MSC04,MSC05,0.9800000000000001,0.8699999999999999,52
MSC04,MSC06,0.9800000000000001,0.6,52
MSC04,MSC07,0.9800000000000001,0.6233333333333333,52
MSC04,MSC10,0.9800000000000001,0.6766666666666667,52
MSC05,MSC01,1.0,0.8266666666666665,52
MSC05,MSC02,1.0,0.6866666666666668,52
MSC05,MSC03,1.0,0.8600000000000001,52
MSC05,MSC04,1.0,0.79,52
MSC05,MSC06,1.0,0.9066666666666668,52
MSC05,MSC07,1.0,0.8166666666666667,52
MSC05,MSC10,1.0,0.7866666666666665,52
MSC06,MSC01,1.0,0.9200000000000002,52
MSC06,MSC02,1.0,0.8566666666666667,52
MSC06,MSC03,1.0,0.8033333333333333,52
MSC06,MSC04,1.0,0.9566666666666667,52
MSC06,MSC05,1.0,0.9233333333333332,52
MSC06,MSC07,1.0,0.6566666666666667,52
MSC06,MSC10,1.0,0.6966666666666667,52
MSC07,MSC01,1.0,0.6133333333333333,52
MSC07,MSC02,1.0,0.5266666666666667,52
MSC07,MSC03,1.0,0.57,52
MSC07,MSC04,1.0,0.76,52
MSC07,MSC05,1.0,0.71,52
MSC07,MSC06,1.0,0.76,52
MSC07,MSC10,1.0,0.7033333333333335,52
MSC10,MSC01,0.9818181818181818,0.6366666666666666,52
MSC10,MSC02,0.9818181818181818,0.6766666666666667,52
MSC10,MSC03,0.9818181818181818,0.6566666666666665,52
MSC10,MSC04,0.9818181818181818,0.8099999999999999,52
MSC10,MSC05,0.9818181818181818,0.6433333333333333,52
MSC10,MSC06,0.9818181818181818,0.7933333333333333,52
MSC10,MSC07,0.9818181818181818,0.7466666666666667,52
MSC01,MSC02,0.9800000000000001,0.5,51
MSC01,MSC03,0.9800000000000001,0.5166666666666667,51
MSC01,MSC04,0.9800000000000001,0.5233333333333333,51
MSC01,MSC05,0.9800000000000001,0.5133333333333334,51
MSC01,MSC06,0.9800000000000001,0.5866666666666667,51
MSC01,MSC07,0.9800000000000001,0.5,51
MSC01,MSC10,0.9800000000000001,0.5033333333333333,51
MSC02,MSC01,1.0,0.7899999999999999,51
MSC02,MSC03,1.0,0.5800000000000001,51
MSC02,MSC04,1.0,0.6966666666666668,51
MSC02,MSC05,1.0,0.7433333333333334,51
MSC02,MSC06,1.0,0.7933333333333333,51
MSC02,MSC07,1.0,0.5466666666666666,51
MSC02,MSC10,1.0,0.6766666666666666,51
MSC03,MSC01,1.0,0.8933333333333333,51
MSC03,MSC02,1.0,0.6633333333333333,51
MSC03,MSC04,1.0,0.8666666666666666,51
MSC03,MSC05,1.0,0.8699999999999999,51
MSC03,MSC06,1.0,0.8533333333333333,51
MSC03,MSC07,1.0,0.8233333333333335,51
MSC03,MSC10,1.0,0.8666666666666668,51
MSC04,MSC01,1.0,0.5,51
MSC04,MSC02,1.0,0.5,51
MSC04,MSC03,1.0,0.5333333333333334,51
MSC04,MSC05,1.0,0.6200000000000001,51
MSC04,MSC06,1.0,0.5766666666666667,51
MSC04,MSC07,1.0,0.51,51
MSC04,MSC10,1.0,0.53,51
MSC05,MSC01,1.0,0.7300000000000001,51
MSC05,MSC02,1.0,0.5566666666666668,51
MSC05,MSC03,1.0,0.7499999999999999,51
MSC05,MSC04,1.0,0.85,51
MSC05,MSC06,1.0,0.9033333333333333,51
