train_sub,test_sub,Within,Between,Days
MSC01,MSC02,0.9833333333333334,0.5033333333333333,60
MSC01,MSC03,0.9833333333333334,0.5066666666666666,60
MSC01,MSC04,0.9833333333333334,0.5600000000000002,60
MSC01,MSC05,0.9833333333333334,0.55,60
MSC01,MSC06,0.9833333333333334,0.6733333333333333,60
MSC01,MSC07,0.9833333333333334,0.5,60
MSC01,MSC10,0.9833333333333334,0.5200000000000001,60
MSC02,MSC01,1.0,0.9433333333333331,60
MSC02,MSC03,1.0,0.7666666666666666,60
MSC02,MSC04,1.0,0.8733333333333333,60
MSC02,MSC05,1.0,0.9033333333333333,60
MSC02,MSC06,1.0,0.9466666666666665,60
MSC02,MSC07,1.0,0.7100000000000001,60
MSC02,MSC10,1.0,0.7899999999999999,60
MSC03,MSC01,1.0,0.5966666666666667,60
MSC03,MSC02,1.0,0.5266666666666666,60
MSC03,MSC04,1.0,0.7033333333333334,60
MSC03,MSC05,1.0,0.6633333333333333,60
MSC03,MSC06,1.0,0.75,60
MSC03,MSC07,1.0,0.6533333333333333,60
MSC03,MSC10,1.0,0.6766666666666666,60
MSC04,MSC01,1.0,0.5066666666666666,60
MSC04,MSC02,1.0,0.5033333333333333,60
MSC04,MSC03,1.0,0.5466666666666666,60
MSC04,MSC05,1.0,0.7666666666666668,60
MSC04,MSC06,1.0,0.6633333333333333,60
MSC04,MSC07,1.0,0.5200000000000001,60
MSC04,MSC10,1.0,0.5566666666666668,60
MSC05,MSC01,0.9833333333333332,0.5700000000000001,60
MSC05,MSC02,0.9833333333333332,0.5033333333333333,60
MSC05,MSC03,0.9833333333333332,0.6466666666666667,60
MSC05,MSC04,0.9833333333333332,0.7466666666666667,60
MSC05,MSC06,0.9833333333333332,0.6100000000000001,60
MSC05,MSC07,0.9833333333333332,0.6,60
MSC05,MSC10,0.9833333333333332,0.5933333333333334,60
MSC06,MSC01,0.9666666666666668,0.6366666666666667,60
MSC06,MSC02,0.9666666666666668,0.6333333333333334,60
MSC06,MSC03,0.9666666666666668,0.6666666666666667,60
MSC06,MSC04,0.9666666666666668,0.82,60
MSC06,MSC05,0.9666666666666668,0.8733333333333333,60
MSC06,MSC07,0.9666666666666668,0.55,60
MSC06,MSC10,0.9666666666666668,0.5866666666666667,60
MSC07,MSC01,1.0,0.6,60
MSC07,MSC02,1.0,0.5866666666666667,60
MSC07,MSC03,1.0,0.5833333333333333,60
MSC07,MSC04,1.0,0.8299999999999998,60
MSC07,MSC05,1.0,0.8433333333333334,60
MSC07,MSC06,1.0,0.8333333333333334,60
MSC07,MSC10,1.0,0.6766666666666667,60
MSC10,MSC01,1.0,0.6133333333333333,60
MSC10,MSC02,1.0,0.6133333333333334,60
MSC10,MSC03,1.0,0.6266666666666667,60
MSC10,MSC04,1.0,0.8366666666666667,60
MSC10,MSC05,1.0,0.8366666666666667,60
MSC10,MSC06,1.0,0.8266666666666665,60
MSC10,MSC07,1.0,0.7333333333333334,60
MSC01,MSC02,1.0,0.5,59
MSC01,MSC03,1.0,0.5200000000000001,59
MSC01,MSC04,1.0,0.54,59
MSC01,MSC05,1.0,0.5733333333333335,59
MSC01,MSC06,1.0,0.6533333333333333,59
MSC01,MSC07,1.0,0.5,59
MSC01,MSC10,1.0,0.5,59
MSC02,MSC01,1.0,0.9033333333333333,59
MSC02,MSC03,1.0,0.6566666666666666,59
MSC02,MSC04,1.0,0.8733333333333334,59
MSC02,MSC05,1.0,0.8300000000000001,59
MSC02,MSC06,1.0,0.8966666666666667,59
MSC02,MSC07,1.0,0.6533333333333333,59
MSC02,MSC10,1.0,0.7766666666666666,59
MSC03,MSC01,1.0,0.5166666666666667,59
MSC03,MSC02,1.0,0.5,59
MSC03,MSC04,1.0,0.6833333333333333,59
MSC03,MSC05,1.0,0.7166666666666667,59
MSC03,MSC06,1.0,0.7500000000000001,59
MSC03,MSC07,1.0,0.6233333333333334,59
MSC03,MSC10,1.0,0.5933333333333334,59
MSC04,MSC01,0.9818181818181818,0.5933333333333334,59
MSC04,MSC02,0.9818181818181818,0.5799999999999998,59
MSC04,MSC03,0.9818181818181818,0.5966666666666667,59
MSC04,MSC05,0.9818181818181818,0.8833333333333332,59
MSC04,MSC06,0.9818181818181818,0.76,59
MSC04,MSC07,0.9818181818181818,0.6199999999999999,59
MSC04,MSC10,0.9818181818181818,0.6433333333333333,59
MSC05,MSC01,0.9818181818181818,0.6133333333333333,59
MSC05,MSC02,0.9818181818181818,0.5,59
MSC05,MSC03,0.9818181818181818,0.6233333333333333,59
MSC05,MSC04,0.9818181818181818,0.76,59
MSC05,MSC06,0.9818181818181818,0.75,59
MSC05,MSC07,0.9818181818181818,0.6433333333333333,59
MSC05,MSC10,0.9818181818181818,0.6033333333333334,59
MSC06,MSC01,0.9833333333333332,0.7366666666666667,59
MSC06,MSC02,0.9833333333333332,0.7733333333333333,59
MSC06,MSC03,0.9833333333333332,0.6666666666666667,59
MSC06,MSC04,0.9833333333333332,0.8266666666666668,59
MSC06,MSC05,0.9833333333333332,0.9066666666666666,59
MSC06,MSC07,0.9833333333333332,0.51,59
MSC06,MSC10,0.9833333333333332,0.5433333333333332,59
MSC07,MSC01,1.0,0.8933333333333333,59
MSC07,MSC02,1.0,0.7833333333333334,59
MSC07,MSC03,1.0,0.68,59
MSC07,MSC04,1.0,0.8633333333333333,59
MSC07,MSC05,1.0,0.8066666666666666,59
MSC07,MSC06,1.0,0.7633333333333333,59
MSC07,MSC10,1.0,0.7566666666666666,59
MSC10,MSC01,1.0,0.51,59
MSC10,MSC02,1.0,0.5266666666666666,59
MSC10,MSC03,1.0,0.55,59
MSC10,MSC04,1.0,0.65,59
MSC10,MSC05,1.0,0.6333333333333333,59
MSC10,MSC06,1.0,0.76,59
MSC10,MSC07,1.0,0.6266666666666667,59
MSC01,MSC02,0.9818181818181818,0.5266666666666666,58
MSC01,MSC03,0.9818181818181818,0.5200000000000001,58
MSC01,MSC04,0.9818181818181818,0.5566666666666666,58
MSC01,MSC05,0.9818181818181818,0.5566666666666666,58
MSC01,MSC06,0.9818181818181818,0.7233333333333334,58
MSC01,MSC07,0.9818181818181818,0.5,58
MSC01,MSC10,0.9818181818181818,0.5200000000000001,58
MSC02,MSC01,1.0,0.8966666666666667,58
MSC02,MSC03,1.0,0.72,58
MSC02,MSC04,1.0,0.82,58
MSC02,MSC05,1.0,0.8566666666666667,58
MSC02,MSC06,1.0,0.8733333333333334,58
MSC02,MSC07,1.0,0.7033333333333335,58
MSC02,MSC10,1.0,0.8133333333333332,58
MSC03,MSC01,0.9833333333333332,0.5866666666666667,58
MSC03,MSC02,0.9833333333333332,0.5366666666666667,58
MSC03,MSC04,0.9833333333333332,0.64,58
MSC03,MSC05,0.9833333333333332,0.6466666666666667,58
MSC03,MSC06,0.9833333333333332,0.7033333333333334,58
MSC03,MSC07,0.9833333333333332,0.5933333333333334,58
MSC03,MSC10,0.9833333333333332,0.6366666666666667,58
MSC04,MSC01,1.0,0.53,58
MSC04,MSC02,1.0,0.5166666666666667,58
MSC04,MSC03,1.0,0.5333333333333334,58
MSC04,MSC05,1.0,0.9033333333333333,58
MSC04,MSC06,1.0,0.6733333333333335,58
MSC04,MSC07,1.0,0.5366666666666667,58
MSC04,MSC10,1.0,0.6333333333333334,58
MSC05,MSC01,1.0,0.5266666666666667,58
MSC05,MSC02,1.0,0.5033333333333333,58
MSC05,MSC03,1.0,0.5233333333333333,58
MSC05,MSC04,1.0,0.6933333333333335,58
MSC05,MSC06,1.0,0.5733333333333334,58
MSC05,MSC07,1.0,0.51,58
MSC05,MSC10,1.0,0.5366666666666667,58
MSC06,MSC01,1.0,0.53,58
MSC06,MSC02,1.0,0.5833333333333334,58
MSC06,MSC03,1.0,0.5866666666666667,58
MSC06,MSC04,1.0,0.6366666666666667,58
MSC06,MSC05,1.0,0.7733333333333334,58
MSC06,MSC07,1.0,0.51,58
MSC06,MSC10,1.0,0.51,58
MSC07,MSC01,1.0,0.5566666666666669,58
MSC07,MSC02,1.0,0.5166666666666667,58
MSC07,MSC03,1.0,0.5566666666666666,58
MSC07,MSC04,1.0,0.6900000000000001,58
MSC07,MSC05,1.0,0.6133333333333333,58
MSC07,MSC06,1.0,0.7466666666666667,58
MSC07,MSC10,1.0,0.6333333333333334,58
MSC10,MSC01,0.9818181818181818,0.5233333333333333,58
MSC10,MSC02,0.9818181818181818,0.5800000000000001,58
MSC10,MSC03,0.9818181818181818,0.5966666666666665,58
MSC10,MSC04,0.9818181818181818,0.61,58
MSC10,MSC05,0.9818181818181818,0.5866666666666667,58
MSC10,MSC06,0.9818181818181818,0.73,58
MSC10,MSC07,0.9818181818181818,0.6833333333333333,58
MSC01,MSC02,0.9818181818181818,0.5066666666666666,57
MSC01,MSC03,0.9818181818181818,0.5200000000000001,57
MSC01,MSC04,0.9818181818181818,0.5566666666666666,57
MSC01,MSC05,0.9818181818181818,0.5366666666666667,57
MSC01,MSC06,0.9818181818181818,0.6966666666666667,57
MSC01,MSC07,0.9818181818181818,0.5,57
MSC01,MSC10,0.9818181818181818,0.5199999999999999,57
MSC02,MSC01,0.9818181818181818,0.78,57
MSC02,MSC03,0.9818181818181818,0.56,57
MSC02,MSC04,0.9818181818181818,0.7433333333333334,57
MSC02,MSC05,0.9818181818181818,0.8333333333333334,57
MSC02,MSC06,0.9818181818181818,0.76,57
MSC02,MSC07,0.9818181818181818,0.5666666666666667,57
MSC02,MSC10,0.9818181818181818,0.6433333333333333,57
MSC03,MSC01,1.0,0.5166666666666667,57
MSC03,MSC02,1.0,0.5,57
MSC03,MSC04,1.0,0.6399999999999999,57
MSC03,MSC05,1.0,0.6633333333333333,57
MSC03,MSC06,1.0,0.6533333333333335,57
MSC03,MSC07,1.0,0.6766666666666667,57
MSC03,MSC10,1.0,0.6166666666666667,57
MSC04,MSC01,1.0,0.5966666666666667,57
MSC04,MSC02,1.0,0.5366666666666667,57
MSC04,MSC03,1.0,0.5766666666666668,57
MSC04,MSC05,1.0,0.8999999999999998,57
MSC04,MSC06,1.0,0.7533333333333333,57
MSC04,MSC07,1.0,0.5666666666666668,57
MSC04,MSC10,1.0,0.6799999999999999,57
MSC05,MSC01,1.0,0.5533333333333333,57
MSC05,MSC02,1.0,0.5233333333333333,57
MSC05,MSC03,1.0,0.5700000000000001,57
MSC05,MSC04,1.0,0.75,57
MSC05,MSC06,1.0,0.6933333333333332,57
MSC05,MSC07,1.0,0.5599999999999999,57
MSC05,MSC10,1.0,0.6033333333333333,57
MSC06,MSC01,1.0,0.8966666666666667,57
MSC06,MSC02,1.0,0.8666666666666668,57
MSC06,MSC03,1.0,0.8566666666666667,57
MSC06,MSC04,1.0,0.96,57
MSC06,MSC05,1.0,0.9499999999999998,57
MSC06,MSC07,1.0,0.6433333333333333,57
MSC06,MSC10,1.0,0.7533333333333333,57
MSC07,MSC01,1.0,0.8533333333333335,57
MSC07,MSC02,1.0,0.79,57
MSC07,MSC03,1.0,0.6733333333333332,57
MSC07,MSC04,1.0,0.8266666666666668,57
MSC07,MSC05,1.0,0.9266666666666665,57
MSC07,MSC06,1.0,0.89,57
MSC07,MSC10,1.0,0.8133333333333332,57
MSC10,MSC01,1.0,0.5599999999999999,57
MSC10,MSC02,1.0,0.5666666666666668,57
MSC10,MSC03,1.0,0.6,57
MSC10,MSC04,1.0,0.7133333333333333,57
MSC10,MSC05,1.0,0.6233333333333333,57
MSC10,MSC06,1.0,0.6866666666666668,57
MSC10,MSC07,1.0,0.6866666666666668,57
MSC01,MSC02,1.0,0.6,56
MSC01,MSC03,1.0,0.5433333333333333,56
MSC01,MSC04,1.0,0.7233333333333334,56
MSC01,MSC05,1.0,0.7466666666666666,56
MSC01,MSC06,1.0,0.9066666666666666,56
MSC01,MSC07,1.0,0.51,56
MSC01,MSC10,1.0,0.5333333333333334,56
MSC02,MSC01,1.0,0.8533333333333333,56
MSC02,MSC03,1.0,0.55,56
MSC02,MSC04,1.0,0.7333333333333334,56
MSC02,MSC05,1.0,0.7733333333333332,56
MSC02,MSC06,1.0,0.7733333333333333,56
MSC02,MSC07,1.0,0.5199999999999999,56
MSC02,MSC10,1.0,0.6633333333333333,56
MSC03,MSC01,1.0,0.5166666666666667,56
MSC03,MSC02,1.0,0.5,56
MSC03,MSC04,1.0,0.6833333333333333,56
MSC03,MSC05,1.0,0.6233333333333333,56
MSC03,MSC06,1.0,0.6666666666666667,56
MSC03,MSC07,1.0,0.5833333333333334,56
MSC03,MSC10,1.0,0.5800000000000001,56
MSC04,MSC01,1.0,0.5433333333333333,56
MSC04,MSC02,1.0,0.54,56
MSC04,MSC03,1.0,0.55,56
MSC04,MSC05,1.0,0.7866666666666666,56
MSC04,MSC06,1.0,0.6933333333333334,56
MSC04,MSC07,1.0,0.5233333333333334,56
MSC04,MSC10,1.0,0.6,56
MSC05,MSC01,1.0,0.5833333333333334,56
MSC05,MSC02,1.0,0.51,56
MSC05,MSC03,1.0,0.67,56
MSC05,MSC04,1.0,0.7166666666666666,56
MSC05,MSC06,1.0,0.6133333333333333,56
MSC05,MSC07,1.0,0.6100000000000001,56
MSC05,MSC10,1.0,0.5900000000000001,56
MSC06,MSC01,0.9636363636363636,0.5766666666666668,56
MSC06,MSC02,0.9636363636363636,0.5666666666666667,56
MSC06,MSC03,0.9636363636363636,0.5833333333333334,56
MSC06,MSC04,0.9636363636363636,0.8133333333333332,56
MSC06,MSC05,0.9636363636363636,0.8933333333333333,56
MSC06,MSC07,0.9636363636363636,0.5033333333333333,56
MSC06,MSC10,0.9636363636363636,0.5166666666666667,56
MSC07,MSC01,1.0,0.5366666666666667,56
MSC07,MSC02,1.0,0.5666666666666667,56
MSC07,MSC03,1.0,0.5633333333333332,56
MSC07,MSC04,1.0,0.7233333333333334,56
MSC07,MSC05,1.0,0.65,56
MSC07,MSC06,1.0,0.75,56
MSC07,MSC10,1.0,0.7033333333333334,56
MSC10,MSC01,0.9818181818181818,0.5,56
MSC10,MSC02,0.9818181818181818,0.5,56
MSC10,MSC03,0.9818181818181818,0.54,56
MSC10,MSC04,0.9818181818181818,0.5333333333333334,56
MSC10,MSC05,0.9818181818181818,0.5166666666666667,56
MSC10,MSC06,0.9818181818181818,0.5800000000000001,56
MSC10,MSC07,0.9818181818181818,0.6466666666666667,56
MSC01,MSC02,1.0,0.72,55
MSC01,MSC03,1.0,0.6633333333333333,55
MSC01,MSC04,1.0,0.8,55
MSC01,MSC05,1.0,0.8800000000000001,55
MSC01,MSC06,1.0,0.8166666666666667,55
MSC01,MSC07,1.0,0.5700000000000001,55
MSC01,MSC10,1.0,0.71,55
MSC02,MSC01,1.0,0.8733333333333334,55
MSC02,MSC03,1.0,0.6399999999999999,55
MSC02,MSC04,1.0,0.8266666666666668,55
MSC02,MSC05,1.0,0.8233333333333335,55
MSC02,MSC06,1.0,0.8933333333333333,55
MSC02,MSC07,1.0,0.5633333333333334,55
