train_sub,test_sub,Within,Between,Days
MSC01,MSC02,0.95,0.5,30
MSC01,MSC03,0.95,0.5033333333333333,30
MSC01,MSC04,0.95,0.5333333333333334,30
MSC01,MSC05,0.95,0.5466666666666666,30
MSC01,MSC06,0.95,0.67,30
MSC01,MSC07,0.95,0.5,30
MSC01,MSC10,0.95,0.5033333333333333,30
MSC02,MSC01,0.9833333333333332,0.8666666666666666,30
MSC02,MSC03,0.9833333333333332,0.61,30
MSC02,MSC04,0.9833333333333332,0.8166666666666667,30
MSC02,MSC05,0.9833333333333332,0.8066666666666666,30
MSC02,MSC06,0.9833333333333332,0.8866666666666667,30
MSC02,MSC07,0.9833333333333332,0.5466666666666666,30
MSC02,MSC10,0.9833333333333332,0.7366666666666667,30
MSC03,MSC01,0.9833333333333332,0.53,30
MSC03,MSC02,0.9833333333333332,0.5066666666666666,30
MSC03,MSC04,0.9833333333333332,0.74,30
MSC03,MSC05,0.9833333333333332,0.8066666666666666,30
MSC03,MSC06,0.9833333333333332,0.7233333333333333,30
MSC03,MSC07,0.9833333333333332,0.6733333333333333,30
MSC03,MSC10,0.9833333333333332,0.7066666666666667,30
MSC04,MSC01,1.0,0.5533333333333333,30
MSC04,MSC02,1.0,0.5533333333333333,30
MSC04,MSC03,1.0,0.6033333333333333,30
MSC04,MSC05,1.0,0.9099999999999999,30
MSC04,MSC06,1.0,0.8033333333333333,30
MSC04,MSC07,1.0,0.6599999999999999,30
MSC04,MSC10,1.0,0.7466666666666667,30
MSC05,MSC01,0.9833333333333332,0.6,30
MSC05,MSC02,0.9833333333333332,0.5033333333333333,30
MSC05,MSC03,0.9833333333333332,0.6433333333333333,30
MSC05,MSC04,0.9833333333333332,0.7233333333333334,30
MSC05,MSC06,0.9833333333333332,0.6966666666666667,30
MSC05,MSC07,0.9833333333333332,0.6066666666666667,30
MSC05,MSC10,0.9833333333333332,0.6366666666666666,30
MSC06,MSC01,0.9666666666666666,0.5566666666666666,30
MSC06,MSC02,0.9666666666666666,0.5900000000000001,30
MSC06,MSC03,0.9666666666666666,0.6133333333333334,30
MSC06,MSC04,0.9666666666666666,0.7733333333333334,30
MSC06,MSC05,0.9666666666666666,0.8966666666666667,30
MSC06,MSC07,0.9666666666666666,0.5133333333333334,30
MSC06,MSC10,0.9666666666666666,0.53,30
MSC07,MSC01,1.0,0.72,30
MSC07,MSC02,1.0,0.6033333333333333,30
MSC07,MSC03,1.0,0.6133333333333333,30
MSC07,MSC04,1.0,0.74,30
MSC07,MSC05,1.0,0.7266666666666668,30
MSC07,MSC06,1.0,0.7366666666666667,30
MSC07,MSC10,1.0,0.6733333333333333,30
MSC10,MSC01,0.9666666666666668,0.5366666666666667,30
MSC10,MSC02,0.9666666666666668,0.55,30
MSC10,MSC03,0.9666666666666668,0.5599999999999999,30
MSC10,MSC04,0.9666666666666668,0.66,30
MSC10,MSC05,0.9666666666666668,0.61,30
MSC10,MSC06,0.9666666666666668,0.7033333333333334,30
MSC10,MSC07,0.9666666666666668,0.6733333333333335,30
MSC01,MSC02,1.0,0.5766666666666667,29
MSC01,MSC03,1.0,0.5733333333333335,29
MSC01,MSC04,1.0,0.7266666666666667,29
MSC01,MSC05,1.0,0.8033333333333333,29
MSC01,MSC06,1.0,0.85,29
MSC01,MSC07,1.0,0.5166666666666667,29
MSC01,MSC10,1.0,0.5933333333333334,29
MSC02,MSC01,1.0,0.9133333333333333,29
MSC02,MSC03,1.0,0.6899999999999998,29
MSC02,MSC04,1.0,0.8733333333333333,29
MSC02,MSC05,1.0,0.8766666666666666,29
MSC02,MSC06,1.0,0.9066666666666666,29
MSC02,MSC07,1.0,0.6766666666666665,29
MSC02,MSC10,1.0,0.8433333333333334,29
MSC03,MSC01,0.9818181818181818,0.5166666666666667,29
MSC03,MSC02,0.9818181818181818,0.52,29
MSC03,MSC04,0.9818181818181818,0.6066666666666667,29
MSC03,MSC05,0.9818181818181818,0.6066666666666667,29
MSC03,MSC06,0.9818181818181818,0.6266666666666667,29
MSC03,MSC07,0.9818181818181818,0.6633333333333333,29
MSC03,MSC10,0.9818181818181818,0.5800000000000001,29
MSC04,MSC01,0.9833333333333332,0.7933333333333333,29
MSC04,MSC02,0.9833333333333332,0.7666666666666667,29
MSC04,MSC03,0.9833333333333332,0.6366666666666665,29
MSC04,MSC05,0.9833333333333332,0.8766666666666666,29
MSC04,MSC06,0.9833333333333332,0.8733333333333334,29
MSC04,MSC07,0.9833333333333332,0.6066666666666667,29
MSC04,MSC10,0.9833333333333332,0.7566666666666666,29
MSC05,MSC01,0.9833333333333332,0.7500000000000001,29
MSC05,MSC02,0.9833333333333332,0.54,29
MSC05,MSC03,0.9833333333333332,0.74,29
MSC05,MSC04,0.9833333333333332,0.8066666666666666,29
MSC05,MSC06,0.9833333333333332,0.8033333333333333,29
MSC05,MSC07,0.9833333333333332,0.7166666666666666,29
MSC05,MSC10,0.9833333333333332,0.7,29
MSC06,MSC01,0.9833333333333332,0.5166666666666667,29
MSC06,MSC02,0.9833333333333332,0.53,29
MSC06,MSC03,0.9833333333333332,0.6233333333333334,29
MSC06,MSC04,0.9833333333333332,0.7166666666666667,29
MSC06,MSC05,0.9833333333333332,0.8299999999999998,29
MSC06,MSC07,0.9833333333333332,0.5466666666666666,29
MSC06,MSC10,0.9833333333333332,0.54,29
MSC07,MSC01,1.0,0.6233333333333333,29
MSC07,MSC02,1.0,0.5266666666666666,29
MSC07,MSC03,1.0,0.5533333333333333,29
MSC07,MSC04,1.0,0.73,29
MSC07,MSC05,1.0,0.6433333333333333,29
MSC07,MSC06,1.0,0.7466666666666666,29
MSC07,MSC10,1.0,0.6133333333333334,29
MSC10,MSC01,0.9833333333333332,0.55,29
MSC10,MSC02,0.9833333333333332,0.5599999999999999,29
MSC10,MSC03,0.9833333333333332,0.58,29
MSC10,MSC04,0.9833333333333332,0.66,29
MSC10,MSC05,0.9833333333333332,0.6833333333333333,29
MSC10,MSC06,0.9833333333333332,0.7666666666666666,29
MSC10,MSC07,0.9833333333333332,0.7100000000000002,29
MSC01,MSC02,0.9818181818181818,0.53,28
MSC01,MSC03,0.9818181818181818,0.5066666666666666,28
MSC01,MSC04,0.9818181818181818,0.5466666666666666,28
MSC01,MSC05,0.9818181818181818,0.58,28
MSC01,MSC06,0.9818181818181818,0.6666666666666667,28
MSC01,MSC07,0.9818181818181818,0.5033333333333333,28
MSC01,MSC10,0.9818181818181818,0.51,28
MSC02,MSC01,1.0,0.8333333333333334,28
MSC02,MSC03,1.0,0.6166666666666666,28
MSC02,MSC04,1.0,0.7166666666666666,28
MSC02,MSC05,1.0,0.76,28
MSC02,MSC06,1.0,0.82,28
MSC02,MSC07,1.0,0.7166666666666666,28
MSC02,MSC10,1.0,0.7633333333333334,28
MSC03,MSC01,0.9666666666666668,0.5599999999999999,28
MSC03,MSC02,0.9666666666666668,0.6,28
MSC03,MSC04,0.9666666666666668,0.7166666666666666,28
MSC03,MSC05,0.9666666666666668,0.8166666666666667,28
MSC03,MSC06,0.9666666666666668,0.78,28
MSC03,MSC07,0.9666666666666668,0.72,28
MSC03,MSC10,0.9666666666666668,0.7866666666666667,28
MSC04,MSC01,0.9818181818181818,0.5733333333333333,28
MSC04,MSC02,0.9818181818181818,0.5599999999999999,28
MSC04,MSC03,0.9818181818181818,0.5633333333333332,28
MSC04,MSC05,0.9818181818181818,0.8833333333333334,28
